,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,5782.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,5782.000,,,,,,,,
AmortizationOfFinancingCosts,,15696.000,,,,,,,,,,,,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,,,3990000.000,,,,3990000.000,,,,5115000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,4875000.000,,,,,,,,8355000.000,,,,5115000.000
AntidilutiveSharesOutstanding,,,,9991271.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,11421.000,,-110901.000,,41150.000,,,,93803.000,,,,62947.000,,,,-93951.000
ComprehensiveIncomeNetOfTax,-47114.000,25384.000,26587.000,-321946.000,-54051.000,-65475.000,,,,,,,,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,,,,,,,,3779.000,,,,
Depreciation,,,,,,,,,,,,,,,,,,22570.000
DepreciationDepletionAndAmortization,3065.000,2407.000,2139.000,109.000,,,,,,,,,,,,,,
DilutiveSecurities,,,,,,,,,,9005000.000,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,-0.010,-0.010,0.000,-0.010,0.000,0.000,0.000,-0.010,-0.010,0.000
ExplorationExpense,66191.000,41640.000,20096.000,31154.000,51290.000,4820.000,5198.000,18252.000,-8365.000,4664.000,8372.000,46901.000,106338.000,45505.000,48315.000,49318.000,55389.000,49151.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,2.242,,,,,,,,2.355
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,0.015,,,,,,,,0.020
FairValueOptionChangesInFairValueGainLoss,89091.000,16155.000,,,,,,,,,,,,,,,,
FinancingInterestExpense,-19697.000,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,,,-204.000,26.000,,
GainLossOnDerivativeInstrumentsNetPretax,96201.000,186910.000,219978.000,-257831.000,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,-10000.000,,,,,,,,,,,,,
GainsLossesOnRestructuringOfDebt,,,,,,,,,,,,-68726.000,,,,,,
GeneralAndAdministrativeExpense,91861.000,79544.000,61135.000,48603.000,104705.000,18914.000,18693.000,31615.000,128826.000,75006.000,86899.000,82946.000,129125.000,69746.000,67089.000,271579.000,86878.000,135808.000
IncomeLossAttributableToParent,,,,,,,,,,,,,,,,,,-241328.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,25384.000,26587.000,-321946.000,-54051.000,-65475.000,-73664.000,-101083.000,-179473.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,-23503.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,-11934.000,,3092.000,,5504.000,,,,8336.000,,,,-38051.000,,,,
IncreaseDecreaseInAccruedSalaries,,,,,,,,,,,,,,75000.000,,,,
IncreaseDecreaseInDeferredCompensation,,,,,,,,,,,,,,,,,,78000.000
IncreaseDecreaseInDueToOtherRelatedParties,,,,,,,,,,,,,,11070.000,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,3779.000,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,43999.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,,3234.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-3887.000,,-49987.000,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,4121.000,,,,7026.000,,,,12240.000,,,,13519.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,7991271.000,,1885000.000,,,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,2000000.000,,2990000.000,,,,,,,,,,,,
InterestExpense,-21303.000,-24495.000,-21591.000,,-4713.000,-500.000,,-94.000,,-24390.000,-16947.000,,,,,,,
InterestExpenseDebt,,,,,,,,,,18530.000,,,,,,,,
InterestExpenseRelatedParty,,,,,,,,,,,,-15000.000,,-3779.000,-3573.000,-5074.000,-5297.000,-3233.000
InterestIncomeExpenseNet,,,,,,,-213.000,,,,,,,,,,,
InterestPaid,,,,,,2000.000,,,,,,,,,,,,
InvestmentIncomeAmortizationOfDiscount,,3941.000,,,,,,,,,,,,,,,,
LegalFees,24934.000,29595.000,88430.000,29353.000,15106.000,41241.000,49560.000,51122.000,,,,,,27000.000,,,,
ManagementFeesRevenue,,,,45104.000,,,,,,,,,,,,,,
MarketableSecuritiesGainLoss,-5355.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,155000.000,,,,97000.000,,,,250000.000,,,,227500.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,155000.000,,,,97000.000,,,,250000.000,,,,227500.000,,,,
NetCashProvidedByUsedInInvestingActivities,,-26120.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-26120.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-117459.000,,-110901.000,,-55850.000,,,,-156197.000,,,,-164553.000,,,,-93951.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-117459.000,,-110901.000,,-55850.000,,,,-156197.000,,,,-164553.000,,,,-93951.000
NetIncomeLoss,-47114.000,25384.000,26587.000,-321946.000,-54051.000,-65475.000,-73664.000,-101083.000,-179473.000,-237341.000,-195581.000,-389774.000,-194939.000,-228591.000,-170761.000,-390782.000,-248183.000,-241328.000
OfficersCompensation,,,,,,,,,,,,,,,,,,78000.000
OperatingExpenses,186051.000,153186.000,171800.000,109219.000,161101.000,64975.000,73451.000,100989.000,173472.000,212951.000,178634.000,306048.000,185600.000,224812.000,166983.000,385734.000,248303.000,238033.000
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,-47114.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossTax,,,,,,,,0.000,,,,,,,,,,
OtherIncome,,178570.000,198387.000,-257831.000,107050.000,-500.000,-213.000,-94.000,-6001.000,-24390.000,-16947.000,-83726.000,-9339.000,-3779.000,-3778.000,-5048.000,120.000,-3295.000
OtherIncomeTaxExpenseBenefitContinuingOperations,138936.000,,,,,,,,,,,,,,,,,
OtherNonoperatingIncome,,,,,,,,,,,,,,,,,,-62.000
OtherOperatingIncome,,,,45104.000,,,,,,,,,,,,,,
PaymentsForCommissions,,,,,,,,,,1500.000,,,,,,,,
PaymentsToAcquireMineralRights,,-26120.000,,,,,,,,,,,,,,,,16350.000
ProceedsFromIssuanceOfCommonStock,,150000.000,,,,122000.000,,,,250000.000,,,,235000.000,,,,
ProceedsFromRelatedPartyDebt,,5000.000,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfDebt,,,,,,,,,,,,,,-7500.000,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,-0.000,,,,,,,,,,,,
ProfessionalFees,,,,,,,,,,133281.000,23363.000,176201.000,10137.000,109562.000,51580.000,64837.000,90987.000,30504.000
ProfitLoss,,,,,,,,,,-237341.000,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,-25000.000,,,,,,,,,,,,
Revenues,,,,45104.000,,,,,,,,,,,,,,
SalesRevenueNet,,,,257831.000,,,,,,,,,,,,,,
ShareBasedCompensation,,10000.000,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,,,,1000000.000,,,,,,,,600000.000
