,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToContractHoldersFunds,291000000.000,,,,392000000.000,,,,303000000.000,,,,494000000.000,,,,470000000.000,,,,481000000.000,,,,502000000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,2000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,-5000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,1600000.000,,,,1500000.000,1500000.000,,,1600000.000,,,,4900000.000,,,,2500000.000
BusinessCombinationIntegrationRelatedCosts,,,,,23000000.000,26000000.000,17000000.000,5000000.000,2000000.000,1000000.000,,,,,,,,,,,,0.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-401000000.000,,,,-469000000.000,,,,-211000000.000,,,,-229000000.000,,,,171000000.000,,,,292000000.000,,,,-212000000.000
CashDivestedFromDeconsolidation,,,,,,,,,,,,,,,,,,,,,,,,,0.000
CashFlowHedgeGainLossReclassifiedToEarningsNet,5000000.000,30000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainReclassifiedToInterestExpense,1000000.000,1000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainReclassifiedToOtherIncome,,27000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeLossReclassifiedToInvestmentIncome,1000000.000,2000000.000,,,,,,,,,,,,,,,,,,,,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments,,10000000.000,,,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.180,0.230,0.230,,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,,0.350,0.350,,0.450,0.520,0.520,0.520,0.520,0.580,0.580,0.580,0.580,0.670,0.670,0.670,0.670,0.750,0.750,0.750,0.750
ComprehensiveIncomeNetOfTax,,,,,344000000.000,314000000.000,498000000.000,316000000.000,225000000.000,-138000000.000,362000000.000,286000000.000,551000000.000,548000000.000,246000000.000,341000000.000,435000000.000,211000000.000,358000000.000,149000000.000,547000000.000,531000000.000,172000000.000,5000000.000,422000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,23000000.000,-64000000.000,-4000000.000,-54000000.000,-11000000.000,-40000000.000,114000000.000,103000000.000,124000000.000,119000000.000,94000000.000,-19000000.000,30000000.000,127000000.000,-89000000.000,-3000000.000,0.000,0.000,0.000,0.000,
