,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,645000.000,,,,1508000.000,,,,1112000.000,,,,1928000.000,,,,1498000.000,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,,3061000.000,,,,2725000.000,,
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,,,,,,,-89000.000,,,,-187000.000,,,,-129000.000,,,,2203000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,56000.000,,,,7106000.000,,,,161000.000,,,,14000.000,,,,437000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,2872000.000,,,,3680000.000,,,,4173000.000,,,,4587000.000,,,,4694000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,1086000.000,,,,385000.000,,,,-387000.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,1000000.000,,,,,,,,,,,,,,,,,4000000.000,4200000.000,
AmortizationOfIntangibleAssets,,,1100000.000,1100000.000,1100000.000,1300000.000,800000.000,5900000.000,700000.000,600000.000,600000.000,600000.000,600000.000,800000.000,600000.000,600000.000,600000.000,900000.000,700000.000,700000.000,800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,329979.000,64349.000,197277.000,2192988.000,237937.000,,,,4100953.000,,
AssetImpairmentCharges,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000
CapitalLeaseObligationsIncurred,,,14304000.000,,,,10699000.000,,,,4267000.000,,12098000.000,,2588000.000,,,,8597000.000,,
CapitalizedComputerSoftwareImpairments1,,,,,,,,,,,,,,,,,,,1900000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,,-44988000.000,,,,-78901000.000,,
ComprehensiveIncomeNetOfTax,,,3957000.000,9675000.000,11699000.000,2386000.000,-4935000.000,-3577000.000,15996000.000,12298000.000,-7322000.000,11762000.000,17288000.000,-11693000.000,-12639000.000,8658000.000,14421000.000,-633000.000,-13681000.000,11890000.000,9054000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,86000.000,-191000.000,-555000.000,-917000.000,-58000.000,-586000.000,-437000.000,-403000.000,187000.000,-370000.000,-484000.000,-995000.000,129000.000,-654000.000,-608000.000,649000.000,196000.000,-753000.000,-233000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,-12510000.000,8004000.000,13813000.000,16000.000,-13485000.000,11137000.000,8821000.000
CostOfReimbursableExpense,,,,,,,52200000.000,67300000.000,71300000.000,74400000.000,68700000.000,84100000.000,89100000.000,96300000.000,62300000.000,72300000.000,76300000.000,83800000.000,62500000.000,74900000.000,75100000.000
CostOfServices,100877000.000,105955000.000,118648000.000,122799000.000,127759000.000,129192000.000,132902000.000,153672000.000,140592000.000,142053000.000,146842000.000,145029000.000,148985000.000,166900000.000,139003000.000,129616000.000,134755000.000,143136000.000,144099000.000,137542000.000,136431000.000
CostsAndExpenses,159408000.000,166586000.000,212435000.000,189756000.000,198657000.000,201666000.000,236830000.000,232827000.000,207837000.000,219203000.000,249870000.000,210831000.000,217193000.000,251973000.000,241686000.000,194084000.000,202206000.000,220810000.000,251807000.000,202767000.000,209770000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,7189000.000,,,,8291000.000,,
Depreciation,,,,,,,8500000.000,23400000.000,9200000.000,,7400000.000,7200000.000,7100000.000,,5300000.000,5100000.000,4700000.000,,4400000.000,4200000.000,5500000.000
DepreciationDepletionAndAmortization,,,15661000.000,,,,16950000.000,,,,16880000.000,,,,16565000.000,,,,17680000.000,,
EarningsPerShareBasic,0.110,0.180,0.110,0.240,0.310,0.060,,,,,,0.330,0.460,,,,0.380,,,0.310,0.240
EarningsPerShareBasicAndDiluted,,,,,,,-0.130,-0.090,0.400,,-0.180,,,,-0.340,0.230,,,-0.360,,
EarningsPerShareDiluted,0.110,0.180,0.110,0.240,0.310,0.060,,,,,,0.330,0.450,,,,0.370,,,0.300,0.230
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,249000.000,,,,572000.000,,,,-1102000.000,,,,-7000.000,,,,-8000.000,,
EffectiveIncomeTaxRateContinuingOperations,0.434,0.410,0.461,0.418,0.400,-0.849,0.404,0.524,0.433,-0.982,0.498,0.420,0.390,-0.924,0.390,0.458,0.282,-0.773,0.389,0.414,0.337
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,1086000.000,,,,385000.000,,,,-387000.000,,,,6000.000,,,,103000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,1086000.000,,,,385000.000,,,,-387000.000,,,,6000.000,,,,103000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,,,,,,,,,,,,,,,,,,,,-9134000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,,,,,,,,,,,-67000.000,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,9000000.000,,,,,,,,,,
GoodwillOtherChanges,,,200000.000,,,,,,,,,,,,,,,,,,
GoodwillTranslationAdjustments,,,,,,,110000.000,,,,200000.000,,,,,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,5200000.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,0.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,8433000.000,16000000.000,19046000.000,3078000.000,-8548000.000,-8936000.000,27373000.000,19302000.000,-13127000.000,20624000.000,27115000.000,-19476000.000,-20761000.000,14537000.000,19033000.000,488000.000,-22327000.000,18587000.000,13404000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,6856000.000,11324000.000,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,2976000.000,4638000.000,3889000.000,6680000.000,7626000.000,1828000.000,-3450000.000,-4685000.000,11861000.000,7349000.000,-6538000.000,8663000.000,10586000.000,-6901000.000,-8097000.000,6653000.000,5368000.000,822000.000,-8690000.000,7688000.000,4522000.000
IncomeTaxesPaidNet,,,189000.000,,,,2747000.000,,,,7530000.000,,8291000.000,,556000.000,,,,3446000.000,,
IncreaseDecreaseInAccountsPayable,,,9419000.000,,,,28773000.000,,,,10630000.000,,,,12488000.000,,,,5277000.000,,
IncreaseDecreaseInAccountsReceivable,,,98297000.000,,,,85659000.000,,,,90552000.000,,,,74841000.000,,,,94871000.000,,
IncreaseDecreaseInAccruedLiabilities,,,2368000.000,,,,-1353000.000,,,,-10281000.000,,,,-1741000.000,,,,-12860000.000,,
IncreaseDecreaseInDeferredRevenue,,,44308000.000,,,,45542000.000,,,,48835000.000,,,,39390000.000,,,,45790000.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-5134000.000,,,,-9907000.000,,,,-4930000.000,,,,-9961000.000,,,,-14646000.000,,
IncreaseDecreaseInInventories,,,-9699000.000,,,,-16374000.000,,,,-15686000.000,,,,-12644000.000,,,,-14067000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,5842000.000,,,,8524000.000,,,,6105000.000,,,,2661000.000,,,,3077000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,-299000.000,,,,220000.000,,,,228000.000,,,,142000.000,,,,-2447000.000,,
IncreaseDecreaseInPrepaidExpense,,,3431000.000,,,,861000.000,,,,15553000.000,,,,18030000.000,,,,21901000.000,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,-1501000.000,,,,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,,,,,,,,,,,,,,,,0.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,,,,,,902367.000,951143.000
InterestExpense,236000.000,265000.000,,,,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,-228000.000,-272000.000,-306000.000,1657000.000,-84000.000,-28000.000,-12000.000,55000.000,31000.000,151000.000,-315000.000,-3158000.000,-305000.000,-190000.000,-101000.000,-21000.000,342000.000,264000.000,641000.000
InterestPaid,,,243000.000,,,,272000.000,,,,220000.000,,628000.000,,220000.000,,,,203000.000,,
InventoryWriteDown,,,42000.000,,,,8000.000,,,,177000.000,,,,213000.000,,,,235000.000,,
MinorityInterestInNetIncomeLossJointVenturePartners,,,300000.000,,,,-100000.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,-36714000.000,,,,-18006000.000,,,,-86913000.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-4505000.000,,,,37000.000,,,,-33689000.000,,,,-6849000.000,,,,-4935000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4505000.000,,,,37000.000,,,,-33689000.000,,,,-6849000.000,,,,-4935000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-15244000.000,,,,-14702000.000,,,,-25106000.000,,,,-14191000.000,,,,-14028000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-15244000.000,,,,-14702000.000,,,,-25106000.000,,,,-14191000.000,,,,-14028000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-17214000.000,,,,-3913000.000,,,,-27016000.000,,,,-23941000.000,,,,-59930000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-17214000.000,,,,-3913000.000,,,,-27016000.000,,,,-23941000.000,,,,-59930000.000,,
NetIncomeLoss,4165000.000,6977000.000,4357000.000,9511000.000,11975000.000,2268000.000,-5040000.000,-3665000.000,15949000.000,12356000.000,-6776000.000,12331000.000,17013000.000,-11580000.000,-12793000.000,8538000.000,14273000.000,-983000.000,-13833000.000,11652000.000,9115000.000
NetIncomeLossAttributableToNoncontrollingInterest,-285000.000,-291000.000,187000.000,-191000.000,-555000.000,-1018000.000,-58000.000,-586000.000,-437000.000,-403000.000,187000.000,-370000.000,-484000.000,-995000.000,129000.000,-654000.000,-608000.000,649000.000,196000.000,-753000.000,-233000.000
NetIncomeLossAvailableToCommonStockholdersBasic,3868000.000,6480000.000,4048000.000,8836000.000,11131000.000,2111000.000,-5040000.000,-3665000.000,15949000.000,12356000.000,,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,3868000.000,6480000.000,4048000.000,8836000.000,11131000.000,2111000.000,-5040000.000,-3665000.000,15949000.000,12356000.000,,,,,,,,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,-139000.000,,,,,,,,-360000.000,,-350000.000,,,,,,,,
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,,,,,,,,,27000.000,,27000.000,,,,,,,,
NoncontrollingInterestInNetIncomeLossJointVenturePartnersRedeemable,,,,,,,,,,,200000.000,,,,100000.000,,,,200000.000,,
OperatingIncomeLoss,7092000.000,11589000.000,8661000.000,16272000.000,19352000.000,1421000.000,-8464000.000,-8908000.000,27385000.000,12843000.000,-13158000.000,20473000.000,27430000.000,-16318000.000,-20456000.000,14727000.000,19134000.000,509000.000,-22669000.000,18323000.000,12763000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,105000.000,,,,-546000.000,,,,154000.000,,,,152000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-314000.000,164000.000,-276000.000,32000.000,105000.000,88000.000,47000.000,-58000.000,-546000.000,-569000.000,275000.000,-113000.000,154000.000,120000.000,148000.000,350000.000,152000.000,238000.000,-61000.000
OtherComprehensiveIncomeLossNetOfTax,,,4043000.000,9484000.000,11144000.000,1469000.000,-4993000.000,-4163000.000,15559000.000,11895000.000,-7135000.000,11392000.000,16804000.000,-12688000.000,,,,,,,
PaymentsForRepurchaseOfCommonStock,,,,,,,,5900000.000,20700000.000,,26452000.000,,,,,,,,,,
PaymentsForSoftware,,,6289000.000,,,,5006000.000,,,,8886000.000,,,,9515000.000,,,,7222000.000,,
PaymentsToAcquireInvestments,,,,,,,,,,,6512000.000,,,,,,,,,,
PaymentsToAcquireMortgageNotesReceivable,,,,,,,2100000.000,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,3863000.000,,,,4274000.000,,,,6333000.000,,,,977000.000,,,,960000.000,,
ProceedsFromStockOptionsExercised,,,56000.000,,,,7106000.000,,,,161000.000,,,,14000.000,,,,437000.000,,
ProfitLoss,3880000.000,6686000.000,4544000.000,9320000.000,11420000.000,1250000.000,-5098000.000,-4251000.000,15512000.000,11953000.000,-6589000.000,11961000.000,16529000.000,-12575000.000,-12664000.000,7884000.000,13665000.000,-334000.000,-13637000.000,10899000.000,8882000.000
ProvisionForDoubtfulAccounts,,,397000.000,,,,302000.000,,,,283000.000,,,,2335000.000,,,,239000.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,4622000.000,,,,5556000.000,,,,5899000.000,,,,4941000.000,,,,3977000.000,,
RepaymentsOfNotesPayable,,,380000.000,,,,390000.000,,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,7574000.000,7012000.000,4168000.000,5578000.000,5070000.000,6268000.000,5684000.000,3402000.000,2831000.000,2303000.000,3482000.000,3245000.000,3337000.000,4317000.000,3413000.000,3028000.000,2563000.000,1067000.000,3062000.000,2873000.000,3511000.000
Revenues,166500000.000,178175000.000,221096000.000,206028000.000,218009000.000,203087000.000,228366000.000,223919000.000,235222000.000,232046000.000,236712000.000,231304000.000,244623000.000,235655000.000,221230000.000,208811000.000,221340000.000,221319000.000,229138000.000,221090000.000,222533000.000
SalesRevenueNet,166500000.000,178175000.000,221096000.000,206028000.000,218009000.000,203087000.000,228366000.000,223919000.000,235222000.000,232046000.000,236712000.000,231304000.000,244623000.000,235655000.000,221230000.000,208811000.000,221340000.000,221319000.000,229138000.000,221090000.000,222533000.000
SellingGeneralAndAdministrativeExpense,50957000.000,53619000.000,89619000.000,61379000.000,65828000.000,66206000.000,98244000.000,75753000.000,64414000.000,74847000.000,99546000.000,62557000.000,64871000.000,80756000.000,99270000.000,61440000.000,64888000.000,76607000.000,104646000.000,62352000.000,69828000.000
ShareBasedCompensation,,,2872000.000,,,,3680000.000,,,,4173000.000,,,,4587000.000,,,,4694000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,,,,,,,0.500,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,,,,,,,0.006,,
TemporaryEquityAccretionToRedemptionValue,,,273000.000,,,,,,,,,,,,,,,,,,
TemporaryEquityDividendsAdjustment,297000.000,497000.000,,,,,,,,,,,,,,,,,,,
TreasuryStockAcquiredAverageCostPerShare,,,,,,,,20.720,,,,,,,21.410,,,,,,
TreasuryStockSharesAcquired,,,,,,,,284200.000,958100.000,,1307402.000,,,,3502598.000,,,,,,
TreasuryStockValueAcquiredCostMethod,,,,,,,,,,,26452000.000,,,,,,,,,,
UndistributedEarningsAllocatedToParticipatingSecurities,,,309000.000,675000.000,844000.000,157000.000,,,,,,,,,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,221093.000,36947.000,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,35976779.000,35913576.000,36029252.000,36118519.000,36283353.000,-69413779.000,,,,,,37160829.000,37408911.000,,,37680879.000,38999871.000,,,39007276.000,39328127.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,37868928.000,39977228.000,39596798.000,,37544340.000,,,,37433493.000,,,,37938705.000,,
WeightedAverageNumberOfSharesOutstandingBasic,35755685.000,35876629.000,36029252.000,36118519.000,36283353.000,-72163779.000,,,,,,37096480.000,37211634.000,,,37559999.000,37692826.000,,,38104909.000,38376984.000
