,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedIncomeTaxesCurrent,,,,,,,,,,,,203000000.000,,,,158000000.000,,,,,,,,,
AccruedInvestmentIncomeReceivable,885000000.000,875000000.000,854000000.000,826000000.000,846000000.000,846000000.000,835000000.000,781000000.000,792000000.000,773000000.000,617000000.000,624000000.000,610000000.000,611000000.000,595000000.000,591000000.000,597000000.000,610000000.000,575000000.000,569000000.000,567000000.000,564000000.000,567000000.000,567000000.000,577000000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,,,5304000000.000,,,,6599000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,2290000000.000,,,,2410000000.000,,,,2190000000.000,,,,2120000000.000,,,,2090000000.000,,,,2160000000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,1079000000.000,1446000000.000,1032000000.000,1363000000.000,1874000000.000,2070000000.000,2880000000.000,2834000000.000,2905000000.000,1651000000.000,1714000000.000,1646000000.000,2091000000.000,2150000000.000,1827000000.000,1926000000.000,2137000000.000,1419000000.000,879000000.000,620000000.000,1200000000.000,1624000000.000,1817000000.000,1053000000.000,1256000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,1173000000.000,1156000000.000,1135000000.000,1427000000.000,1407000000.000,1383000000.000,1363000000.000,1729000000.000,1684000000.000,1638000000.000,954000000.000,638000000.000,627000000.000,619000000.000,607000000.000,1363000000.000,1334000000.000,1314000000.000,1289000000.000,1315000000.000,1304000000.000,1288000000.000,1267000000.000,1419000000.000,1400000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,79000000.000,83000000.000,49000000.000,57000000.000,65000000.000,58000000.000,70000000.000,70000000.000,58000000.000,37000000.000,50000000.000,38000000.000,22000000.000,35000000.000,18000000.000,-2000000.000,-29000000.000,-38000000.000,-52000000.000,-60000000.000,-46000000.000,-41000000.000,-48000000.000,-50000000.000,-53000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-15000000.000,373000000.000,-54000000.000,-7000000.000,532000000.000,745000000.000,1587000000.000,1175000000.000,1279000000.000,50000000.000,810000000.000,1046000000.000,1486000000.000,1566000000.000,1238000000.000,561000000.000,774000000.000,67000000.000,-462000000.000,-755000000.000,-150000000.000,295000000.000,502000000.000,-416000000.000,-197000000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,155000000.000,174000000.000,100000000.000,105000000.000,42000000.000,11000000.000,-30000000.000,-36000000.000,-33000000.000,-50000000.000,-66000000.000,-72000000.000,-70000000.000,-72000000.000,-71000000.000,-62000000.000,-57000000.000,,,,,,
AdditionalCollateralAggregateFairValue,10000000.000,8000000.000,7000000.000,8000000.000,4000000.000,-10000000.000,1000000.000,-9000000.000,-3000000.000,-1000000.000,-2000000.000,-3000000.000,-4000000.000,-5000000.000,-4000000.000,-5000000.000,-5000000.000,-2000000.000,-3000000.000,-5000000.000,-6000000.000,-4000000.000,5000000.000,2000000.000,1000000.000
AdditionalPaidInCapitalCommonStock,3156000000.000,3165000000.000,3177000000.000,3189000000.000,3151000000.000,3154000000.000,3154000000.000,3162000000.000,3028000000.000,3105000000.000,3127000000.000,3143000000.000,3017000000.000,3035000000.000,3059000000.000,3199000000.000,3109000000.000,3205000000.000,3224000000.000,3245000000.000,3237000000.000,3203000000.000,3237000000.000,3303000000.000,3285000000.000
AmountAvailableForDividendDistributionWithoutPriorApprovalFromRegulatoryAgency,,,,1510000000.000,,,,,,,,,,,,,,,,,,,,,
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,25000000000.000,,,,25000000000.000,,,,24000000000.000,,,,23000000000.000,,,,23000000000.000,
Assets,130425000000.000,129023000000.000,126959000000.000,125563000000.000,125933000000.000,125535000000.000,126988000000.000,126947000000.000,126612000000.000,121480000000.000,122285000000.000,123520000000.000,124291000000.000,110233000000.000,108310000000.000,108533000000.000,108064000000.000,107117000000.000,105849000000.000,104656000000.000,105947000000.000,107284000000.000,108537000000.000,108610000000.000,110243000000.000
AssetsFairValueDisclosure,,,91265000000.000,,,,,,,,,,,,,,,,,,,,,,
