,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,998000.000,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,22962000.000,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,-1856000.000,-165000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,11204000.000,13292000.000,45186000.000,25660000.000,8725000.000,5135000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,-202000.000,12750000.000
AllocatedShareBasedCompensationExpense,,13292000.000,45186000.000,48622000.000,8725000.000,5135000.000
AmortizationOfFinancingCostsAndDiscounts,,1400000.000,1400000.000,900000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,128324123.000,78475367.000,51463340.000,29731254.000,16788281.000
AssetImpairmentCharges,,,,,242700000.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,-117000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-63380000.000,59159000.000,8950000.000,50051000.000,-61767000.000,-36179000.000
ComprehensiveIncomeNetOfTax,-160834000.000,-169416000.000,-191488000.000,-198392000.000,-368451000.000,125660000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,250000.000,4072000.000,856000.000,1768000.000,,588000.000
CostOfGoodsSold,,,,,,17121000.000
CostsAndExpenses,,,,,,107498000.000
CurrentFederalTaxExpenseBenefit,,,,0.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,,,,0.000,0.000,0.000
CurrentIncomeTaxExpenseBenefit,,,,0.000,0.000,0.000
CurrentStateAndLocalTaxExpenseBenefit,,,,0.000,0.000,0.000
DebtConversionOriginalDebtAmount1,,,6500000.000,93500000.000,,
DeferredFederalIncomeTaxExpenseBenefit,,,59379000.000,57873000.000,109512000.000,-43814000.000
DeferredForeignIncomeTaxExpenseBenefit,,,,0.000,0.000,0.000
DeferredIncomeTaxExpenseBenefit,,,,0.000,0.000,48125000.000
DeferredOtherTaxExpenseBenefit,,,-66849000.000,-65504000.000,-80118000.000,-48125000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,7470000.000,7631000.000,-29394000.000,-4311000.000
DefinedBenefitPlanContributionsByEmployer,,571000.000,533000.000,623000.000,593000.000,418000.000
DepreciationAndAmortization,15912000.000,14402000.000,14057000.000,18575000.000,13276000.000,4158000.000
DepreciationDepletionAndAmortization,,13000000.000,11500000.000,9800000.000,11000000.000,2400000.000
EarningsPerShareBasic,,,,,,1.370
EarningsPerShareBasicAndDiluted,-1.320,-0.940,-0.640,-0.510,-0.910,
EarningsPerShareDiluted,,,,,,1.360
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.310,-0.307,-0.318,-0.338,-0.340
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.040,-0.043,-0.041,-0.012,0.009
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.000,0.000,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,9200.000,2300000.000,11000000.000,3300000.000,500000.000
ExtinguishmentOfDebtGainLossNetOfTax,,,,,-1049000.000,
FairValueAssumptionsExpectedVolatilityRate,,,,0.550,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,,,0.000,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,,,,0.000,0.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,-2697000.000,3433000.000
ForeignCurrencyTransactionGainLossRealized,,,,,,3433000.000
GainLossOnContractTermination,,,,,-66167000.000,
GainLossOnDispositionOfAssets,,,,,,-1259000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,-600000.000
GainsLossesOnExtinguishmentOfDebt,,,,,-1049000.000,72024000.000
GeneralAndAdministrativeExpense,40630000.000,45473000.000,59682000.000,79383000.000,40960000.000,27074000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,140412000.000,1259000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-198382000.000,-368445000.000,125664000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-160804000.000,-169774000.000,-191490000.000,,,
IncomeTaxExpenseBenefit,,-408000.000,,,0.000,0.000
IncreaseDecreaseInAccountsAndNotesReceivable,,,,,,30534000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,50436000.000,-50413000.000,
IncreaseDecreaseInAccountsPayable,2672000.000,44000.000,-1071000.000,3622000.000,8413000.000,-12118000.000
IncreaseDecreaseInAccountsReceivable,,,,,,302000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,6045000.000,15075000.000,3675000.000,2276000.000,-12467000.000,348000.000
IncreaseDecreaseInCustomerAdvancesAndDeposits,,,,,950000.000,-134056000.000
IncreaseDecreaseInDeferredCharges,,,,,13539000.000,-13539000.000
IncreaseDecreaseInDeferredLiabilities,,,,200436000.000,,
IncreaseDecreaseInDeferredRevenue,,,,,17067000.000,3419000.000
IncreaseDecreaseInInventories,,,,9670000.000,26434000.000,2331000.000
IncreaseDecreaseInOtherOperatingAssets,-87000.000,,,615000.000,-150000.000,-361000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,591000.000,2915000.000,2927000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-224000.000,1545000.000,965000.000,14721000.000,-13485000.000,346000.000
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,,,32000.000
InterestCostsCapitalized,,300000.000,400000.000,800000.000,100000.000,0.000
InterestExpense,,21600000.000,21500000.000,20400000.000,24100000.000,
InterestExpenseDebt,10941000.000,11139000.000,15153000.000,17549000.000,21231000.000,15576000.000
InterestPaid,17248000.000,9755000.000,13452000.000,11218000.000,13355000.000,8991000.000
InterestPaidCapitalized,,14219000.000,7886000.000,,,
InventoryWriteDown,,,,,36300000.000,200000.000
InvestmentIncomeInterest,18000.000,7000.000,8000.000,9000.000,18000.000,85000.000
LineOfCreditFacilityAnnualPrincipalPayment,,,28375000.000,,,
LoansAssumed1,,,,3034000.000,59337000.000,5174000.000
ManufacturingCosts,,,,,67442000.000,
NetCashProvidedByUsedInFinancingActivities,63394000.000,179579000.000,145669000.000,70062000.000,5668000.000,43038000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,63394000.000,179579000.000,145669000.000,70062000.000,5668000.000,43038000.000
NetCashProvidedByUsedInInvestingActivities,-2937000.000,-560000.000,-7987000.000,-24097000.000,-10203000.000,-1127000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2937000.000,-560000.000,-7987000.000,-24097000.000,-10203000.000,-1127000.000
NetCashProvidedByUsedInOperatingActivities,-123837000.000,-119860000.000,-128732000.000,4086000.000,-57232000.000,-78090000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-123837000.000,-119860000.000,-128732000.000,4086000.000,-57232000.000,-78090000.000
NetIncomeLoss,-160804000.000,-169366000.000,-191490000.000,-198382000.000,-368445000.000,125664000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-160804000.000,-169366000.000,-191490000.000,,,
NonoperatingIncomeExpense,,,,,,58404000.000
OperatingExpenses,140589000.000,146995000.000,169401000.000,179627000.000,344655000.000,
OperatingIncomeLoss,-140539000.000,-146960000.000,-169401000.000,-179627000.000,-344655000.000,67260000.000
OperatingLeasesRentExpenseNet,,675000.000,645000.000,737000.000,426000.000,373000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-3000.000,-2000.000,2000.000,-10000.000,-6000.000,-4000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-48000.000,,,,
OtherComprehensiveIncomeLossNetOfTax,,,2000.000,-10000.000,-6000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,-48000.000,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-27000.000,,,,,
OtherNoncashIncomeExpense,3000.000,2000.000,-2000.000,10000.000,,-19000.000
OtherNonoperatingIncomeExpense,1541000.000,-1191000.000,-635000.000,1679000.000,1366000.000,-597000.000
PaidInKindInterest,,,,,1652000.000,4478000.000
PartnersCapitalAccountContributions,,,,,40000.000,
PaymentOfFinancingAndStockIssuanceCosts,,,,,,2690000.000
PaymentsForLegalSettlements,,16000000.000,16000000.000,,,
PaymentsOfDebtIssuanceCosts,,,598000.000,,,
PaymentsOfStockIssuanceCosts,,,,,548000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,26908000.000,1858000.000,165000.000
PaymentsToAcquirePropertyPlantAndEquipment,6858000.000,637000.000,7987000.000,24097000.000,10285000.000,1144000.000
ProceedsFromIssuanceOfCommonStock,,,,,28392000.000,
ProceedsFromIssuanceOfDebt,,,119500000.000,40000000.000,,
ProceedsFromIssuanceOfPrivatePlacement,,,,,,50000000.000
ProceedsFromPaymentsForOtherFinancingActivities,,,,,40000.000,
ProceedsFromRelatedPartyDebt,53000000.000,12750000.000,,,,
ProceedsFromRepaymentsOfNotesPayable,,,,,,-5000000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,3828000.000,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,93000.000,77000.000,,,82000.000,17000.000
ProceedsFromWarrantExercises,,,94147000.000,,10123000.000,0.000
ProductionRelatedImpairmentsOrCharges,,,,,36104000.000,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,10883000.000,10491000.000,6309000.000,2894000.000,2894000.000,2901000.000
RepaymentsOfSeniorDebt,,,115000000.000,,,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,99959000.000,101522000.000,109719000.000,100244000.000,29674000.000,14917000.000
RestructuringCharges,,,,,5900000.000,2035000.000
RestructuringReserveSettledWithoutCash2,,,,,,3687000.000
Revenues,50000.000,35000.000,,,0.000,174758000.000
SalesRevenueGoodsNet,,,,,,1895000.000
SalesRevenueNet,50000.000,35000.000,,,0.000,174758000.000
SellingAndMarketingExpense,,,,,,19854000.000
SellingGeneralAndAdministrativeExpense,,,,,,46928000.000
ShareBasedCompensation,11204000.000,13292000.000,45186000.000,48622000.000,8725000.000,5135000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,470540.000,265610.000,476521.000,828370.000,292488.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,4.490,3.360,4.300,4.880,11.600
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,1371455.000,8481459.000,954127.000,1133404.000,800530.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,2.250,3.930,7.140,4.140,4.500
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,1277572.000,2861059.000,6982707.000,1111134.000,131000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,3000000.000,14900000.000,36400000.000,5500000.000,2600000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,4.250,3.820,3.830,4.930,21.700
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,,,,0.849,0.718,0.828
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,,,,0.740,0.698,0.776
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,,,0.021,0.019,0.018
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,,,0.016,0.016,0.012
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,1000.000,3100000.000,14900000.000,6200000.000,100000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,485065.000,187986.000,355704.000,896184.000,199890.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,715131.000,287374.000,417223.000,706387.000,407161.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,9795600.000,6919900.000,1326800.000,1541100.000,2236693.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,0.990,3.260,4.760,2.560,3.050
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,2.860,2.600,3.370,1.910,8.450
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,15.170,10.650,12.480,7.700,23.650
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,3.960,2.930,4.540,5.780,13.600
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,1.810,6.630,7.210,4.110,4.500
SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage,,,0.250,0.250,,
