,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1057700.000,1258982.000,1105902.000,2061379.000,5466640.000,2468200.000,1948555.000,2195779.000,5319451.000,2410686.000,3472612.000,3087043.000,4063493.000,3832010.000,5070973.000,6344672.000,2502591.000,2425425.000,1567620.000,1812232.000,1288421.000,2099051.000,1397347.000,1656789.000
AccountsReceivableNet,,,,,,,,,,,,,,,,,6570677.000,6887246.000,,,,,,
AccountsReceivableNetCurrent,751856.000,697949.000,500626.000,1507388.000,248920.000,15758070.000,2101941.000,477408.000,300580.000,6681697.000,207005.000,212483.000,3845936.000,6420437.000,6476049.000,6377893.000,280212.000,596781.000,801575.000,826610.000,1599920.000,1280017.000,473806.000,355565.000
AccountsReceivableNetNoncurrent,,,,,,,,,,,,,,,,,6290465.000,6290465.000,,,,,,
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,800000.000,,,,1100000.000,
AccruedIncomeTaxesCurrent,,,,,,,,,,,496055.000,,,,,,,,,,,,,
AccruedInsuranceCurrent,,,,,,,,,,,,,,,304584.000,,,,,,,,393715.000,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,3687821.000,4265456.000,5038819.000,5778233.000,4727138.000,5078125.000,5588944.000
AccruedLiabilitiesCurrent,1405352.000,1843226.000,2061974.000,1815522.000,1732861.000,5280047.000,14050840.000,3090132.000,2774944.000,4406753.000,5294420.000,2948109.000,2391397.000,3212858.000,2387962.000,2445577.000,3482420.000,,4265456.000,,,,5078125.000,
AccruedProfessionalFeesCurrent,,,,,,,335748.000,,,,222274.000,,,,465000.000,,,,942604.000,,,,544412.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,13967764.000,15007177.000,13620956.000,13868270.000,14267505.000,14655034.000,15038811.000,15491701.000,15941818.000,16434827.000,16973085.000,17562146.000,18259107.000,20735130.000,22443492.000,22113922.000,22436187.000,22778808.000,19633420.000,19949174.000,17244138.000,15660923.000,15809774.000,16031978.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,43272.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,136636097.000,137032373.000,137236462.000,138010496.000,138546690.000,142130522.000,144446574.000,167784614.000,180401952.000,185134331.000,193272576.000,194128471.000,197027091.000,197841727.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,198323630.000,201437836.000,202234593.000,202976283.000,204438148.000,205897871.000,206274157.000,207216887.000,207962346.000,208170842.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,4631593.000,4631593.000,2315797.000,2315797.000,2315797.000,2315797.000,2345729.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,4820593.000,4820593.000,4820593.000,,,4631593.000,5131593.000,5131593.000,4631593.000,4631593.000,4631593.000,4631593.000,,,,,,,,
Assets,34496428.000,25840262.000,23414403.000,21877895.000,22369983.000,33564200.000,26896824.000,27970341.000,29198967.000,35509332.000,51460607.000,25992793.000,29373416.000,27298000.000,25089539.000,21076649.000,25264009.000,20561993.000,6913016.000,7244351.000,6809543.000,4786651.000,5083665.000,3978485.000
AssetsCurrent,19614687.000,12042921.000,10021837.000,8578798.000,8775054.000,20304833.000,13768302.000,12862876.000,13632902.000,19925579.000,33610096.000,8446402.000,11830704.000,12071074.000,11470981.000,8807061.000,6975413.000,3479619.000,3545590.000,4150913.000,4063502.000,2235594.000,2755911.000,1872935.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,,,,,,19100000.000,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,,,13500000.000,,,,,
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,532500.000
BankLoans,,,,,,,,,,,,,,,7700000.000,7700000.000,7700000.000,11800000.000,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,,,,,,,3758688.000,3759778.000,3764103.000,196381.000,,,,,,
CapitalizedCostsAssetRetirementCosts,,,,,,,,,,,,,,,,,,,,,,,,416329.000
CashAndCashEquivalentsAtCarryingValue,17528885.000,10046381.000,7971794.000,5076209.000,3535720.000,2148350.000,10096414.000,11047959.000,10337619.000,11173036.000,21322257.000,5767721.000,5731262.000,3711573.000,3143550.000,704452.000,5624342.000,1840401.000,2241317.000,2765215.000,1832166.000,529487.000,1662643.000,1065690.000
