,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,740000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,486310.000,923308.000,,455081000.000,45188000.000,461093000.000,-961254186.000,392390.000,418407.000,44026.000,-808973.000,263415.000,261725.000,259336.000,-524386.000,407290.000,556371.000,1279664.000,-1720854.000,776600.000,810200.000,803741.000,-1616039.000,88220.000,179178.000
AssetImpairmentCharges,,,,,,,,,161000.000,,,,,,,,,,,,,,,,,
BusinessExitCosts1,,,,,,,,,,,,,,,,,,,,,0.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-24778000.000,,,,-60263000.000,,,,-38009000.000,,,,-94438000.000,,,,10638000.000,,,,-83187000.000,,,,22261000.000,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,414000.000,,,,682000.000,,,,-52000.000,,,,291000.000,,,,285000.000,,,,1012000.000,
CommonStockDividendsPerShareDeclared,0.310,0.155,0.155,0.015,0.170,0.170,0.170,0.200,0.200,0.200,0.200,0.230,0.230,0.230,0.230,0.290,0.290,0.290,0.290,0.320,0.320,0.320,0.320,0.350,0.350,0.350
ComprehensiveIncomeNetOfTax,,74354000.000,1901000.000,,94085000.000,40683000.000,86274000.000,48850000.000,58161000.000,56864000.000,89401000.000,172813000.000,45537000.000,91798000.000,-699000.000,-18631000.000,16981000.000,89013000.000,-27059000.000,40898000.000,80326000.000,14342000.000,58163000.000,12798000.000,86593000.000,87117000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,478000.000,-684000.000,,-25000.000,-543000.000,179000.000,41000.000,150000.000,-241000.000,-1678000.000,-2143000.000,652000.000,-19000.000,-797000.000,92000.000,-577000.000,5000.000,-91000.000,-26000.000,1000.000,-58000.000,-16000.000,-59000.000,26000.000,5000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,74832000.000,1217000.000,,94060000.000,40140000.000,86453000.000,48891000.000,58311000.000,56623000.000,87723000.000,170670000.000,46189000.000,91779000.000,-1496000.000,-18539000.000,16404000.000,89018000.000,-27150000.000,40872000.000,80327000.000,14284000.000,58147000.000,12739000.000,86619000.000,87122000.000
CostOfGoodsSold,437741000.000,503789000.000,516172000.000,500170000.000,511857000.000,519048000.000,484190000.000,471616000.000,492001000.000,487094000.000,459178000.000,471744000.000,458726000.000,478264000.000,474168000.000,452869000.000,437510000.000,438959000.000,446272000.000,371906000.000,361620000.000,389491000.000,367834000.000,366371000.000,377041000.000,409370000.000
DeconsolidationGainOrLossAmount,,,,,,,,,,,,,,,,,,,,,,-34348000.000,0.000,,,0.000
DeferredIncomeTaxesAndTaxCredits,11635000.000,,,,5385000.000,,,,13237000.000,,,,3726000.000,,,,-16886000.000,,,,-4238000.000,,,,822000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,-5476000.000,-5444000.000,,-7794000.000,-7749000.000,-7773000.000,-7769000.000,-8111000.000,-8106000.000,-7045000.000,-7667000.000,-4222000.000,-4209000.000,-4815000.000,-4398000.000,-5820000.000,-5872000.000,-2886000.000,-4828000.000,-2666000.000,-3648000.000,-2142000.000,-1437000.000,-1000000.000,-1011000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,-16000.000,-16000.000,,-22000.000,-23000.000,-23000.000,-22000.000,-153000.000,-153000.000,-153000.000,-154000.000,-155000.000,-152000.000,-154000.000,-155000.000,-156000.000,-156000.000,-157000.000,-157000.000,-99000.000,-99000.000,-98000.000,-98000.000,4000.000,4000.000
DefinedBenefitPlanContributionsByEmployer,,,,,18000000.000,,,,50000000.000,,,,20000000.000,,,,20000000.000,,,,20000000.000,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,14383000.000,14323000.000,,14388000.000,14983000.000,14688000.000,14695000.000,15404000.000,15860000.000,14667000.000,15313000.000,17021000.000,17048000.000,16940000.000,16944000.000,15738000.000,16242000.000,9003000.000,13655000.000,8864000.000,8894000.000,8850000.000,9108000.000,8615000.000,8626000.000
DefinedBenefitPlanInterestCost,,10983000.000,11127000.000,,10238000.000,10491000.000,10368000.000,10487000.000,9390000.000,9508000.000,8954000.000,9373000.000,10662000.000,10615000.000,10647000.000,10561000.000,10331000.000,10413000.000,6494000.000,8764000.000,6011000.000,6018000.000,5906000.000,5643000.000,5532000.000,5542000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,6386000.000,6776000.000,,8501000.000,9204000.000,8856000.000,,7619000.000,7345000.000,7323000.000,,2771000.000,2705000.000,4158000.000,,5679000.000,4925000.000,141244000.000,,4144000.000,5112000.000,3216000.000,,-1345000.000,-1334000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,,,,,,,,,,,-136331000.000,,,,0.000,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,,,,,,,,,,,,,,,-1562000.000,,,,-136331000.000,,,,0.000,,,
DefinedBenefitPlanServiceCost,,4326000.000,4544000.000,,4879000.000,5970000.000,5426000.000,5263000.000,5675000.000,5744000.000,6144000.000,5625000.000,5063000.000,5081000.000,4228000.000,4690000.000,5422000.000,5038000.000,4693000.000,4780000.000,4430000.000,4439000.000,4116000.000,4704000.000,734000.000,735000.000
DefinedContributionPlanCostRecognized,,2137000.000,2137000.000,,2244000.000,2353000.000,2435000.000,2373000.000,2589000.000,2603000.000,2599000.000,3021000.000,2834000.000,2819000.000,2898000.000,2537000.000,3016000.000,2945000.000,1904000.000,2217000.000,1969000.000,2192000.000,2244000.000,1956000.000,6764000.000,5804000.000
DepreciationDepletionAndAmortization,15206000.000,,,,15579000.000,,,,17397000.000,,,,17931000.000,,,,16032000.000,,,,15625000.000,,,,16166000.000,
DividendsCommonStockCash,,,,,14229000.000,,,,16590000.000,,,,18501000.000,,,,21920000.000,,,,22145000.000,,,,23208000.000,
EarningsPerShareBasic,1.120,0.690,0.660,0.130,0.770,0.800,0.780,0.750,0.810,0.880,0.810,1.080,0.700,0.970,0.580,0.970,0.900,0.950,-0.820,0.690,0.770,0.460,0.900,0.810,0.850,0.930
EarningsPerShareDiluted,1.110,0.680,0.660,0.110,0.760,0.790,0.770,0.740,0.800,0.870,0.800,1.070,0.690,0.960,0.570,0.960,0.890,0.940,-0.820,0.690,0.760,0.450,0.890,0.810,0.840,0.920
EffectOfExchangeRateOnCashAndCashEquivalents,3358000.000,,,,,,,,,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,2685000.000,,,,-1654000.000,,,,-18888000.000,,,,-11479000.000,,,,5670000.000,,,,6623000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.310,,,,0.263,,,,0.315,,,,0.263,,,,0.267,,,,0.283,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,715000.000,,,,2983000.000,,,,3989000.000,,,,1652000.000,,,,537000.000,,,,357000.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,1272000.000,2875000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,,,,,,957000.000,,,,680000.000,,,,193000.000,,,,148000.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,-18150000.000,,,,7850000.000,,,,,,,,,
ForeignCurrencyTransactionLossBeforeTax,,,,,,,,,8081000.000,,,,17665000.000,,,,,,4334000.000,,,,,,,
GrossProfit,161438000.000,195504000.000,185452000.000,194343000.000,215265000.000,224997000.000,213362000.000,213032000.000,226572000.000,240338000.000,232697000.000,243047000.000,226336000.000,250267000.000,241609000.000,231085000.000,220390000.000,225781000.000,198894000.000,196079000.000,189102000.000,202927000.000,199812000.000,197457000.000,203856000.000,217488000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,81494000.000,75873000.000,,92919000.000,98157000.000,90889000.000,87605000.000,90679000.000,106534000.000,97840000.000,121388000.000,82426000.000,114866000.000,77785000.000,100736000.000,92707000.000,94434000.000,-88526000.000,71172000.000,73182000.000,45758000.000,80296000.000,78152000.000,77900000.000,83966000.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,82460000.000,76458000.000,,93208000.000,98434000.000,91013000.000,87118000.000,90603000.000,106443000.000,97862000.000,121077000.000,83082000.000,114928000.000,78332000.000,106812000.000,93958000.000,98083000.000,-83415000.000,80271000.000,76579000.000,49509000.000,83751000.000,84536000.000,83237000.000,89018000.000
IncomeLossFromEquityMethodInvestments,830000.000,1715000.000,1488000.000,1352000.000,692000.000,2006000.000,1566000.000,743000.000,1259000.000,1258000.000,1170000.000,1119000.000,1561000.000,1575000.000,1172000.000,1104000.000,849000.000,979000.000,310000.000,877000.000,626000.000,839000.000,619000.000,844000.000,795000.000,440000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,362000.000,,,,-443000.000,,,,436000.000,,,,796000.000,,,,216000.000,,,,2000.000,,,,270000.000,
IncomeTaxExpenseBenefit,13595000.000,24472000.000,20515000.000,25736000.000,28770000.000,,,,23836000.000,34007000.000,33588000.000,33323000.000,26002000.000,37577000.000,32953000.000,25401000.000,24389000.000,23558000.000,-28045000.000,22473000.000,19558000.000,14449000.000,20257000.000,24751000.000,22052000.000,22635000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,,31792000.000,26153000.000,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,55553000.000,,,,23341000.000,,,,8268000.000,,,,-12108000.000,,,,-12916000.000,,,,4657000.000,,,,7164000.000,
IncreaseDecreaseInAccountsReceivable,43324000.000,,,,29752000.000,,,,66585000.000,,,,43885000.000,,,,25377000.000,,,,16592000.000,,,,24195000.000,
IncreaseDecreaseInInventories,62064000.000,,,,14462000.000,,,,16334000.000,,,,15157000.000,,,,16233000.000,,,,10780000.000,,,,20946000.000,
IncreaseDecreaseInOtherCurrentAssets,,,,,3859000.000,,,,-3654000.000,,,,1420000.000,,,,-25657000.000,,,,10546000.000,,,,-4517000.000,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,22934000.000,,,,528000.000,,,,6967000.000,,,,29412000.000,,,,7635000.000,,,,30816000.000,
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,,,,-4402000.000,,,,236000.000,,,,-1007000.000,,,,-2194000.000,,,,460000.000,,,,-2494000.000,
IncreaseDecreaseInOtherOperatingAssets,2318000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,2446000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,-2112000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPensionPlanObligations,-7404000.000,,,,-18970000.000,,,,,,,,,,,,,,,,,,,,,
InterestExpense,1658000.000,1627000.000,1752000.000,1667000.000,1172000.000,1126000.000,1040000.000,853000.000,950000.000,799000.000,558000.000,557000.000,1570000.000,986000.000,1174000.000,6704000.000,1844000.000,4387000.000,5803000.000,9790000.000,3827000.000,4186000.000,3815000.000,7251000.000,6114000.000,6297000.000
InventoryWriteDown,,,,,,,,,,,,,,,,,,,22172000.000,,,,,,,
InvestmentIncomeInterest,608000.000,661000.000,1167000.000,685000.000,883000.000,849000.000,916000.000,1340000.000,1026000.000,890000.000,536000.000,868000.000,914000.000,924000.000,627000.000,628000.000,593000.000,738000.000,692000.000,691000.000,430000.000,435000.000,360000.000,867000.000,777000.000,1245000.000
MultiemployerPlanPeriodContributions,,241000.000,241000.000,,242000.000,225000.000,223000.000,282000.000,239000.000,226000.000,237000.000,346000.000,264000.000,267000.000,250000.000,287000.000,217000.000,211000.000,196000.000,206000.000,202000.000,193000.000,192000.000,,193000.000,224000.000
NetCashProvidedByUsedInFinancingActivities,-11632000.000,,,,-107859000.000,,,,-625000.000,,,,-75422000.000,,,,-21422000.000,,,,-104791000.000,,,,-17643000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-11632000.000,,,,-107859000.000,,,,-625000.000,,,,-75422000.000,,,,-21422000.000,,,,-104791000.000,,,,-17643000.000,
NetCashProvidedByUsedInInvestingActivities,-33242000.000,,,,-34253000.000,,,,-15582000.000,,,,-13759000.000,,,,-9245000.000,,,,-8427000.000,,,,-42959000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-33242000.000,,,,-34253000.000,,,,-15582000.000,,,,-13759000.000,,,,-9245000.000,,,,-8427000.000,,,,-42959000.000,
NetCashProvidedByUsedInOperatingActivities,16738000.000,,,,79164000.000,,,,-20148000.000,,,,13631000.000,,,,52784000.000,,,,24361000.000,,,,76240000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,16738000.000,,,,79164000.000,,,,-20148000.000,,,,13631000.000,,,,52784000.000,,,,24361000.000,,,,76240000.000,
NetIncomeLoss,46910000.000,57013000.000,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,32000.000,9000.000,-172000.000,-42000.000,-94000.000,46000.000,-29000.000,-118000.000,37000.000,-79000.000,-1792000.000,-259000.000,-29000.000,-43000.000,-857000.000,123000.000,-36000.000,-22000.000,-15000.000,7000.000,-14000.000,-8000.000,-10000.000,6000.000,4000.000,-21000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,55530000.000,,64243000.000,66319000.000,64765000.000,62084000.000,66806000.000,72606000.000,66044000.000,88324000.000,56453000.000,77332000.000,45689000.000,75212000.000,68354000.000,70898000.000,-60466000.000,48692000.000,53638000.000,31317000.000,60049000.000,53395000.000,55844000.000,61352000.000
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnDilutedEarningsPerShare,,,,,,,,,,,,,,,,,,,,,,,,,,0.040
NonoperatingIncomeExpense,1075000.000,1461000.000,1050000.000,1065000.000,1269000.000,2132000.000,2188000.000,1900000.000,2049000.000,2262000.000,2662000.000,2483000.000,1988000.000,2591000.000,1668000.000,-4181000.000,2208000.000,-2353000.000,-4505000.000,-7263000.000,-2110000.000,-2324000.000,-1533000.000,-4919000.000,-3586000.000,-3676000.000
OperatingIncomeLoss,59462000.000,80033000.000,74823000.000,82362000.000,91650000.000,96025000.000,88701000.000,85705000.000,88630000.000,104272000.000,95178000.000,118905000.000,80438000.000,112275000.000,76117000.000,104917000.000,90499000.000,96787000.000,-84021000.000,78435000.000,75292000.000,48082000.000,81829000.000,83071000.000,81486000.000,87642000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,3397000.000,3388000.000,,4846000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansTax,,-2022000.000,2246000.000,,-2844000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,124000.000,1516000.000,,-498000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,,16000.000,447000.000,,75000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,25563000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,14289000.000,-59045000.000,,25563000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,-20928000.000,18605000.000,,-13749000.000,11933000.000,-49213000.000,-97597000.000,-54689000.000,14230000.000,-47200000.000,-19313000.000,25913000.000,-22124000.000,-2854000.000,-36823000.000,30054000.000,24054000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,,-23157000.000,24325000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,,,,32680000.000,,,,,,,,,,,,,,,,,,,,,
