,2011-11-07,2012-03-15,2012-05-09,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2013-12-31,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2015-12-31
AccountsPayableCurrent,,,,12134000.000,13784000.000,14099000.000,11323000.000,15729000.000,15274000.000,13043000.000,10837000.000,8323000.000,6174000.000,5913000.000,5410000.000,4927000.000,3962000.000,3490000.000
AccountsReceivableNetCurrent,,,,12789000.000,13568000.000,12233000.000,12679000.000,17740000.000,15969000.000,15156000.000,12421000.000,11367000.000,9459000.000,5335000.000,5540000.000,5763000.000,4763000.000,5027000.000
AccruedLiabilitiesCurrent,,,,6223000.000,5572000.000,4345000.000,5260000.000,5736000.000,6240000.000,4380000.000,4392000.000,4017000.000,3657000.000,3419000.000,3059000.000,3355000.000,2467000.000,3399000.000
AccruedSalariesCurrent,,,,,,1945000.000,,,,1844000.000,,,,1440000.000,,,,1306000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,202230000.000,204761000.000,208599000.000,212337000.000,215844000.000,219387000.000,222303000.000,225635000.000,210020000.000,212131000.000,221812000.000,223916000.000,225811000.000,227604000.000,229140000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,3255000.000,4344000.000,1964000.000,1884000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-3000.000,-3000.000,0.000,0.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,2703000.000,2825000.000,3252000.000,4341000.000,1964000.000,1884000.000,1647000.000,450000.000,,,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,645407000.000,
AdditionalPaidInCapitalCommonStock,,,,608243000.000,609433000.000,611279000.000,631094000.000,634520000.000,636249000.000,637922000.000,639762000.000,641116000.000,641980000.000,642683000.000,643870000.000,644991000.000,,645936000.000
