,2011-01-29,2011-01-30,2013-01-27,2014-01-26,2015-01-25,2016-01-31,2017-01-29
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,,,,,,,0.000
AccrualForEnvironmentalLossContingenciesPayments1,,,,,,,329000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,32000.000,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,-154000.000,70000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,24204000.000,24204000.000,21382000.000,24991000.000,26856000.000,22778000.000,26249000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-1698000.000,-1698000.000,-3535000.000,4716000.000,,,
AdvertisingExpense,,,,,52000.000,200000.000,400000.000
AllocatedShareBasedCompensationExpense,29010000.000,,24528000.000,24589000.000,29629000.000,20468000.000,30828000.000
AmortizationOfFinancingCostsAndDiscounts,,,2545000.000,1509000.000,1083000.000,1469000.000,621000.000
AmortizationOfIntangibleAssets,,9520000.000,29200000.000,29002000.000,25718000.000,25059000.000,25301000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1700000.000,,783000.000,1245000.000,1714000.000,2569000.000,1111000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,-76000.000,,-32000.000,-5000.000,0.000,0.000,
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,,,0.000,0.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,56980000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,603067000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,-16362000.000,-215000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,3373000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,38421000.000,38421000.000,-3830000.000,20002000.000,-12866000.000,-18518000.000,85324000.000
ComprehensiveIncomeNetOfTax,,,-182000.000,-100000.000,-90000.000,490000.000,52714000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,72497000.000,72497000.000,41757000.000,-164566000.000,27857000.000,11987000.000,
CostOfGoodsSold,186196000.000,186196000.000,264215000.000,,,,219410000.000
CurrentFederalTaxExpenseBenefit,3178000.000,,7100000.000,3769000.000,749000.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,2822000.000,,5745000.000,14962000.000,7810000.000,8709000.000,16034000.000
CurrentIncomeTaxExpenseBenefit,6444000.000,,13629000.000,19285000.000,8559000.000,8709000.000,16034000.000
CurrentStateAndLocalTaxExpenseBenefit,444000.000,,784000.000,554000.000,0.000,0.000,0.000
