,2015-04-03
AdjustmentForAmortization,6398000.000
AmortizationOfIntangibleAssets,3966000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000
ComprehensiveIncomeNetOfTax,1767000.000
CostOfGoodsSold,39088000.000
CostOfRevenue,52311000.000
CostOfServices,13223000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,24000.000
DefinedBenefitPlanInterestCost,59000.000
DefinedBenefitPlanNetPeriodicBenefitCost,180000.000
DefinedBenefitPlanServiceCost,145000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,122000.000
Depreciation,3313000.000
EffectiveIncomeTaxRateContinuingOperations,0.289
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,-4155000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,5000000.000
GoodwillTranslationAdjustments,-8339000.000
GrossProfit,126737000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,20487000.000
IncomeTaxExpenseBenefit,5920000.000
IncreaseDecreaseInAccountsPayable,-4279000.000
IncreaseDecreaseInAccountsReceivable,-17313000.000
IncreaseDecreaseInDeferredIncomeTaxes,5496000.000
IncreaseDecreaseInDeferredRevenue,27110000.000
IncreaseDecreaseInInventories,9485000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-31354000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1124000.000
NetCashProvidedByUsedInFinancingActivities,-15823000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-15823000.000
NetCashProvidedByUsedInInvestingActivities,-2294000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2294000.000
NetCashProvidedByUsedInOperatingActivities,18117000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,18117000.000
NetIncomeLoss,14567000.000
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,-13097000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,-12800000.000
OtherComprehensiveIncomeLossBeforeReclassificationsTax,-297000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-12163000.000
OtherComprehensiveIncomeLossNetOfTax,-12800000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,637000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,297000.000
PaymentsForRestructuring,17118000.000
PaymentsToAcquirePropertyPlantAndEquipment,2294000.000
PostemploymentBenefitsPeriodExpense,2593000.000
ProceedsFromContributionsFromParent,-10823000.000
ProductWarrantyAccrualPayments,159000.000
ProductWarrantyAccrualWarrantiesIssued,230000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,0.000
ResearchAndDevelopmentExpense,39821000.000
Revenues,179048000.000
SalesRevenueGoodsNet,120232000.000
SalesRevenueNet,179048000.000
SalesRevenueServicesNet,58816000.000
SellingGeneralAndAdministrativeExpense,62463000.000
ShareBasedCompensation,1154000.000
