,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionExpense,,,,,,,,,1610000.000,,,,1666000.000,,,,1859000.000,,,,2064000.000,,,,0.000,
AdjustmentForAmortization,,,,,-4720000.000,4647000.000,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,517000.000,,,,760000.000,,,,545000.000,,,,608000.000,,,,530000.000,,,,616000.000,,,,393000.000,
AmortizationOfIntangibleAssets,3011000.000,4050000.000,4548000.000,4824000.000,4720000.000,4647000.000,4618000.000,4551000.000,3551000.000,3073000.000,3036000.000,3037000.000,3033000.000,2985000.000,2995000.000,3387000.000,3535000.000,3104000.000,2942000.000,372000.000,3471000.000,3471000.000,3467000.000,3453000.000,4101000.000,5419000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,100000.000,500000.000,,,,,,,,,,,,,,,,,,300000.000,,,,200000.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,0.350,,,,,,,,,,,,,,0.170,,-0.900,,,,,,0.100,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,0.340,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,9924000.000,,,,,,,,,,,,,,5572000.000,,-31697000.000,,,,,,7824000.000,
BusinessAcquisitionsProFormaRevenue,,,206048000.000,,,,,,,,,,,,,,225509000.000,,229402000.000,,,,,,271464000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,125000.000,,,,131000.000,,,,261000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-24409000.000,,,,-42166000.000,,,,-7247000.000,,,,8424000.000,,,,7877000.000,,,,28954000.000,,,,22058000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,0.000,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,0.000,,,,,
ComprehensiveIncomeNetOfTax,,4195000.000,-7894000.000,,13639000.000,-2730000.000,17106000.000,17485000.000,-10534000.000,5317000.000,-19860000.000,13824000.000,3206000.000,4752000.000,-6364000.000,7995000.000,-15744000.000,12325000.000,-33315000.000,8801000.000,22885000.000,5844000.000,23410000.000,13173000.000,12095000.000,28131000.000
CostOfGoodsSold,64921000.000,72838000.000,78651000.000,82740000.000,74675000.000,78274000.000,79548000.000,81930000.000,80268000.000,83068000.000,84101000.000,86648000.000,82383000.000,86976000.000,85974000.000,97468000.000,86722000.000,86539000.000,86069000.000,67212000.000,84773000.000,89565000.000,89329000.000,85422000.000,86585000.000,98998000.000
CostsAndExpenses,160169000.000,185329000.000,183894000.000,195774000.000,178718000.000,192149000.000,190348000.000,195874000.000,196696000.000,197569000.000,242860000.000,202733000.000,206321000.000,218959000.000,211992000.000,225492000.000,216877000.000,230124000.000,216373000.000,139773000.000,214651000.000,226932000.000,220237000.000,214915000.000,248677000.000,265179000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,200000.000,,400000.000,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-1981000.000,,,,-983000.000,,,,-1055000.000,,,,1563000.000,,,,1184000.000,,,,942000.000,,,,7000.000,
DefinedBenefitPlanContributionsByEmployer,,,,,200000.000,,,,200000.000,,,,300000.000,,,,,,1800000.000,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,149000.000,147000.000,,144000.000,145000.000,142000.000,-39000.000,100000.000,100000.000,100000.000,107000.000,134000.000,,,,,,,,,,,,,
DefinedBenefitPlanInterestCost,,169000.000,167000.000,,160000.000,161000.000,157000.000,104000.000,137000.000,136000.000,137000.000,146000.000,163000.000,,,,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,46000.000,20000.000,,22000.000,22000.000,21000.000,125000.000,37000.000,36000.000,37000.000,41000.000,29000.000,,,,,,,,,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,,,,,,,,,,,,,,,,,,,-5600000.000,,,,,,,
DefinedBenefitPlanServiceCost,,26000.000,,,6000.000,6000.000,6000.000,-18000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,9958000.000,,,,12576000.000,,,,11389000.000,,,,13961000.000,,,,15414000.000,,,,18253000.000,,,,19717000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,-449000.000,-648000.000,-482000.000,-631000.000,-524000.000,-506000.000,-373000.000,-427000.000,-451000.000,,,,-389000.000,-373000.000,-161000.000,0.000,,0.000,0.000,,-22000.000,44000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,-285000.000,-1097000.000,-753000.000,73000.000,-9000.000,270000.000,-277000.000,-94000.000,-109000.000,,,,-18000.000,-7000.000,0.000,0.000,,-602000.000,618000.000,,586000.000,-1500000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,-100000.000,,,,,,,,,,,,,,,,,,,,,
DerivativeNetHedgeIneffectivenessGainLoss,,,,,,,,,,,,,,,,,0.000,,,,,0.000,0.000,,0.000,0.000
EarningsPerShareBasic,0.390,0.020,0.390,0.170,0.240,0.300,0.460,0.460,-0.150,0.120,-1.020,0.450,0.070,0.150,0.300,0.530,0.260,0.150,-0.900,0.390,0.320,0.340,0.540,-0.200,0.090,0.140
EarningsPerShareDiluted,0.380,0.020,0.390,0.160,0.230,0.300,0.460,0.450,-0.150,0.120,-1.020,0.450,0.070,0.150,0.300,0.510,0.250,0.150,-0.900,0.400,0.310,0.320,0.500,-0.190,0.080,0.140
EffectOfExchangeRateOnCashAndCashEquivalents,4713000.000,,,,1911000.000,,,,-2263000.000,,,,331000.000,,,,-4284000.000,,,,702000.000,,,,1280000.000,
EffectiveIncomeTaxRateContinuingOperations,,0.650,0.004,,0.302,0.264,0.073,-0.431,0.296,-0.149,0.188,-0.020,0.445,0.329,0.150,-0.715,0.335,0.340,6.946,-6.734,0.224,0.146,0.194,-0.389,-0.348,-0.354
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,53000.000,,,,3000.000,,,,23000.000,,,,541000.000,,,,1121000.000,,,,1808000.000,,,,-6128000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,53000.000,,,,3000.000,,,,23000.000,,,,541000.000,,,,1121000.000,,,,1808000.000,,,,,
FutureAmortizationExpenseRemainderOfFiscalYear,,,,,25200000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,,,14000000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,,,19000000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,,,16300000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,18100000.000,,,,,,,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,0.000,,,,19000.000,,,,-61000.000,,,,-348000.000,
GainLossOnDispositionOfProperty,,,,,,,,,-1865000.000,,,,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,117715000.000,,,,,,,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,3714000.000,,,,1170000.000,
GoodwillImpairmentLoss,,,,,,,,,,,,,,,0.000,,,,,,,,,,,
GoodwillTranslationAdjustments,,,,,1963000.000,,,,-1905000.000,,,,170000.000,,,,,,,,,,,,,
