,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26,2017-06-25
AccountsPayableCurrent,127443000.000,117146000.000,180055000.000,142353000.000,155769000.000,157765000.000,198927000.000,198579000.000,184627000.000,176645000.000,215980000.000,211039000.000,242800000.000,218244000.000,251836000.000,292478000.000,308018000.000,312424000.000
AccountsReceivableGrossCurrent,168399000.000,148617000.000,168106000.000,160704000.000,185390000.000,174189000.000,193756000.000,190321000.000,211793000.000,196122000.000,207337000.000,219352000.000,308969000.000,271950000.000,304778000.000,292029000.000,304061000.000,278143000.000
AccountsReceivableNetCurrent,168451000.000,148857000.000,168916000.000,164664000.000,185597000.000,173120000.000,192820000.000,190754000.000,211632000.000,194472000.000,208731000.000,219736000.000,309295000.000,270200000.000,302259000.000,289582000.000,301266000.000,277978000.000
AccruedIncomeTaxes,,,,,,,,,,,,,,,,29173000.000,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,10776000.000,,30612000.000,0.000
AccruedLiabilitiesCurrent,130129000.000,103383000.000,106675000.000,99755000.000,90628000.000,92346000.000,102320000.000,106488000.000,97448000.000,98538000.000,116978000.000,100510000.000,131855000.000,144156000.000,161385000.000,166741000.000,134480000.000,110211000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,,,,4651000.000,7163000.000,7519000.000,8047000.000,7982000.000,7649000.000,6854000.000
AccruedMarketingCostsCurrent,50825000.000,36454000.000,38920000.000,37060000.000,40096000.000,31930000.000,36390000.000,36210000.000,41075000.000,31358000.000,38137000.000,46228000.000,56430000.000,41450000.000,44600000.000,51054000.000,45808000.000,33261000.000
AccumulatedAmortizationDeferredFinanceCosts,37019000.000,19558000.000,20181000.000,21198000.000,22222000.000,23254000.000,24241000.000,25244000.000,26238000.000,27184000.000,28154000.000,29216000.000,33890000.000,36176000.000,38487000.000,,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,,,4445000.000,4571000.000,4696000.000,4821000.000,4894000.000,4933000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,259018000.000,272734000.000,283426000.000,297103000.000,311830000.000,326694000.000,339572000.000,349639000.000,366148000.000,383927000.000,393763000.000,408294000.000,429677000.000,450605000.000,470697000.000,491397000.000,513406000.000,553767000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-60430000.000,-31561000.000,-34514000.000,-7497000.000,-12578000.000,-20310000.000,-18219000.000,-37734000.000,-46935000.000,-44895000.000,-53902000.000,-59388000.000,-59764000.000,-62937000.000,-62372000.000,-51569000.000,-36462000.000,-38966000.000
AdditionalPaidInCapital,696473000.000,1323433000.000,1325835000.000,1328847000.000,1331032000.000,1331185000.000,1335196000.000,1363129000.000,1365533000.000,1370689000.000,1374597000.000,1378521000.000,1382963000.000,1404567000.000,1422483000.000,1429447000.000,1439145000.000,1439221000.000
