,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,1556302.000,,,,1632009.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,180349.000,183919.000,149288.000,190182.000,121282.000,171928.000,74301.000,8062.000,-457643.000,-546040.000,-669725.000,-427592.000,-274275.000,-248268.000
AdditionalPaidInCapital,14949545.000,14950598.000,14944647.000,14942055.000,14927785.000,14336616.000,13965375.000,13528032.000,12923934.000,12577044.000,12236878.000,12292736.000,12350313.000,12229601.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,1753882.000,959385.000,831448.000,1172506.000,1666532.000,831884.000,706124.000,1106010.000,1617385.000,837149.000,658173.000,1078575.000,1521829.000,806657.000
Assets,179584809.000,178786764.000,175331085.000,174569190.000,174827728.000,170166358.000,169703239.000,166717326.000,165862500.000,165219733.000,166370188.000,165557398.000,165419720.000,162811956.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,81221.000,57763.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,534157.000,467750.000
AvailableForSaleSecurities,35454566.000,28046631.000,31419356.000,31272099.000,25749399.000,24415230.000,18574693.000,19228805.000,17665736.000,16964550.000,16354661.000,16431981.000,16390483.000,14580128.000
AvailableForSaleSecuritiesAmortizedCost,,,,,25551806.000,24135126.000,18453641.000,19215670.000,18411327.000,17854156.000,17445775.000,17138103.000,16843419.000,14990115.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,534015.000,467750.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,534157.000,467750.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,6802556.000,4410215.000,5322599.000,11794299.000,14685126.000,14248256.000,13984329.000,12271688.000,10302205.000,10175230.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,142.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,6478321.000,4404579.000,3821761.000,10293674.000,13184549.000,12747718.000,10329793.000,3746900.000,15157.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,324235.000,5636.000,1500838.000,1500625.000,1500577.000,1500538.000,3654536.000,8524788.000,10287048.000,10175230.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,1414472.000,1283481.000,1159145.000,1037307.000,932986.000,838261.000,778271.000,719104.000,664362.000,591798.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,1436303.000,1317002.000,1183221.000,1058320.000,937514.000,855863.000,786833.000,728137.000,677412.000,600217.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,2502029.000,1504291.000,1503651.000,1511136.000,1509869.000,1508639.000,7415.000,5832.000,5272.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,2522621.000,1502734.000,1499464.000,1507623.000,1506849.000,1506196.000,7364.000,5782.000,5310.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,21635305.000,20349459.000,14792161.000,15667754.000,15968472.000,15507256.000,15160089.000,14912700.000,14673656.000,12898317.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,21790475.000,20575934.000,14878898.000,15658282.000,15221373.000,14602491.000,14062309.000,14180114.000,14198724.000,12476806.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,997895.000,998684.000,999473.000,,,1500000.000,1500467.000,1500129.000,1500000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,1019560.000,1013110.000,1004580.000,,,1498155.000,1517948.000,1509037.000,1503105.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,25749399.000,24415230.000,18574693.000,19228805.000,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,34262.000,27362.000,47434.000,60216.000,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,17863.000,85.000,4224.000,3634.000,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,34262.000,27362.000,47434.000,60216.000,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,16399.000,27277.000,43210.000,56582.000,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,231855.000,307466.000,168486.000,73351.000,,,,,,
BankOwnedLifeInsurance,4263542.000,4308722.000,4354252.000,4396163.000,4438999.000,4482563.000,4526979.000,4566787.000,4608502.000,4650558.000,4692872.000,4732326.000,4772603.000,4813690.000
BuildingsAndImprovementsGross,,,,,,,852909.000,,,,952889.000,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080,0.100,,,,,,,,
CapitalRequiredToBeWellCapitalized,,,,,7851000.000,9474000.000,,,,,,,,
CapitalToRiskWeightedAssets,,,,,0.255,0.263,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,24155478.000,24399509.000,14923142.000,12796142.000,20544553.000,17342713.000,18178281.000,15838120.000,13266981.000,13357265.000,15351673.000,12067077.000,14174381.000,13436001.000
CashAndCashEquivalentsFairValueDisclosure,,,,,20544553.000,17342713.000,18178281.000,15838120.000,13266981.000,13357265.000,,,,
CashAndDueFromBanks,417621.000,996951.000,1033637.000,701791.000,729267.000,937685.000,332300.000,587399.000,384140.000,1106232.000,973466.000,789678.000,837148.000,873104.000
CommitmentsAndContingencies,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
CommonStockSharesIssued,1587000.000,1587000.000,1587000.000,1587000.000,1585500.000,1536600.000,1506100.000,1472100.000,1428300.000,1426123.000,1392923.000,1392923.000,1392923.000,1381082.000
CommonStockSharesOutstanding,1587000.000,1587000.000,1587000.000,1587000.000,1585500.000,1536600.000,1506100.000,1472100.000,1428300.000,1426123.000,1392923.000,1392923.000,1392923.000,1381082.000
CommonStockValue,15870.000,15870.000,15870.000,15870.000,15855.000,15366.000,15061.000,14721.000,14283.000,14261.000,13929.000,13929.000,13929.000,13811.000
CustomerAdvancesAndDeposits,,,,,121400251.000,119835266.000,119687440.000,117135686.000,117166871.000,117003675.000,118759093.000,117649261.000,117139760.000,114686767.000
DeferredIncomeTaxLiabilities,,,,,,,163027.000,,,,259057.000,,,
DeferredRentReceivablesNet,860996.000,860996.000,854996.000,854996.000,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,1034840.000,,,,1222501.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,871813.000,,,,963444.000,,,
DeferredTaxAssetsNet,478328.000,476082.000,630908.000,605178.000,648529.000,616663.000,825063.000,866740.000,1159760.000,1215379.000,1384832.000,1241974.000,1142104.000,1320585.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,87008.000,,,,183274.000,,,
DeferredTaxAssetsOther,,,,,,,17635.000,,,,18658.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,68220.000,,,,55566.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,198166.000,,,,248436.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,550258.000,,,,602720.000,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInterest,,,,,,,83929.000,,,,147208.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,88090.000,,,
DemandDepositAccounts,,,,,,,1254851.000,,,,1353813.000,,,
Deposits,124777761.000,124759989.000,121200060.000,119904980.000,119733719.000,119003382.000,118981316.000,116029676.000,115549486.000,116166526.000,118100920.000,116570686.000,115617931.000,113880110.000
DepositsFairValueDisclosure,,,,,122276074.000,120590084.000,120305935.000,117765454.000,118483349.000,117557950.000,119172829.000,117709453.000,117172580.000,114917072.000
DepositsMoneyMarketDeposits,,,,,,,1878333.000,,,,2250325.000,,,
