,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,80673000.000,84561000.000,80513000.000,75053000.000,75289000.000,62432000.000,75809000.000,72873000.000
AccountsReceivableNetCurrent,97997000.000,88837000.000,96067000.000,95075000.000,101653000.000,88186000.000,103092000.000,83920000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,2440000.000,,
AccruedIncomeTaxesCurrent,910000.000,718000.000,853000.000,932000.000,1162000.000,1532000.000,1643000.000,1448000.000
AccruedInsuranceCurrent,,,,,,2844000.000,,
AccruedLiabilitiesCurrent,38958000.000,35502000.000,36900000.000,34537000.000,42625000.000,34414000.000,37994000.000,34112000.000
AccruedProfessionalFeesCurrent,,,,,,772000.000,,
AccruedUtilitiesCurrent,,,,,,1125000.000,,
AccruedVacationCurrent,,,,,,6449000.000,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,5261000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,140134000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8047000.000,-25198000.000,-24111000.000,-25141000.000,-23659000.000,-22951000.000,-23930000.000,-24283000.000
AdditionalPaidInCapital,-76174000.000,-76038000.000,-75875000.000,-75753000.000,-75654000.000,-75582000.000,-75440000.000,-75381000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1294000.000,1708000.000,1939000.000,2086000.000,1825000.000,2060000.000,1889000.000,1707000.000
Assets,628581000.000,623903000.000,628640000.000,617238000.000,617079000.000,594170000.000,621825000.000,607898000.000
AssetsCurrent,220740000.000,216288000.000,217019000.000,213156000.000,211999000.000,193396000.000,214549000.000,201688000.000
BankOverdrafts,,,,,,8900000.000,,
CapitalLeaseObligations,,,,17476000.000,16800000.000,16099000.000,15432000.000,14706000.000
CapitalLeaseObligationsCurrent,,,,2816000.000,2884000.000,2936000.000,2990000.000,3047000.000
CapitalLeaseObligationsNoncurrent,11288000.000,10775000.000,15385000.000,14660000.000,13916000.000,13163000.000,12442000.000,11659000.000
CapitalLeasedAssetsGross,,,,21474000.000,21474000.000,21474000.000,21474000.000,21474000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,16826000.000,16028000.000,15228000.000,14429000.000,13630000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,16099000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,4000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,1792000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,1766000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,2410000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,3736000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,6780000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,4385000.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,4648000.000,5446000.000,6246000.000,7045000.000,7844000.000
Cash,1311000.000,2317000.000,2456000.000,3412000.000,1602000.000,3150000.000,4643000.000,4418000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,2900000.000,2900000.000,2900000.000,2900000.000,2900000.000,2900000.000,2900000.000,2900000.000
CommonStockSharesIssued,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
