,2011-09-30,2012-03-31,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,1704881.000,2600557.000,2297157.000
AccountsPayableCurrent,,,434173.000
AccountsReceivableNetCurrent,,,220600.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,33084.000,85692.000,255281.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-161060.000,-54084.000,66055.000
AdditionalPaidInCapital,40970240.000,42171261.000,42433664.000
AssetRetirementObligationsNoncurrent,,,42492.000
Assets,23068653.000,21517593.000,12447138.000
AssetsCurrent,16761424.000,8812282.000,1389187.000
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,2678580.000,2678580.000
Cash,16060950.000,,
CashAndCashEquivalentsAtCarryingValue,,7371246.000,177293.000
CashEquivalentsAtCarryingValue,,,0.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,0.010
ClassOfWarrantOrRightOutstanding,,,1651100.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,23218887.000,23807776.000,24243860.000
CommonStockSharesOutstanding,23218887.000,23807776.000,24243860.000
CommonStockValue,23219.000,23808.000,24244.000
ConstructionInProgressGross,832288.000,860086.000,875786.000
ConvertibleNotesPayableCurrent,556947.000,642033.000,0.000
DerivativeLiabilitiesCurrent,261000.000,268000.000,0.000
DividendsPayableCurrentAndNoncurrent,,,435075.000
EmployeeRelatedLiabilitiesCurrent,,,494106.000
EquityMethodInvestmentOwnershipPercentage,,,1.000
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,0.000
Goodwill,,230264.000,230264.000
InterestPayableCurrent,,109842.000,0.000
InventoryNet,,177731.000,224151.000
Land,,1091257.000,1253757.000
Liabilities,4285065.000,7549012.000,5818229.000
LiabilitiesAndStockholdersEquity,23068653.000,21517593.000,12447138.000
LiabilitiesCurrent,2522828.000,3620432.000,2297157.000
LiabilitiesNoncurrent,1762237.000,3928580.000,3521072.000
LongTermDebtNoncurrent,1762237.000,1250000.000,800000.000
MachineryAndEquipmentGross,473509.000,1480408.000,2249524.000
ManagementFeePayable,,,50000.000
MineralPropertiesGross,4535138.000,,
MineralRights,,8808568.000,6703901.000
MinorityInterest,,1256130.000,930410.000
OperatingLeasesFutureMinimumPaymentsDue,,,712397.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,202507.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,115136.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,197377.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,197377.000
OtherAssetsNoncurrent,499379.000,320420.000,0.000
PreferredStockLiquidationPreferenceValue,,,43507500.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,2920500.000,2900500.000,2900500.000
PreferredStockSharesOutstanding,2920500.000,2900500.000,2900500.000
PreferredStockValue,2920.000,2901.000,2901.000
PrepaidExpenseAndOtherAssetsCurrent,700474.000,1263305.000,767143.000
PropertyPlantAndEquipmentGross,5840934.000,12240319.000,11082968.000
PropertyPlantAndEquipmentNet,5807850.000,12154627.000,10827687.000
RetainedEarningsAccumulatedDeficit,-22051731.000,-29431435.000,-36828365.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,6133334.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,2134065.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,2.700
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,2598466.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,2.520
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,821981.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,0.540
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,2134065.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,2598466.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,2.700
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,2.520
StockholdersEquity,18783588.000,12712451.000,5698499.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,18783588.000,13968581.000,6628909.000
