,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,20462.000,8314.000,8015.000,15710.000,20043.000,7866.000
AccruedLiabilitiesCurrent,5854.000,6610.000,13183.000,10648.000,10154.000,11275.000
Assets,404.000,423.000,125.000,36.000,7.000,221.000
Cash,404.000,423.000,125.000,36.000,7.000,221.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
CommonStockSharesIssued,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockSharesOutstanding,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,71223.000,80312.000,93984.000,107583.000,114311.000,125191.000
LiabilitiesAndStockholdersEquity,404.000,423.000,125.000,36.000,7.000,221.000
LiabilitiesCurrent,70627.000,79735.000,93109.000,106619.000,113318.000,124412.000
NotesPayableRelatedPartiesClassifiedCurrent,44311.000,64811.000,71911.000,80261.000,83121.000,105271.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,0.000
StockholdersEquity,-70223.000,-79312.000,-92984.000,-106583.000,-113311.000,-124191.000
