,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,-3203000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,10548000.000,15198000.000,26453000.000,27145000.000,26487000.000,30062000.000,21249000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1112000.000,1202000.000,7329000.000,486000.000,569000.000,793000.000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,124232000.000,114307000.000,,,,,
AdvertisingExpense,,,145600000.000,151900000.000,153100000.000,159900000.000,115400000.000
AmortizationOfIntangibleAssets,,1600000.000,4400000.000,4400000.000,4400000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,3823166.000,1518833.000,922532.000,600000.000,300000.000,700000.000
AssetImpairmentCharges,1868000.000,2073000.000,1100000.000,1300000.000,1300000.000,1400000.000,2500000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,118000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,5000.000,,,
BusinessCombinationIntegrationRelatedCosts,,5133000.000,,,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-22348000.000,44224000.000,-2060000.000,-20415000.000,96907000.000,-43400000.000,52184000.000
CommonStockDividendsPerShareDeclared,0.160,0.200,0.210,0.240,0.300,0.310,0.320
ComprehensiveIncomeNetOfTax,115378000.000,140814000.000,180107000.000,65779000.000,65091000.000,1424000.000,91161000.000
CostOfGoodsSold,836379000.000,969989000.000,,,1248889000.000,1211552000.000,1529574000.000
CurrentFederalTaxExpenseBenefit,,52245000.000,95410000.000,58000000.000,53985000.000,15622000.000,49994000.000
CurrentForeignTaxExpenseBenefit,,,,12000.000,124000.000,210000.000,260000.000
CurrentStateAndLocalTaxExpenseBenefit,,11366000.000,17001000.000,7557000.000,7152000.000,1683000.000,5654000.000
DeferredFederalIncomeTaxExpenseBenefit,,17991000.000,-2585000.000,8479000.000,-6550000.000,-25004000.000,-8483000.000
DeferredIncomeTaxExpenseBenefit,32501000.000,19489000.000,-4211000.000,10231000.000,-9598000.000,-34415000.000,-8427000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,1498000.000,-1626000.000,1752000.000,-2911000.000,-9411000.000,75000.000
