,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,143164000.000,186511000.000,189445000.000,206764000.000,210006000.000,212548000.000,211503000.000,224454000.000,240250000.000,259060000.000,291991000.000,261116000.000,256615000.000,227877000.000,265732000.000,269694000.000,293935000.000,282479000.000,311138000.000
AccountsReceivableNetCurrent,142479000.000,138644000.000,147693000.000,163940000.000,156140000.000,160095000.000,201444000.000,160216000.000,185706000.000,171670000.000,204193000.000,166936000.000,184532000.000,175701000.000,185416000.000,208451000.000,192315000.000,198693000.000,189224000.000
AccruedIncomeTaxesCurrent,,,,,,9416000.000,,,,16833000.000,,,,37147000.000,,,,45259000.000,
AccruedLiabilitiesCurrent,165363000.000,188542000.000,148363000.000,167390000.000,152783000.000,190352000.000,173625000.000,207951000.000,198480000.000,219766000.000,187607000.000,203711000.000,198897000.000,221056000.000,197335000.000,235021000.000,241523000.000,249561000.000,199145000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,112566000.000,,,,171857000.000,,,,203280000.000,,,,260293000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,-21505000.000,,,,-15813000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,2911000.000,,,,2229000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1104000.000,-37765000.000,-46219000.000,-19491000.000,-41873000.000,-18594000.000,-18565000.000,-58697000.000,-60386000.000,-13584000.000,-303000.000,-324000.000,11502000.000,-29203000.000,-58788000.000,-111243000.000,-76519000.000,-109702000.000,-129758000.000
AdditionalPaidInCapitalCommonStock,1551198000.000,1552188000.000,1553069000.000,1553686000.000,1554582000.000,1554883000.000,1555187000.000,1555935000.000,1556767000.000,1556926000.000,1558546000.000,1559482000.000,1560298000.000,1561014000.000,1561746000.000,1562427000.000,1563073000.000,1542584000.000,1507408000.000
Assets,5046159000.000,5095556000.000,4846200000.000,4952472000.000,4947135000.000,5057247000.000,4989928000.000,4921023000.000,4922971000.000,5073316000.000,5122704000.000,5119383000.000,5125779000.000,4877722000.000,4850846000.000,4782800000.000,4861249000.000,4868409000.000,4901327000.000
AssetsCurrent,1189523000.000,1292251000.000,1079064000.000,1178122000.000,1209357000.000,1285395000.000,1125042000.000,1103973000.000,1106269000.000,1212399000.000,1258186000.000,1271920000.000,1254934000.000,1276154000.000,1297063000.000,1314360000.000,1361574000.000,1462291000.000,1380159000.000
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,47440000.000,46341000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,,998000.000,
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,,,,46442000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,,71792000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,,2405000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,,,,2405000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,,,2405000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,,,2405000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,,,2405000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,,,59767000.000,
