,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,4159000.000,3941000.000,4046000.000,3796000.000,3938000.000,4900000.000,4333000.000,3964000.000,3880000.000,3356000.000,3745000.000,2740000.000,3023000.000,4137000.000,3872000.000,4062000.000,3677000.000,4952000.000,4251000.000,3495000.000,5909000.000
AccountsReceivableNetCurrent,3814000.000,3638000.000,3570000.000,2618000.000,4029000.000,2696000.000,4461000.000,2922000.000,4218000.000,3323000.000,5727000.000,4402000.000,6136000.000,6833000.000,5007000.000,4761000.000,4298000.000,5164000.000,4977000.000,4167000.000,5466000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,0.000,,,,,,,,,,
AccruedLiabilitiesCurrent,2029000.000,1551000.000,2327000.000,1861000.000,1741000.000,1796000.000,1625000.000,1567000.000,1939000.000,1941000.000,1677000.000,1932000.000,1891000.000,1838000.000,1810000.000,2165000.000,2059000.000,1755000.000,1653000.000,1839000.000,1939000.000
AccruedPayrollTaxesCurrent,,,,,,,168000.000,,,,165000.000,,,,182000.000,,,,194000.000,,
AccruedProfessionalFeesCurrent,,,,,,,75000.000,,,,120000.000,,,,157000.000,,,,232000.000,,
AccruedSalariesCurrent,,,,,,,691000.000,,,,621000.000,,,,688000.000,,,,722000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,56245000.000,,,,58839000.000,,,,60316000.000,,,,62843000.000,,
AdditionalPaidInCapital,37213000.000,37247000.000,37271000.000,37356000.000,37402000.000,37419000.000,37444000.000,37543000.000,37559000.000,37593000.000,37635000.000,37779000.000,37823000.000,37855000.000,37891000.000,38001000.000,38018000.000,38034000.000,38050000.000,38140000.000,38172000.000
AdvanceRent,,,,,,,,,927000.000,927000.000,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,115000.000,55000.000,115000.000,115000.000,115000.000,115000.000,115000.000,115000.000,115000.000,115000.000,160000.000,160000.000,275000.000,160000.000,160000.000,160000.000,160000.000,160000.000,160000.000,160000.000,160000.000
AllowanceForNotesAndLoansReceivableCurrent,,60000.000,,,,,,,,,,,,,,,,,,,
Assets,102210000.000,102702000.000,106191000.000,104389000.000,109402000.000,107467000.000,105658000.000,104720000.000,105663000.000,105306000.000,108538000.000,106473000.000,107697000.000,109400000.000,111933000.000,111185000.000,111615000.000,112875000.000,114157000.000,111996000.000,119212000.000
AssetsCurrent,6039000.000,5936000.000,9058000.000,7241000.000,9052000.000,8193000.000,7130000.000,6488000.000,6900000.000,6817000.000,10510000.000,9131000.000,9213000.000,11222000.000,13521000.000,13198000.000,13378000.000,12338000.000,12790000.000,11031000.000,15427000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,,,,332000.000,,,,,,,,
