,2016-11-30
AllocatedShareBasedCompensationExpense,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000
CashPeriodIncreaseDecrease,45917.000
EarningsPerShareBasicAndDiluted,-0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccruedLiabilities,-334.000
IncreaseDecreaseInDeposits,-1530.000
IncreaseDecreaseInInventories,999.000
InterestPaid,0.000
NetCashProvidedByUsedInFinancingActivities,56710.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,56710.000
NetCashProvidedByUsedInOperatingActivities,-10793.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10793.000
NetIncomeLoss,-36379.000
OperatingExpenses,36379.000
ProceedsFromContributedCapital,28449.000
ProceedsFromIssuanceOfCommonStock,55030.000
ProceedsFromRelatedPartyDebt,1680.000
ProfessionalFees,9115.000
RevenueFromRelatedParties,1680.000
ShareBasedCompensation,0.000
StockIssuedDuringPeriodValueNewIssues,55030.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,13476181.000
