,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,5648000.000,8577000.000,8528000.000,7879000.000,14076000.000,8748000.000,9326000.000,8963000.000,4673000.000,5459000.000,5911000.000,6099000.000,5594000.000,5129000.000,7233000.000,5473000.000,5033000.000,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,7474000.000,7810000.000,7858000.000,6548000.000,8863000.000,6738000.000,6129000.000,6226000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,16503000.000,,,,17279000.000,,,,18068000.000,,,,19115000.000,,,,20389000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3152000.000,6946000.000,6381000.000,5604000.000,6764000.000,7353000.000,6093000.000,5343000.000,428000.000,268000.000,6000.000,-669000.000,178000.000,-26000.000,444000.000,1514000.000,220000.000,1142000.000,212000.000,1421000.000,1624000.000,1630000.000,-1972000.000,-1720000.000,-382000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,4500000.000,,0.000,0.000,0.000,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
Assets,903432000.000,907722000.000,922993000.000,944783000.000,944056000.000,920979000.000,946660000.000,949160000.000,922333000.000,928158000.000,965938000.000,964667000.000,948228000.000,925241000.000,941213000.000,951395000.000,942563000.000,957522000.000,989068000.000,1009068000.000,1021275000.000,1044447000.000,1055895000.000,1067551000.000,1066175000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,2851000.000,1940000.000,2167000.000,1664000.000,2268000.000,2506000.000,2495000.000,823000.000,807000.000,1032000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,557000.000,1608000.000,437000.000,1342000.000,115000.000,46000.000,24000.000,3810000.000,3413000.000,1611000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,222385000.000,218752000.000,243776000.000,253275000.000,243056000.000,234793000.000,224359000.000,214603000.000,222002000.000,221514000.000,208994000.000,196161000.000
AvailableForSaleSecurities,,,,,,,,,,,324509000.000,307725000.000,284628000.000,253119000.000,248492000.000,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,2934000.000,2619000.000,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,2973000.000,1946000.000,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,346673000.000,,,,324500000.000,308739000.000,284358000.000,253158000.000,247819000.000,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,2722000.000,1914000.000,511000.000,952000.000,284000.000,451000.000,42000.000,5000.000,3000.000,7000.000,50000.000,10000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,251000.000,32000.000,46000.000,656000.000,153000.000,891000.000,73000.000,41000.000,21000.000,3803000.000,3363000.000,1601000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,46505000.000,,,,164278000.000,160645000.000,19216000.000,18008000.000,8900000.000,6071000.000,76629000.000,46699000.000,106449000.000,33481000.000,17084000.000,8513000.000,167230000.000,161242000.000,133456000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,4598000.000,5035000.000,137282000.000,127939000.000,123852000.000,85393000.000,65772000.000,50239000.000,25293000.000,6189000.000,1226000.000,827000.000,526000.000,4775000.000,486000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,90278000.000,,,,89624000.000,74346000.000,62614000.000,46793000.000,31333000.000,37255000.000,43594000.000,37428000.000,35674000.000,32591000.000,46251000.000,52489000.000,67483000.000,61298000.000,60908000.000
