,2016-12-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,5042000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,648000.000
AmortizationOfDebtDiscountPremium,2200000.000
AmortizationOfFinancingCostsAndDiscounts,428000.000
AmortizationOfIntangibleAssets,0.000
CapitalExpendituresIncurredButNotYetPaid,2909000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,8985000.000
CommonStockDividendsPerShareDeclared,0.260
CumulativeEffectOnRetainedEarningsNetOfTax1,-65000.000
CurrentFederalTaxExpenseBenefit,121000.000
CurrentIncomeTaxExpenseBenefit,121000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,2776000.000
DeferredFederalIncomeTaxExpenseBenefit,-1470000.000
DeferredFederalStateAndLocalTaxExpenseBenefit,-1610000.000
DeferredIncomeTaxExpenseBenefit,-1610000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-140000.000
Depreciation,6279000.000
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,54000.000
EarningsPerShareBasic,-0.150
EarningsPerShareDiluted,-0.150
EffectiveIncomeTaxRateContinuingOperations,0.346
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340
FederalIncomeTaxExpenseBenefitContinuingOperations,-1349000.000
GeneralAndAdministrativeExpense,10209000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4341000.000
IncomeLossFromEquityMethodInvestments,-340000.000
IncomeTaxExpenseBenefit,-1489000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-1476000.000
IncomeTaxReconciliationOtherAdjustments,127000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-140000.000
IncomeTaxesPaidNet,184000.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,-4087000.000
IncreaseDecreaseInAccountsReceivable,409000.000
IncreaseDecreaseInOtherCurrentAssets,415000.000
IncreaseDecreaseInOtherNoncurrentAssets,-117000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,17000.000
IncreaseDecreaseInRestrictedCash,-154000.000
InterestExpense,11866000.000
InterestPaid,5969000.000
InvestmentIncomeInterest,18000.000
NetCashProvidedByUsedInFinancingActivities,13257000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,13257000.000
NetCashProvidedByUsedInInvestingActivities,-6167000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6167000.000
NetCashProvidedByUsedInOperatingActivities,1895000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1895000.000
NetIncomeLoss,-2852000.000
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,103000.000
NonoperatingIncomeExpense,-9611000.000
OperatingExpenses,24529000.000
OperatingIncomeLoss,5270000.000
OtherNonoperatingGainsLosses,978000.000
OtherNonoperatingIncomeExpense,2222000.000
PaymentsForProceedsFromOtherInvestingActivities,-13000.000
PaymentsOfDebtExtinguishmentCosts,3201000.000
PaymentsOfDebtIssuanceCosts,760000.000
PaymentsOfDividends,5036000.000
PaymentsOfStockIssuanceCosts,2823000.000
PaymentsToAcquirePropertyPlantAndEquipment,8588000.000
ProceedsFromAdvancesForConstruction,346000.000
ProceedsFromIssuanceOfLongTermDebt,115000000.000
ProceedsFromIssuanceOrSaleOfEquity,8372000.000
ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,2254000.000
ProvisionForDoubtfulAccounts,70000.000
PublicUtilitiesApprovedRateIncreaseDecreaseAmount,3600000.000
PublicUtilitiesApprovedReturnOnEquityPercentage,0.095
RegulatedOperatingRevenueWater,13978000.000
RepaymentsOfAdvancesForConstruction,794000.000
RepaymentsOfDebt,106695000.000
RepaymentsOfDebtAndCapitalLeaseObligations,378000.000
Revenues,29799000.000
SalesRevenueNet,29799000.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,-140000.000
StockIssuedDuringPeriodValueNewIssues,5539000.000
UnregulatedOperatingRevenue,81000.000
UtilitiesOperatingExpenseMaintenanceAndOperations,6188000.000
WeightedAverageNumberOfDilutedSharesOutstanding,19146534.000
WeightedAverageNumberOfSharesOutstandingBasic,19146534.000
WriteOffOfDeferredDebtIssuanceCost,2165000.000
