,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,163000000.000,120200000.000,181200000.000,146000000.000,160100000.000,119600000.000,211300000.000,208100000.000,157900000.000,156200000.000,207300000.000,196000000.000,159800000.000,145300000.000,232700000.000,183600000.000,186800000.000,146800000.000,224300000.000,207800000.000,196400000.000,138200000.000,203600000.000,216400000.000,194200000.000,141200000.000
AccountsReceivableNetCurrent,193600000.000,220300000.000,217100000.000,288100000.000,271500000.000,314100000.000,211600000.000,272900000.000,196400000.000,214900000.000,211600000.000,286400000.000,206000000.000,253300000.000,239100000.000,287600000.000,204400000.000,193800000.000,148000000.000,252200000.000,188100000.000,196300000.000,222600000.000,281600000.000,172400000.000,199200000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,42800000.000,,36600000.000,26000000.000,29300000.000,24400000.000,28400000.000,24100000.000,27500000.000,23200000.000,28700000.000,24100000.000,26700000.000,21600000.000,31400000.000,27200000.000,30400000.000,25400000.000,33900000.000,24700000.000,26100000.000
AccruedIncomeTaxes,,,,,,,,,,,,,,,,,,158800000.000,,,,1600000.000,,,,2800000.000
AccruedIncomeTaxesCurrent,,,,,,10200000.000,,11300000.000,6000000.000,5500000.000,4400000.000,11400000.000,3400000.000,4700000.000,3500000.000,17800000.000,5500000.000,,3600000.000,3500000.000,2800000.000,,2000000.000,4000000.000,2700000.000,
AccruedInsuranceCurrent,,,,,,8400000.000,,8700000.000,8800000.000,8700000.000,8900000.000,7800000.000,8200000.000,8300000.000,8600000.000,7900000.000,8100000.000,7800000.000,7800000.000,7500000.000,7800000.000,7700000.000,8000000.000,7800000.000,8100000.000,7600000.000
AccruedRoyaltiesCurrent,62200000.000,35400000.000,52700000.000,50800000.000,84400000.000,92700000.000,109100000.000,52700000.000,66300000.000,34400000.000,45500000.000,41800000.000,53900000.000,34100000.000,47400000.000,41900000.000,55900000.000,26800000.000,39800000.000,36900000.000,52800000.000,31600000.000,66300000.000,71400000.000,87500000.000,34200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,461300000.000,,,,456900000.000,,,,480100000.000,,,,464400000.000,,,,465400000.000,,,,439400000.000,,,,445500000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,-51900000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,-13500000.000,,,,,,,,,,,,,,,,
