,2011-01-02,2012-01-01,2012-12-30,2013-12-29,2014-12-28,2016-01-03,2017-01-01
AdditionsToNoncurrentAssets,,,65300000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4900000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,7200000.000,,,,,
AllocatedShareBasedCompensationExpense,,5800000.000,,,,,
AmortizationOfIntangibleAssets,,,29400000.000,31500000.000,32000000.000,30600000.000,28300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,0.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,6.740,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,6.610,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,3.650,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,3.580,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,133500000.000,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,246600000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,1966000000.000,,,,,
BusinessExitCosts1,,,,13600000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,49000000.000,-25700000.000,-3600000.000,20200000.000,75400000.000,-56300000.000,13500000.000
CashFlowHedgeLossReclassifiedToCostOfSales,,-100000.000,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-2300000.000,-500000.000,,0.000,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,14700000.000,-2900000.000,,0.000,,,
ComprehensiveIncomeNetOfTax,,,131800000.000,292900000.000,60000000.000,105800000.000,152900000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,106800000.000,199700000.000,,,57900000.000,105500000.000,152900000.000
ConcentrationRiskPercentage1,,,,,,0.000,0.000
CostOfGoodsAndServicesSold,1148100000.000,1290700000.000,1379100000.000,1500000000.000,1487100000.000,1427800000.000,1318000000.000
CostsAndExpenses,1465700000.000,1714700000.000,1884200000.000,2098300000.000,2099500000.000,2016400000.000,1896100000.000
CurrentFederalTaxExpenseBenefit,,29100000.000,44200000.000,21600000.000,57400000.000,54400000.000,43000000.000
CurrentForeignTaxExpenseBenefit,,10000000.000,7400000.000,200000.000,9300000.000,4000000.000,3400000.000
CurrentIncomeTaxExpenseBenefit,,47200000.000,56400000.000,25300000.000,65600000.000,63700000.000,50300000.000
