,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30
AccountsPayableCurrent,37607000.000,38612000.000,38347000.000,42962000.000,39998000.000,41288000.000,42656000.000,46746000.000,55770000.000,61614000.000,64055000.000,58716000.000,69292000.000,71166000.000,68030000.000,66073000.000
AccountsReceivableNetCurrent,148709000.000,148060000.000,147661000.000,147462000.000,147546000.000,153247000.000,161289000.000,176438000.000,191798000.000,206261000.000,217741000.000,233968000.000,251851000.000,263346000.000,268720000.000,285361000.000
AccruedIncomeTaxesCurrent,5767000.000,8853000.000,9831000.000,4820000.000,7532000.000,9753000.000,12070000.000,13770000.000,11402000.000,18292000.000,17267000.000,18876000.000,15577000.000,15620000.000,16391000.000,11493000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,34669000.000,38150000.000,41216000.000,44713000.000,48280000.000,52261000.000,54671000.000,58727000.000,63107000.000,67950000.000,72804000.000,78114000.000,84185000.000,-89954000.000,95323000.000,101250000.000
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000
AdditionalPaidInCapital,45562000.000,45580000.000,42741000.000,40744000.000,40837000.000,40907000.000,41205000.000,39256000.000,39353000.000,39430000.000,39842000.000,39897000.000,39979000.000,39979000.000,40262000.000,40640000.000
Assets,278912000.000,283259000.000,289212000.000,294445000.000,298617000.000,312825000.000,331895000.000,351393000.000,378473000.000,421528000.000,427636000.000,451617000.000,466122000.000,478863000.000,488143000.000,512718000.000
AssetsCurrent,202341000.000,206780000.000,209655000.000,206069000.000,210171000.000,223577000.000,233049000.000,249113000.000,273383000.000,294878000.000,299408000.000,323691000.000,337661000.000,351849000.000,361348000.000,379970000.000
AssetsNoncurrent,32845000.000,32912000.000,32051000.000,38287000.000,38445000.000,38808000.000,47277000.000,47146000.000,47247000.000,61001000.000,61115000.000,60408000.000,62621000.000,60626000.000,61153000.000,61105000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,8850000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,,,1113000.000,1240000.000,1240000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,,,,202000.000,201000.000,201000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,7294000.000,2578000.000,2578000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,,,,,,,,200000.000,200000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,,,,3000.000,3000.000,,,,,,,
CapitalLeaseObligationsCurrent,2893000.000,3002000.000,2891000.000,3595000.000,3959000.000,3957000.000,4021000.000,4424000.000,4477000.000,5185000.000,5770000.000,5931000.000,5884000.000,6128000.000,6262000.000,6259000.000
CapitalLeaseObligationsNoncurrent,5920000.000,6351000.000,5962000.000,8988000.000,10087000.000,9463000.000,8927000.000,9849000.000,9268000.000,10712000.000,12839000.000,12938000.000,11997000.000,12252000.000,11760000.000,10863000.000
CapitalLeasedAssetsGross,,,,,,20789000.000,,,,25594000.000,,,,33447000.000,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,14013000.000,,,,12469000.000,,,,15791000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,5395000.000,,,,16846000.000,,,,19412000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,1200000.000,,,,5622000.000,,,,6623000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,598000.000,,,,660000.000,,,,485000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,1199000.000,,,,2192000.000,,,,2368000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,1199000.000,,,,3727000.000,,,,4186000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,1199000.000,,,,4630000.000,,,,5749000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,15000.000,,,,1000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,440000.000,,,,949000.000,,,,1032000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,4955000.000,,,,15897000.000,,,,18380000.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,6776000.000,,,,13125000.000,,,,17656000.000,,
CashAndCashEquivalentsAtCarryingValue,19154000.000,22013000.000,22403000.000,19726000.000,20238000.000,25143000.000,26316000.000,25538000.000,28567000.000,17952000.000,14533000.000,24480000.000,20007000.000,17507000.000,22240000.000,25146000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000
CommonStockSharesIssued,27947900.000,27949900.000,27779450.000,27682882.000,27696882.000,27707382.000,27720813.000,27651813.000,27673213.000,27683213.000,27710644.000,27716644.000,27727644.000,27727644.000,27752976.000,27798976.000
CommonStockSharesOutstanding,27947900.000,27949900.000,27779450.000,27682882.000,27696882.000,27707382.000,27720813.000,27651813.000,27673213.000,27683213.000,27710644.000,27716644.000,27727644.000,27727644.000,27752976.000,27798976.000
