,2016-12-31,2017-03-31
AccountsPayableCurrent,52545.000,40002.000
AccruedLiabilitiesCurrent,2462.000,4958.000
AccruedProfessionalFeesCurrent,0.000,0.000
AdditionalPaidInCapital,2369243.000,2676731.000
Assets,68274.000,382949.000
AssetsCurrent,68274.000,304566.000
Cash,11774.000,
CashAndCashEquivalentsAtCarryingValue,11774.000,269424.000
CashEquivalentsAtCarryingValue,,19424.000
CashFDICInsuredAmount,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,50000000.000,200000000.000
CommonStockSharesIssued,16575852.000,18585670.000
CommonStockSharesOutstanding,16575852.000,18585670.000
CommonStockValue,16576.000,18586.000
ConvertibleLongTermNotesPayable,31445.000,66643.000
ConvertibleNotesPayable,56817.000,94774.000
ConvertibleNotesPayableCurrent,56817.000,94774.000
DerivativeAssetFairValueGrossLiability,274926.000,583515.000
DerivativeLiabilities,274926.000,583515.000
DueFromRelatedPartiesCurrent,-2701.000,-2701.000
FilmCosts,,78383.000
LiabilitiesAndStockholdersEquity,68274.000,382949.000
LiabilitiesCurrent,389451.000,975950.000
LiabilitiesNoncurrent,420896.000,1042593.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseCurrent,56500.000,35142.000
RestrictedCashAndCashEquivalents,,269424.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,250000.000
RetainedEarningsAccumulatedDeficit,-2738441.000,-3354961.000
StockholdersEquity,-352622.000,-659644.000
