,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,1728.000,19593.000,-4013.000
CostsAndExpenses,118866.000,60935.000,
DebtInstrumentConvertibleEffectiveInterestRate,0.100,,
EarningsPerShareBasicAndDiluted,-0.010,0.000,0.000
GeneralAndAdministrativeExpense,22203.000,12541.000,10946.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,36927.000,-42588.000
IncreaseDecreaseInDueToOfficersAndStockholders,1000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,4350.000,,
IncreaseDecreaseInPrepaidExpense,,650.000,
InterestExpense,10937.000,3200.000,
NetCashProvidedByUsedInFinancingActivities,87000.000,-28500.000,20000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,87000.000,-28500.000,20000.000
NetCashProvidedByUsedInOperatingActivities,-85272.000,48093.000,-24013.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-85272.000,48093.000,-24013.000
NetIncomeLoss,-118866.000,36927.000,-42588.000
NoninterestExpenseTransferAgentAndCustodianFees,12842.000,17904.000,8983.000
OccupancyCosts,1200.000,,
OperatingExpenses,,,30838.000
OperatingIncomeLoss,,,-30838.000
OtherIncome,,97862.000,-11750.000
ProceedsFromContributionsFromAffiliates,1200.000,1200.000,1200.000
ProceedsFromConvertibleDebt,32500.000,,
ProceedsFromNotesPayable,53500.000,,50000.000
ProfessionalFees,70653.000,25250.000,10000.000
RepaymentsOfLongTermDebt,,28500.000,
RepaymentsOfNotesPayable,,,30000.000
RepaymentsOfShortTermDebt,,,30000.000
TravelAndEntertainmentExpense,2231.000,2040.000,909.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,18000000.000,54000000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,54000000.000
