,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,210000.000,210000.000,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,139827.000,,282349.000,,,,-307779.000,
AdvertisingRevenueCost,,,,,,,,,0.000,
AmortizationOfDebtDiscountPremium,,,,,1018432.000,,,,,
AmortizationOfFinancingCosts,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
CashAcquiredFromAcquisition,,,,,,,,,11421.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-9370.000,,22040.000,,,,-12512.000,
CostMethodInvestmentsRealizedGainLoss,,,,,0.000,,,,,
CostOfGoodsSold,,,,,,,,,15863.000,392959.000
CostOfRevenue,,,,,,,,,15863.000,392959.000
DebtInstrumentConvertibleInterestExpense,0.000,0.000,0.000,0.000,0.000,,,,,
DebtInstrumentDecreaseForgiveness,,,,,0.000,0.000,0.000,0.000,,
Depreciation,,,,,,,,,1553.000,
DepreciationAndAmortization,,,,,711.000,,,,1553.000,
DepreciationNonproduction,5621.000,5744.000,340.000,711.000,711.000,711.000,340.000,407.000,1553.000,16201.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.010,0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,-0.340,,,,-0.340,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,0.307,,,,0.340,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,0.033,,,,,
EffectiveIncomeTaxRateReconciliationTaxSettlements,,,,,0.000,,,,0.000,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,0.000,0.000,0.000,0.000,,
ExplorationExpense,,3000.000,0.000,0.000,30319.000,48746.000,230578.000,445451.000,130738.000,78492.000
GainLossOnSaleOfPropertyPlantEquipment,,,0.000,0.000,0.000,0.000,0.000,0.000,,
GrossProfit,,,,,,,,,9375.000,214516.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-124915.000,-145602.000,-205134.000,-517835.000,-581748.000,-503554.000,-1140010.000,-1170849.000,-344709.000,-217912.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-344709.000,-221692.000
IncomeLossFromEquityMethodInvestments,0.000,0.000,0.000,0.000,-160391.000,-39042.000,-13923.000,-329555.000,-12367.000,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,3780.000
IncomeTaxesPaid,,,0.000,,0.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,122306.000,,-37591.000,,,,-223232.000,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,5576.000,
IncreaseDecreaseInInterestPayableNet,,,10181.000,,8594.000,,,,13425.000,
IncreaseDecreaseInInventories,,,,,,,,,-13213.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,,,-346371.000,
IncreaseDecreaseInPrepaidExpense,,,0.000,,48500.000,,,,26519.000,
IncreaseDecreaseInPrepaidExpensesOther,,,,,,,,,13308.000,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,30457900.000,,,,30457900.000,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,6990000.000,,,,6990000.000,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,59350000.000,,,,64350000.000,
InterestAndDebtExpense,,,,,8594.000,8618.000,8816.000,8922.000,,
