,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3180000.000,4947000.000,2085000.000,1105000.000,3303000.000,2245000.000,4045000.000,4280000.000
AccountsReceivableNet,,,,,3000.000,,,
AccountsReceivableNetCurrent,45000.000,,,,,,,
AccruedBonusesCurrent,,,1359000.000,1801000.000,2179000.000,1622000.000,1732000.000,2379000.000
AccruedEmployeeBenefitsCurrent,,,348000.000,828000.000,590000.000,814000.000,,
AccruedLiabilitiesCurrent,2618000.000,1126000.000,2575000.000,4716000.000,4724000.000,5910000.000,5864000.000,6858000.000
AccruedProfessionalFeesCurrent,,,367000.000,702000.000,616000.000,1469000.000,1008000.000,850000.000
AccruedSalariesCurrent,,,,,,,898000.000,1374000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,167000.000,203000.000,270000.000,596000.000,1178000.000,1798000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-50000.000,-192000.000,318000.000,424000.000,135000.000,-284000.000,-240000.000
AdditionalPaidInCapitalCommonStock,256515000.000,535696000.000,606555000.000,625200000.000,651330000.000,669624000.000,680757000.000,691229000.000
Assets,132557000.000,370191000.000,,357428000.000,342935000.000,332411000.000,317496000.000,303675000.000
AssetsCurrent,120870000.000,360287000.000,,225535000.000,217959000.000,214471000.000,205145000.000,195948000.000
AssetsFairValueDisclosureRecurring,,,191484000.000,299718000.000,283473000.000,288983000.000,280414000.000,248861000.000
AvailableForSaleSecurities,,,191484000.000,299718000.000,283473000.000,288983000.000,280414000.000,248861000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,16000.000,654000.000,805000.000,430000.000,134000.000,129000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,208000.000,40000.000,25000.000,106000.000,418000.000,343000.000
AvailableForSaleSecuritiesAmortizedCost,,,191676000.000,299104000.000,282693000.000,288659000.000,280698000.000,249075000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,152267000.000,39552000.000,62790000.000,102465000.000,,
