,2012-12-31,2013-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-1330000.000,-412000.000
AllocatedShareBasedCompensationExpense,15792000.000,28753000.000
AmortizationOfIntangibleAssets,,3055000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1189000.000,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,76000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,15000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,4000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,6429000.000
CapitalLeaseObligationsIncurred,31.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-7861000.000,95232000.000
CommonStockDividendsPerShareDeclared,0.400,1.100
ComprehensiveIncomeNetOfTax,197751000.000,289316000.000
ContractsRevenue,,37582000.000
CostOfGoodsSold,28555000.000,74365000.000
CurrentFederalTaxExpenseBenefit,97267000.000,158914000.000
CurrentForeignTaxExpenseBenefit,,1251000.000
CurrentIncomeTaxExpenseBenefit,99314000.000,161780000.000
CurrentStateAndLocalTaxExpenseBenefit,2047000.000,1615000.000
DeferredFederalIncomeTaxExpenseBenefit,344000.000,-13026000.000
DeferredForeignIncomeTaxExpenseBenefit,,-1759000.000
DeferredIncomeTaxExpenseBenefit,241000.000,-14849000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-103000.000,-64000.000
DeferredTaxExpenseFromStockOptionsExercised,,22809000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,1500000.000
DepreciationAndAmortization,,4055000.000
DepreciationDepletionAndAmortization,1219000.000,14172000.000
EarningsPerShareBasic,3.280,4.990
EarningsPerShareDiluted,3.140,4.760
EffectOfExchangeRateOnCashAndCashEquivalents,,-1078000.000
EffectiveIncomeTaxRateContinuingOperations,0.335,0.334
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.000,0.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.007
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.022,-0.027
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.007,0.004
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,2.400,
FairValueOfAssetsAcquired,,80698000.000
FiniteLivedIntangibleAssetsTranslationAdjustments,,-2395000.000
ForeignCurrencyTransactionGainLossBeforeTax,,-548000.000
ForeignCurrencyTransactionLossBeforeTax,,488000.000
GainLossOnSaleOfPropertyPlantEquipment,-72000.000,-95000.000
GeneralAndAdministrativeExpense,33596000.000,56408000.000
GoodwillAcquiredDuringPeriod,,21914000.000
GoodwillImpairmentLoss,987000.000,719000.000
GoodwillTranslationAdjustments,,-1450000.000
GrossProfit,480737000.000,724564000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,449285000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-9745000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,297230000.000,439540000.000
IncomeTaxExpenseBenefit,99555000.000,146931000.000
IncomeTaxesPaid,77556000.000,141515000.000
IncreaseDecreaseInAccountsPayable,7566000.000,-589000.000
IncreaseDecreaseInAccountsReceivable,33616000.000,19155000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,7360000.000,-3667000.000
IncreaseDecreaseInDepositsOutstanding,14000.000,-2119000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,9710000.000,-4811000.000
IncreaseDecreaseInInventories,4683000.000,-4577000.000
IncreaseDecreaseInOtherAccruedLiabilities,6780000.000,3307000.000
IncreaseDecreaseInOtherOperatingCapitalNet,84000.000,-1335000.000
IncreaseDecreaseInPrepaidExpense,1509000.000,1335000.000
IncreaseDecreaseInPrepaidTaxes,-6940000.000,0.000
IncreaseDecreaseInRestrictedCash,,75000000.000
IncreaseDecreaseInRoyaltiesPayable,,25361000.000
InterestAndOtherIncome,703000.000,250000.000
InterestPaid,23000.000,704000.000
LeaseAndRentalExpense,1000000.000,1200000.000
NetCashProvidedByUsedInFinancingActivities,-271540000.000,-64151000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-271540000.000,-64151000.000
NetCashProvidedByUsedInInvestingActivities,44642000.000,-177317000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,44642000.000,-177317000.000
NetCashProvidedByUsedInOperatingActivities,219037000.000,337778000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,219037000.000,337778000.000
NetIncomeLoss,197675000.000,292609000.000
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,50315000.000
OperatingExpenses,184210000.000,284726000.000
OperatingIncomeLoss,296527000.000,439838000.000
OperatingLeasesRentExpenseMinimumRentals,9393000.000,
OtherAssetImpairmentCharges,987000.000,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,-35000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,-3258000.000
OtherIncome,703000.000,
PaymentsForRepurchaseOfCommonStock,261830000.000,53054000.000
PaymentsOfDividends,23682000.000,66229000.000
PaymentsOfDividendsCommonStock,23533000.000,48136000.000
