,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,198799.000,327812.000,218165.000
AccountsPayableCurrentAndNoncurrent,,162201.000,
AccountsReceivableNet,,,125368.000
AccountsReceivableNetCurrent,36306.000,18906.000,125368.000
AccruedLiabilitiesCurrent,157098.000,149548.000,73703.000
AdditionalPaidInCapitalCommonStock,499983.000,499983.000,532496.000
AllowanceForDoubtfulAccountsReceivable,,17394.000,21328.000
Assets,841760.000,1245775.000,1110063.000
AssetsCurrent,811136.000,1164502.000,1035878.000
CapitalizedComputerSoftwareNet,,28912.000,28912.000
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,29000.000,
CashAndCashEquivalentsAtCarryingValue,667923.000,1126550.000,651153.000
CashUninsuredAmount,,1356000.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,50000000.000,50000000.000,50000000.000
CommonStockSharesOutstanding,50000000.000,50000000.000,50000000.000
CommonStockValue,500.000,500.000,500.000
ConvertibleDebtCurrent,0.000,0.000,0.000
DebtInstrumentFaceAmount,,500000.000,
DebtInstrumentInterestRateAtPeriodEnd,,0.040,0.047
DebtInstrumentInterestRateStatedPercentage,,0.050,
DeferredRevenueCurrent,421014.000,499596.000,542438.000
DueToRelatedPartiesCurrentAndNoncurrent,,33544.000,10008.000
LiabilitiesAndStockholdersEquity,841760.000,1245775.000,1110063.000
LiabilitiesCurrent,1017745.000,1224200.000,1058014.000
LineOfCreditFacilityAmountOutstanding,,213700.000,213700.000
LinesOfCreditCurrent,199000.000,213700.000,213700.000
NotesPayableCurrent,41834.000,33544.000,10008.000
OtherAssetsNoncurrent,4488.000,25096.000,16423.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,26136.000,27265.000,28850.000
RetainedEarningsAccumulatedDeficit,-676468.000,-478908.000,-480947.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,1500000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,0.300
StockholdersEquity,-175985.000,21575.000,52049.000
Supplies,106907.000,19046.000,259357.000
