,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-82000.000,,,,-253000.000,,,,-155000.000,,,,-151000.000,,
EquityMethodInvestmentDividendsOrDistributions,0.000,,0.000,0.000,,,,,,,,,,,,
EquityMethodInvestmentNetSalesProceeds,,0.000,,,,,,,,,,,,,,
EquityMethodInvestmentRealizedGainLossOnDisposal,0.000,0.000,3652000.000,0.000,0.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,15000.000,10000.000,16000.000,9000.000,15000.000,9000.000,16000.000,16000.000,13000.000,16000.000,25000.000,17000.000,35000.000,17000.000,10000.000,32000.000
IncomeLossFromEquityMethodInvestments,29000.000,-55000.000,-43000.000,68000.000,-111000.000,-55000.000,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,-21000.000,,,,16000.000,,,,20000.000,,,,6000.000,,
InterestAndDividendIncomeOperating,,,12000.000,0.000,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,-89000.000,,,,-99000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,-89000.000,,,,-99000.000,,
NetCashProvidedByUsedInOperatingActivities,,-82000.000,,,,-47000.000,,,,-66000.000,,,,-52000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-82000.000,,,,-47000.000,,,,-66000.000,,,,-52000.000,,
NetIncomeLoss,-66000.000,-116000.000,3553000.000,31000.000,-168000.000,-324000.000,-539000.000,-384000.000,-386000.000,-135000.000,-162000.000,-157000.000,-88000.000,-145000.000,-53000.000,70000.000
NetIncomeLossAllocatedToGeneralPartners,-1000.000,-1000.000,36000.000,0.000,-2000.000,-3000.000,-5000.000,-4000.000,-4000.000,-1000.000,-2000.000,-2000.000,0.000,-1000.000,-1000.000,1000.000
NetIncomeLossAllocatedToLimitedPartners,-65000.000,-115000.000,3517000.000,31000.000,-166000.000,-321000.000,-534000.000,-380000.000,-382000.000,-134000.000,-160000.000,-155000.000,-88000.000,-144000.000,-52000.000,69000.000
NetIncomeLossPerOutstandingGeneralPartnershipUnit,-0.900,,,,,,,,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.000,-1.590,48.710,0.430,-2.300,-4.460,-7.420,-5.280,-5.290,-1.860,-2.220,-2.150,-1.230,-2.000,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,,,,-0.720,0.960
OperatingExpenses,95000.000,61000.000,68000.000,56000.000,57000.000,63000.000,65000.000,59000.000,57000.000,46000.000,57000.000,45000.000,88000.000,46000.000,53000.000,64000.000
OperatingIncomeLoss,-95000.000,-61000.000,-56000.000,-37000.000,-57000.000,-63000.000,-65000.000,-59000.000,-57000.000,-46000.000,-57000.000,-45000.000,-88000.000,-46000.000,-53000.000,-64000.000
OtherExtraordinaryGainLoss,,,,,,,,,,,,,,,,134000.000
OtherIncome,,,,19000.000,,,,,,,,,,,,
OtherNonoperatingIncome,,,,,,,-474000.000,,,,,,,,,
OtherTaxExpenseBenefit,22000.000,4000.000,3000.000,3000.000,3000.000,0.000,,,,,,,,,,
ProceedsFromSaleOfInterestInPartnershipUnit,,0.000,,,,,,,,,,,,,,
ProfessionalFees,12000.000,20000.000,23000.000,17000.000,12000.000,27000.000,23000.000,16000.000,17000.000,19000.000,16000.000,12000.000,32000.000,13000.000,27000.000,16000.000
ProfitLoss,,-116000.000,,,,-324000.000,,,,-135000.000,,,,-145000.000,,
Revenues,0.000,0.000,,19000.000,,0.000,,,,,,,,,,
SalesRevenueNet,0.000,0.000,,0.000,,0.000,,,,,,,,,,
