,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-85000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,500000.000,,,,1700000.000,,,,2500000.000,,,,3100000.000,,,,3300000.000,,,,4200000.000,,,,2700000.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,7726000.000,,8876000.000,8498000.000,8947000.000,10546000.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,1000000.000,1000000.000,-1150000.000,0.000,800000.000,800000.000,-870000.000,,700000.000,700000.000,,,700000.000,700000.000,,600000.000,1300000.000,1300000.000,-1920000.000,1300000.000,1500000.000,700000.000,-2210000.000,1300000.000,2000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-64086000.000,,,,-100630000.000,,,,438799000.000,,,,-93421000.000,,,,28765000.000,,,,-6496000.000,,,,-64962000.000,
CommonStockDividendsPerShareDeclared,0.450,0.450,0.450,0.450,0.495,0.495,0.495,0.495,0.537,0.537,0.537,0.539,0.575,0.575,0.575,0.575,0.615,0.615,0.615,0.615,0.657,0.657,0.657,0.659,0.675,0.675
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,154838000.000,163400000.000,84900000.000,-21708000.000,174774000.000,163693000.000,210542000.000,79578000.000,147947000.000,114068000.000,192317000.000,334464000.000,161377000.000,240074000.000,95077000.000,-107798000.000,53539000.000,213554000.000,82931000.000,145241000.000,226124000.000,171723000.000,201981000.000,5009000.000,222912000.000,218852000.000
CostOfGoodsSold,2125404000.000,2268870000.000,2337028000.000,2121535000.000,2262177000.000,2365550000.000,2399742000.000,2208308000.000,2277054000.000,2570889000.000,2584320000.000,2425660000.000,2540267000.000,2729219000.000,2802487000.000,2675913000.000,2623232000.000,2762071000.000,2752577000.000,2586312000.000,2613796000.000,2734186000.000,2743142000.000,2648982000.000,2749920000.000,2860466000.000
CurrentIncomeTaxExpenseBenefit,65465000.000,89739000.000,95268000.000,75218000.000,81913000.000,98687000.000,98590000.000,91701000.000,77748000.000,98371000.000,98000000.000,,,,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,,,,,,,-6595000.000,-6613000.000,-6745000.000,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,,,,,,,,,-464000.000,-468000.000,-468000.000,,,,,,,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,57200000.000,,,,38700000.000,,,,38700000.000,,,,38700000.000,,,,38700000.000,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,,,,,,,,36197000.000,36234000.000,36208000.000,,,,,,,,,,,
DefinedBenefitPlanInterestCost,,,,,,,,,,,,,25502000.000,25530000.000,25760000.000,,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,,,,,-2655000.000,-2632000.000,-2261000.000,,,,,,,,,,,
DefinedBenefitPlanServiceCost,,,,,,,,,,,,,1909000.000,1927000.000,1910000.000,,,,,,,,,,,
