,2011-10-02,2012-01-01,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,,,,7012000.000,5300000.000,5636000.000,5811000.000,5221000.000,4555000.000,5467000.000,9799000.000,11159000.000,13454000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,627000.000
AccountsReceivableNetCurrent,,,,9193000.000,6184000.000,7669000.000,6331000.000,6640000.000,6366000.000,6335000.000,14298000.000,14171000.000,13292000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,16000.000,175000.000,161000.000,,600000.000
AccruedIncomeTaxesCurrent,,,,172000.000,201000.000,267000.000,293000.000,178000.000,187000.000,202000.000,251000.000,118000.000,128000.000
AccruedLiabilitiesCurrent,,,,15341000.000,15069000.000,14506000.000,14864000.000,12735000.000,4734000.000,5392000.000,6144000.000,6780000.000,6731000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,4156000.000,4171000.000,3875000.000,3896000.000,3955000.000,3771000.000,3455000.000,5614000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1478000.000,,,,1914000.000,,,,2649000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-918000.000,-824000.000,-798000.000,-1003000.000,-991000.000,467000.000,1798000.000,2687000.000,4654000.000,1700000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,1928000.000,1928000.000,1928000.000,1928000.000,1928000.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,222000.000,214000.000,153000.000,153000.000,94000.000,119000.000,155000.000,799000.000,31000.000,61000.000
Assets,,,,38260000.000,32087000.000,28310000.000,38406000.000,31403000.000,27878000.000,31622000.000,91788000.000,93939000.000,88745000.000
AssetsCurrent,,,,34152000.000,28030000.000,24093000.000,34328000.000,27748000.000,24040000.000,27812000.000,40900000.000,44191000.000,39426000.000
BuildingsAndImprovementsGross,,,,,,,,,,,,2115000.000,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,0.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,1715000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,1959000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,7571000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,,13796000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialAssets,,,,,,,,,,,65518000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,24260000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,6416000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,49039000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,,,2683000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,3763000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,19434000.000,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,0.000,,,,0.000,,,,0.000,
CashAndCashEquivalentsAtCarryingValue,,,,10522000.000,7226000.000,3163000.000,14148000.000,8831000.000,3934000.000,4894000.000,2441000.000,4262000.000,3452000.000
CommonStockNoParValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,,90200000.000,90200000.000,90200000.000,90200000.000,90200000.000,90200000.000,90200000.000,125000000.000,125000000.000,125000000.000
CommonStockSharesIssued,,,,27737000.000,28260000.000,28392000.000,29930000.000,30403000.000,31119000.000,39771000.000,17500000.000,17540000.000,17586000.000
