,2017-03-31
CashPeriodIncreaseDecrease,7146000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EquityMethodInvestmentDividendsOrDistributions,7543000.000
GeneralAndAdministrativeExpense,2104000.000
IncomeLossAttributableToParent,-3299000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1126000.000
IncomeLossFromEquityMethodInvestments,11553000.000
IncomeTaxExpenseBenefit,4425000.000
IncreaseDecreaseInAccountsPayable,600000.000
IncreaseDecreaseInAccruedLiabilities,1174000.000
IncreaseDecreaseInDueFromAffiliatesCurrent,67000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,4425000.000
NetCashProvidedByUsedInOperatingActivities,7146000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,7146000.000
OperatingExpenses,10427000.000
ShareBasedCompensation,8323000.000
StockGrantedDuringPeriodValueSharebasedCompensation,7678000.000
