,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,,,,,,,,,,,,,,,20000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,,,,,5692.000,,,,105293.000,,,,126531.000,,
AdvertisingExpense,,,,,,,,,,,,,,,,,48358.000,,
AmortizationOfDebtDiscountPremium,,,,,2894.000,,,,96877.000,,,,168136.000,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,54188.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,-31505.000,,,,9024.000,,,,-38389.000,,
CashPeriodIncreaseDecrease,,,-35925.000,,24409.000,,,,,,,,,,,,,,
CostOfServices,27596.000,30408.000,53327.000,49002.000,66686.000,101938.000,28876.000,40949.000,14037.000,15245.000,14482.000,,,,,,,,
Depreciation,,,,,,,,,,,,,,,,,6137.000,,
DepreciationAndAmortization,5482.000,5404.000,5652.000,5411.000,39196.000,1228.000,1250.000,1073.000,1149.000,1125.000,1153.000,2646.000,737.000,7430.000,7302.000,168298.000,60325.000,60346.000,62910.000
DepreciationDepletionAndAmortization,,,,,39196.000,,,,1149.000,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,708506.000,145632.000,-935250.000,973726.000,-4166890.000,907999.000,,,,,
DividendsPreferredStock,,,,,,,,,,,,,,20000.000,20000.000,,20000.000,20000.000,20000.000
EarningsPerShareBasic,,,,,,,,,0.000,-0.000,-0.010,,,-0.000,-0.010,,-0.000,-0.000,-0.010
EarningsPerShareBasicAndDiluted,-0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,-0.020,,,,,-0.040,,,,,,
EarningsPerShareDiluted,,,,,,,,,0.000,-0.000,-0.010,,,-0.000,-0.010,,-0.000,-0.000,-0.010
GainLossOnSaleOfPropertyPlantEquipment,,,,,420.000,9358.000,,,,,,,,,,,14260.000,8992.000,
GainsLossesOnExtinguishmentOfDebt,,,8808.000,,,,1877.000,,111546.000,6945.000,,,,-570975.000,,,,,
GrossProfit,186458.000,189998.000,297404.000,211704.000,168630.000,274241.000,153163.000,131756.000,100744.000,110958.000,133169.000,,,,,,,,
IncomeLossFromContinuingOperations,-173339.000,-117827.000,-37851.000,-59381.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-166894.000,-111357.000,-22539.000,-52877.000,-132070.000,20120.000,-148016.000,-2154181.000,493760.000,-180624.000,-1314768.000,600498.000,-4754677.000,-463216.000,-789878.000,-1477537.000,-214570.000,-506103.000,-760246.000
IncomeTaxExpenseBenefit,0.000,0.000,1616.000,,2753.000,,1050.000,,1600.000,,,,,,1237.000,,,,
IncomeTaxesPaid,0.000,,-1616.000,,-2753.000,,-1050.000,,-1600.000,,,,,,,,,,
IncomeTaxesPaidNet,0.000,,,,2753.000,,,,1600.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,52658.000,,59063.000,,,,4516.000,,,,85880.000,,,,115967.000,,
IncreaseDecreaseInAccountsReceivable,,,-90348.000,,23587.000,,,,-14290.000,,,,-29889.000,,,,-93646.000,,
IncreaseDecreaseInAccruedLiabilities,,,-1283.000,,2798.000,,,,15199.000,,,,33469.000,,,,6061.000,,
IncreaseDecreaseInDeferredRevenue,,,-1478.000,,,,,,15596.000,,,,-8000.000,,,,-331644.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,3000.000,,-2955.000,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,1006.000,,4398.000,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,3341.000,,-8221.000,,,,-1642.000,,,,-1714.000,,,,-5253.000,,
InterestExpense,1003.000,,996.000,996.000,8165.000,8168.000,10964.000,19682.000,110472.000,132372.000,144762.000,182431.000,200382.000,283027.000,272538.000,633950.000,11739.000,22815.000,30759.000
InterestIncomeExpenseNet,-52.000,0.000,,,,,,,,,,,,,,,,,
InterestPaid,,,,,17.000,,,,44.000,,,,,,,,4741.000,,
InvestmentIncomeInterest,,-1030.000,,,,,,,,,,,,,,,,,
LeaseAndRentalExpense,,,,,,,,,,,,,,,,,26296.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,35000.000,,,,140000.000,,,,193000.000,,,,117266.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,35000.000,,,,140000.000,,,,193000.000,,,,117266.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,-1948.000,,,,-2355.000,,,,-10000.000,,,,10761.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-1948.000,,,,-2355.000,,,,-10000.000,,,,10761.000,,
NetCashProvidedByUsedInOperatingActivities,,,-35925.000,,-8643.000,,,,-169150.000,,,,-173976.000,,,,-166416.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-35925.000,,-8643.000,,,,-169150.000,,,,-173976.000,,,,-166416.000,,
NetIncomeLoss,-166894.000,-111357.000,-24155.000,-52877.000,-134823.000,20120.000,-149066.000,-2150378.000,492160.000,-180624.000,-1314768.000,599022.000,-4754677.000,-463216.000,-791115.000,-1483103.000,-214570.000,-506103.000,-760246.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,,,,-483216.000,-811115.000,,-234570.000,-526103.000,-780246.000
NonoperatingIncomeExpense,,,,,,,,,,20505.000,-1080012.000,,-4367272.000,54218.000,-275352.000,-619920.000,2590.000,-10940.000,-32773.000
OperatingExpenses,359797.000,307825.000,335255.000,271085.000,297955.000,255311.000,292439.000,399041.000,316564.000,312087.000,367925.000,444272.000,500964.000,1295509.000,1251504.000,1308748.000,1309834.000,1123653.000,1213581.000
OperatingIncomeLoss,,,,,-129325.000,18930.000,-139276.000,-267285.000,-215820.000,-201129.000,-234756.000,-190798.000,-387405.000,-517434.000,-514526.000,-857617.000,-217160.000,-495163.000,-727473.000
OtherGeneralExpense,,0.000,,,,,,,,,,,,,,,,,
OtherIncome,7500.000,7500.000,7500.000,7500.000,5000.000,,347.000,,,300.000,,,,,,,,,
