,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1783489.000,964617.000,1498948.000,1584822.000,2183842.000,1283003.000,1917540.000,3692414.000,3083000.000,3513000.000,2029000.000,2160869.000,2210000.000
AccountsReceivableGrossCurrent,,,,,403209.000,199593.000,46443.000,95285.000,56000.000,101000.000,,0.000,
AccruedLiabilitiesCurrent,1599892.000,1482110.000,2696380.000,3213704.000,1975832.000,4831836.000,4668377.000,4366560.000,4792000.000,3052000.000,3724000.000,6245233.000,5815000.000
AccruedProfessionalFeesCurrent,237789.000,330507.000,441599.000,439874.000,325333.000,285500.000,329568.000,433453.000,293000.000,488000.000,819000.000,926550.000,2146000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,346542.000,268439.000,308119.000,350864.000,398808.000,490240.000,446000.000,530000.000,960000.000,1376084.000,1829000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,842.000,3222.000,754.000,-5240.000,15195.000,-6449.000,2430.000,-96651.000,-8000.000,10000.000,-27000.000,-70613.000,-62000.000
AdditionalPaidInCapitalCommonStock,144069881.000,144744191.000,145446666.000,238402514.000,239447573.000,240731524.000,241905674.000,243853799.000,245495000.000,324780000.000,326605000.000,398757135.000,401694000.000
Assets,79903119.000,73212399.000,68125234.000,153376758.000,141021791.000,131787934.000,137248068.000,127138512.000,112071000.000,175998000.000,174422000.000,226262174.000,204293000.000
AssetsCurrent,79357599.000,72676043.000,67298867.000,152126992.000,134237611.000,128795082.000,133014679.000,112102708.000,99632000.000,164542000.000,161086000.000,209393574.000,190124000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,110382963.000,,,,,,,,
AvailableForSaleSecurities,42723190.000,59976606.000,52223545.000,48527156.000,110398158.000,99035387.000,58658480.000,55659930.000,42462000.000,44251000.000,94696000.000,179413509.000,144624000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,-8364.000,7753.000,36602.000,18690.000,8911.000,3783.000,10000.000,17000.000,9000.000,5840.000,5000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,-7610.000,12993.000,21407.000,25139.000,11341.000,100434.000,18000.000,6000.000,36000.000,78146.000,67000.000
AvailableForSaleSecuritiesAmortizedCost,42722348.000,59973384.000,52222791.000,48532396.000,110382963.000,99041836.000,58660910.000,55756581.000,42470000.000,44240000.000,94723000.000,179485815.000,144686000.000
AvailableForSaleSecuritiesCurrent,,,,,105381958.000,99035387.000,,,,,,,
