,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AmortizationOfFinancingCosts,,2151000.000,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,1926000.000,,,,2200000.000,,,,2200000.000,
AmortizationOfIntangibleAssets,1701000.000,1771000.000,1892000.000,1855000.000,1873000.000,2327000.000,3159000.000,4020000.000,3794000.000,4000000.000,3900000.000,3900000.000,4000000.000,3900000.000,3900000.000
AssetImpairmentCharges,,,,,,,1331000.000,614000.000,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,5141000.000,,-6700000.000,-600000.000,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,-13384000.000,11718000.000,,,,,7222000.000,,-7500000.000,-600000.000,,,,
BusinessAcquisitionsProFormaRevenue,,996195000.000,1139495000.000,,,,,1193362000.000,,1017700000.000,1012800000.000,,,,
CapitalExpendituresIncurredButNotYetPaid,,995000.000,,,,1510000.000,,,,1300000.000,,,,14100000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-83341000.000,,,,,,,,,,,,-69900000.000,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,40000000.000,40000000.000,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,0.000,,,,,
ComprehensiveIncomeNetOfTax,,-12934000.000,4766000.000,4218000.000,13599000.000,-11753000.000,-600000.000,8833000.000,-1980000.000,-16600000.000,-16200000.000,24100000.000,2200000.000,-2300000.000,8300000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,275000.000,-80000.000,714000.000,1085000.000,1776000.000,-409000.000,-292000.000,-75000.000,-100000.000,0.000,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-12659000.000,4686000.000,4932000.000,14684000.000,-9977000.000,-1009000.000,8541000.000,-2055000.000,-16700000.000,-16200000.000,24100000.000,2200000.000,-2300000.000,8300000.000
ConcentrationRiskPercentage1,,,,,,0.100,,,,0.100,,,,0.100,
CostOfRevenue,,889716000.000,1034957000.000,1057131000.000,1031257000.000,1012625000.000,1080790000.000,1084292000.000,935093000.000,925700000.000,913600000.000,877500000.000,824300000.000,732500000.000,760900000.000
DeferredIncomeTaxExpenseBenefit,,-321000.000,,,,-196000.000,,,,1600000.000,,,,900000.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,2655000.000,3004000.000,3097000.000,3054000.000,3026000.000,2982000.000,3088000.000,3280000.000,3150000.000,2900000.000,2600000.000,2600000.000,2600000.000,2500000.000,2700000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,,,,,0.040,,,,0.040,,,,0.040,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,,,1.000,,,,1.000,,,,1.000,
DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage,,0.200,,,,,,,,,,,,,
Depreciation,,7783000.000,7824000.000,7847000.000,8677000.000,9330000.000,11324000.000,10392000.000,9054000.000,8900000.000,9700000.000,9200000.000,9000000.000,9700000.000,9900000.000
DepreciationAndAmortization,,9554000.000,,,,11657000.000,,,,12900000.000,,,,13600000.000,
DerivativeLossOnDerivative,136000.000,192000.000,189000.000,,,,,,,,,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,,,-3000.000,,,,,,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,,-3000.000,0.000,0.000,103000.000,0.000,0.000,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-1173000.000,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,-209000.000,,,,-100000.000,,,,-900000.000,
EffectiveIncomeTaxRateContinuingOperations,0.104,-0.056,0.090,0.280,,-0.276,0.453,0.133,,0.118,1.500,0.087,,0.232,0.474
EntityWideRevenueMajorCustomerPercentage,,0.100,0.100,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,261000.000,,,,-8000.000,,,,200000.000,,,,1700000.000,
GoodwillAcquiredDuringPeriod,,48175000.000,,,,20061000.000,,,,,,,,,
GoodwillTranslationAdjustments,,1090000.000,,,,1086000.000,,,,-2700000.000,,,,-2400000.000,
