,2011-06-30,2011-09-30
CostOfReimbursableExpense,57000.000,65000.000
CostOfRevenue,441000.000,401000.000
CostOfServices,384000.000,336000.000
EarningsPerShareBasic,-0.340,-0.290
EarningsPerShareDiluted,-0.340,-0.290
GrossProfit,210000.000,250000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-759000.000,-665000.000
IncomeTaxExpenseBenefit,7000.000,-13000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-652000.000
OperatingIncomeLoss,-778000.000,-672000.000
OtherNonoperatingIncomeExpense,20000.000,10000.000
ProfitLoss,-766000.000,
ReimbursementRevenue,57000.000,65000.000
Revenues,651000.000,651000.000
SalesRevenueNet,651000.000,651000.000
SalesRevenueServicesNet,594000.000,586000.000
SellingGeneralAndAdministrativeExpense,988000.000,922000.000
WeightedAverageNumberOfDilutedSharesOutstanding,2227000.000,2227000.000
WeightedAverageNumberOfSharesOutstandingBasic,2227000.000,2227000.000
