,2011-12-31,2012-12-29,2013-12-28,2014-12-27,2015-12-26,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5012000.000,6149000.000,4911000.000,6797000.000,6925000.000,2747000.000
AllocatedShareBasedCompensationExpense,5012000.000,6149000.000,4911000.000,,,
AllocatedShareBasedCompensationExpenseNetOfTax,4029000.000,3751000.000,3606000.000,3626000.000,4493000.000,1509000.000
AmortizationOfDeferredCharges,218000.000,218000.000,219000.000,218000.000,218000.000,238000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,220244.000,321000.000,143000.000,0.000,0.000,0.000
CapitalLeaseObligationsIncurred,34044000.000,43077000.000,49138000.000,47232000.000,49491000.000,61504000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,36194000.000,-6616000.000,106018000.000,-16358000.000,-49424000.000,64377000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,-3369000.000,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,-168000.000,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,9368000.000,,,
CommonStockDividendsPerShareCashPaid,0.210,0.730,,,,
CommonStockDividendsPerShareDeclared,,,0.350,1.260,0.300,0.340
ComprehensiveIncomeNetOfTax,112853000.000,130424000.000,144627000.000,137636000.000,145386000.000,137749000.000
CostsAndExpenses,2467542000.000,2589130000.000,2489665000.000,2961799000.000,3080781000.000,2945885000.000
CurrentFederalTaxExpenseBenefit,53413000.000,65307000.000,53089000.000,68722000.000,74289000.000,68548000.000
CurrentForeignTaxExpenseBenefit,1023000.000,1013000.000,683000.000,1199000.000,437000.000,563000.000
CurrentIncomeTaxExpenseBenefit,57683000.000,68707000.000,58415000.000,76952000.000,84276000.000,75779000.000
CurrentStateAndLocalTaxExpenseBenefit,3247000.000,2387000.000,4643000.000,7031000.000,9550000.000,6668000.000
DeferredFederalIncomeTaxExpenseBenefit,9056000.000,4117000.000,5758000.000,5234000.000,6524000.000,6104000.000
DeferredIncomeTaxExpenseBenefit,9505000.000,4261000.000,6042000.000,5434000.000,6792000.000,6328000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,449000.000,144000.000,284000.000,200000.000,268000.000,224000.000
DefinedContributionPlanCostRecognized,1754000.000,1809000.000,1693000.000,1718000.000,1901000.000,2074000.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,0.750,0.750,0.750,0.750
DepreciationAndAmortization,25814000.000,27456000.000,27667000.000,27575000.000,29102000.000,35796000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,52174000.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,33029000.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerDilutedShare,,,0.710,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,58847000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,6673000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,4058000.000,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,2615000.000,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,19145000.000,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,21173000.000,,,
DividendsCommonStock,,,15921000.000,,,
DividendsCommonStockCash,9983000.000,33981000.000,,56479000.000,13088000.000,14332000.000
EarningsPerShareBasic,2.380,2.780,3.170,3.090,3.380,3.260
EarningsPerShareDiluted,2.380,2.770,3.160,3.070,3.370,3.250
EffectOfExchangeRateOnCashAndCashEquivalents,-171000.000,243000.000,-718000.000,-1034000.000,-2104000.000,376000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,983000.000,2398000.000,1305000.000,3171000.000,2432000.000,1238000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,771000.000,502000.000,659000.000,383000.000,451000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,-683000.000,751000.000,349000.000,2500000.000,671000.000,1386000.000
GainLossOnSaleOfPropertyPlantEquipment,266000.000,2795000.000,3352000.000,2143000.000,216000.000,3477000.000
IncomeLossFromContinuingOperations,,,108922000.000,138809000.000,147689000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,238757000.000,219457000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,180133000.000,202749000.000,173379000.000,221195000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,,2.370,3.090,3.380,
IncomeLossFromContinuingOperationsPerDilutedShare,,,2.360,3.070,3.370,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,37087000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,0.810,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,0.800,,,
IncomeTaxExpenseBenefit,67188000.000,72968000.000,64457000.000,82386000.000,91068000.000,82107000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,63047000.000,70962000.000,60683000.000,77418000.000,83565000.000,76810000.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,972000.000,950000.000,919000.000,777000.000,946000.000,958000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,708000.000,-122000.000,184000.000,-239000.000,-61000.000,239000.000
IncomeTaxReconciliationOtherReconcilingItems,37000.000,-287000.000,-589000.000,-102000.000,-583000.000,73000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,2424000.000,1465000.000,3260000.000,4532000.000,7201000.000,4505000.000
IncomeTaxesPaid,59442000.000,71033000.000,64255000.000,98506000.000,74619000.000,69067000.000
IncreaseDecreaseInAccountsPayable,26010000.000,25674000.000,8881000.000,62281000.000,3632000.000,-9598000.000
IncreaseDecreaseInDeferredIncomeTaxes,,-4261000.000,-4700000.000,-5434000.000,-6792000.000,-6328000.000
IncreaseDecreaseInInsuranceLiabilities,32435000.000,-17713000.000,30048000.000,-70449000.000,-4768000.000,11770000.000
IncreaseDecreaseInOtherOperatingAssets,-1871000.000,-3206000.000,1214000.000,9046000.000,1177000.000,-9298000.000
IncreaseDecreaseInOtherOperatingLiabilities,-5729000.000,-8228000.000,-3308000.000,-2468000.000,1222000.000,288000.000
IncreaseDecreaseInReceivables,98151000.000,47409000.000,28584000.000,60454000.000,-20713000.000,6233000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,80000.000,179000.000,171000.000,213000.000,149000.000,124000.000
InterestAndDebtExpense,3112000.000,3104000.000,3211000.000,3177000.000,2949000.000,3794000.000
InterestIncomeOperating,1705000.000,1563000.000,1475000.000,1381000.000,1396000.000,1502000.000
InterestPaid,3133000.000,3156000.000,3175000.000,3229000.000,3012000.000,3794000.000
NetCashProvidedByUsedInDiscontinuedOperations,,,5831000.000,,,
NetCashProvidedByUsedInFinancingActivities,-90478000.000,-111232000.000,-117747000.000,-112347000.000,-254669000.000,-112074000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-90478000.000,-111232000.000,-117747000.000,-112347000.000,-254669000.000,-112074000.000
NetCashProvidedByUsedInInvestingActivities,8809000.000,-21211000.000,66007000.000,-4846000.000,-8673000.000,-14167000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,8809000.000,-21211000.000,66007000.000,-4846000.000,-8673000.000,-14167000.000
NetCashProvidedByUsedInOperatingActivities,118034000.000,125584000.000,152645000.000,101869000.000,216022000.000,190242000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,118034000.000,125584000.000,152645000.000,101869000.000,216022000.000,190242000.000
NetIncomeLoss,113007000.000,129781000.000,146009000.000,138809000.000,147689000.000,137350000.000
NetIncomeLossAttributableToNoncontrollingInterest,-62000.000,,,,,
OperatingIncomeLoss,183245000.000,205853000.000,176590000.000,224372000.000,241706000.000,223251000.000
OperatingInsuranceAndClaimsCostsProduction,42766000.000,37451000.000,50438000.000,46280000.000,48754000.000,57280000.000
OperatingLeasesRentExpenseNet,1238000.000,1042000.000,1238000.000,587000.000,318000.000,1641000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,-9000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-171000.000,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,221000.000,365000.000,76000.000,-109000.000,-13000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,243000.000,-718000.000,-1034000.000,-2104000.000,376000.000
OtherComprehensiveIncomeLossNetOfTax,,643000.000,-1382000.000,-1173000.000,-2303000.000,399000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,26000.000,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,17000.000,400000.000,-664000.000,-139000.000,-199000.000,23000.000
OtherCostAndExpenseOperating,28865000.000,22949000.000,21568000.000,25771000.000,31618000.000,29702000.000
PaymentsForRepurchaseOfCommonStock,50450000.000,25826000.000,59496000.000,56393000.000,161152000.000,50516000.000
PaymentsOfDebtIssuanceCosts,,,,,,1048000.000
PaymentsOfDividends,9983000.000,33981000.000,,27606000.000,57882000.000,14332000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,1766000.000,4041000.000,2225000.000,3043000.000
PaymentsToAcquireAdditionalInterestInSubsidiaries,-8000000.000,,,,,
PaymentsToAcquireMarketableSecurities,58413000.000,56897000.000,50613000.000,36473000.000,44238000.000,43529000.000
PaymentsToAcquirePropertyPlantAndEquipment,4337000.000,7072000.000,6373000.000,10539000.000,4804000.000,22645000.000
PaymentsToMinorityShareholders,8000000.000,,,,,
ProceedsFromDivestitureOfBusinesses,,,87000000.000,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,74505000.000,,,
ProceedsFromLinesOfCredit,10000000.000,60000000.000,,,,
ProceedsFromRepaymentsOfBankOverdrafts,1028000.000,7742000.000,2617000.000,6849000.000,980000.000,642000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,67174000.000,33028000.000,38777000.000,34701000.000,38684000.000,41795000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,4385000.000,9730000.000,9711000.000,7465000.000,1685000.000,10212000.000
ProceedsFromStockOptionsExercised,923000.000,1360000.000,2323000.000,3760000.000,1459000.000,2329000.000
ProfitLoss,112945000.000,129781000.000,146009000.000,,,
ProvisionForDoubtfulAccounts,7804000.000,4984000.000,3755000.000,5315000.000,5890000.000,5735000.000
