,2011-09-30,2012-03-31
CashPeriodIncreaseDecrease,,1559958.000
DepletionOfOilAndGasProperties,11184.000,6100.000
Depreciation,93.000,
DepreciationDepletionAndAmortization,,6100.000
GrossProfit,19940.000,13483.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-35900.000,-66488.000
IncomeTaxExpenseBenefit,-2832.000,3390.000
IncomeTaxesPaid,,3390.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,211915.000
IncreaseDecreaseInAccountsReceivable,,1759.000
IncreaseDecreaseInDueFromRelatedParties,,-63700.000
InterestExpenseDebt,416.000,9452.000
InterestIncomeExpenseNonoperatingNet,,2889.000
NetCashProvidedByUsedInOperatingActivities,,210078.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,210078.000
NetIncomeLoss,-38732.000,-69878.000
OfficersCompensation,4353.000,
OilAndGasRevenue,34706.000,19781.000
OperatingExpenses,55424.000,73408.000
OperatingIncomeLoss,-35484.000,-59925.000
OtherGeneralAndAdministrativeExpense,1143.000,4028.000
PaymentsToAcquireOilAndGasProperty,,275750.000
ProductionTaxExpense,,25.000
ProfessionalFees,-2364.000,44238.000
SalariesAndWages,41442.000,16221.000
SellingAndMarketingExpense,10757.000,8921.000
ShippingHandlingAndTransportationCosts,3582.000,173.000
StockIssued,,1625630.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,31790453.000
WeightedAverageNumberOfSharesOutstandingBasic,21343047.000,
