,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,261000.000,280000.000,332000.000,242000.000,297000.000,365000.000,428000.000,364000.000,355000.000,393000.000,288000.000,235000.000,237000.000,277000.000,240000.000,240000.000,236000.000,282000.000,304000.000,292000.000,402000.000,451000.000,492000.000,448000.000
AccountsPayableCurrent,927000.000,1194000.000,793000.000,596000.000,753000.000,1017000.000,668000.000,667000.000,617000.000,695000.000,568000.000,433000.000,812000.000,353000.000,396000.000,454000.000,825000.000,907000.000,1039000.000,511000.000,553000.000,798000.000,857000.000,1090000.000
AccountsReceivableNetCurrent,1133000.000,1136000.000,501000.000,380000.000,444000.000,788000.000,853000.000,470000.000,609000.000,870000.000,511000.000,470000.000,599000.000,643000.000,534000.000,595000.000,649000.000,714000.000,291000.000,708000.000,861000.000,668000.000,233000.000,1152000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,2986000.000,,,,3174000.000,,,,3329000.000,,,,3484000.000,,,,3659000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,100000.000,101000.000,98000.000,102000.000,102000.000,100000.000,128000.000,127000.000,131000.000,131000.000,132000.000,133000.000,133000.000,135000.000,158000.000,151000.000,152000.000,164000.000,159000.000,135000.000,131000.000,154000.000,156000.000,138000.000
AdditionalPaidInCapital,10608000.000,10612000.000,10616000.000,10620000.000,10624000.000,10629000.000,10635000.000,10641000.000,10647000.000,10654000.000,10661000.000,10668000.000,10675000.000,10680000.000,10684000.000,10691000.000,10694000.000,10698000.000,10692000.000,10695000.000,10697000.000,10699000.000,10701000.000,10702000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,87000.000,,,,52000.000,,,,50000.000,,,,47000.000,,,,49000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,97000.000,93000.000,92000.000,86000.000,86000.000,87000.000,87000.000,74000.000,66000.000,62000.000,52000.000,52000.000,52000.000,52000.000,50000.000,47000.000,46000.000,45000.000,47000.000,45000.000,46000.000,48000.000,49000.000,45000.000
Assets,21531000.000,21660000.000,21158000.000,20605000.000,20509000.000,20680000.000,20407000.000,20116000.000,19829000.000,19776000.000,19233000.000,18792000.000,19039000.000,18465000.000,17926000.000,17654000.000,17962000.000,18059000.000,18049000.000,17447000.000,17541000.000,17236000.000,14036000.000,14371000.000
AssetsCurrent,15954000.000,16013000.000,15462000.000,14611000.000,14553000.000,14777000.000,14480000.000,14232000.000,13689000.000,13833000.000,13495000.000,13093000.000,13477000.000,13004000.000,12617000.000,12479000.000,12881000.000,13033000.000,13158000.000,12669000.000,12860000.000,12665000.000,9533000.000,9964000.000
