,2011-06-30,2011-09-30,2012-03-23,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,753000.000,966000.000,,546000.000,519000.000,1404000.000,644000.000,367000.000,1889000.000,1329000.000,853000.000,799000.000,661000.000,610000.000
AccruedBonusesCurrent,,,,,,,700000.000,,,,,,,
AccruedLiabilitiesCurrent,2090000.000,1575000.000,,578000.000,767000.000,1075000.000,1454000.000,1530000.000,2683000.000,1897000.000,2366000.000,1589000.000,1807000.000,2236000.000
AccruedProfessionalFeesCurrent,,,,,,,387000.000,726000.000,344000.000,277000.000,138000.000,198000.000,275000.000,269000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,21913000.000,22594000.000,,12752000.000,12866000.000,12972000.000,13072000.000,13155000.000,13218000.000,13276000.000,13339000.000,13388000.000,13441000.000,13496000.000
AdditionalPaidInCapital,234834000.000,235089000.000,,235373000.000,235550000.000,235690000.000,235828000.000,236724000.000,248369000.000,248326000.000,249237000.000,251441000.000,252323000.000,253157000.000
Assets,36338000.000,30568000.000,,11273000.000,6068000.000,3894000.000,12435000.000,7627000.000,38970000.000,31877000.000,25724000.000,19341000.000,14197000.000,9621000.000
AssetsCurrent,25829000.000,20770000.000,,9316000.000,4217000.000,2108000.000,8896000.000,4154000.000,34975000.000,27897000.000,21844000.000,15661000.000,10609000.000,6171000.000
AssetsFairValueDisclosure,,,,,3689000.000,1374000.000,7536000.000,,,,,,,
CapitalLeaseObligations,,,,,1377000.000,1216000.000,1060000.000,915000.000,950000.000,899000.000,972000.000,918000.000,858000.000,796000.000
CapitalLeaseObligationsCurrent,220000.000,222000.000,,721000.000,699000.000,646000.000,536000.000,440000.000,531000.000,536000.000,665000.000,670000.000,675000.000,680000.000
CapitalLeaseObligationsNoncurrent,672000.000,638000.000,,813000.000,678000.000,570000.000,524000.000,475000.000,419000.000,363000.000,307000.000,248000.000,183000.000,116000.000
CashAndCashEquivalentsAtCarryingValue,19144000.000,9263000.000,,7349000.000,3689000.000,1374000.000,7536000.000,2857000.000,13873000.000,27479000.000,21510000.000,15366000.000,10124000.000,5728000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,3689000.000,1374000.000,7536000.000,2857000.000,13873000.000,27479000.000,21510000.000,15366000.000,10124000.000,5728000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,0.750,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,80250702.000,80080702.000,187718221.000,481733641.000,481301961.000,636393293.000,665421057.000,776568251.000
CommitmentsAndContingencies,,,,,,0.000,0.000,,0.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000.000,90000.000,,90000.000,90000000.000,90000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,10000000000.000,10000000000.000,10000000000.000
