,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,18853000.000,,,,15579000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-132000.000,527000.000,569000.000,1772000.000,1846000.000,1989000.000,-2218000.000,-2946000.000,-2239000.000,-2145000.000,-2277000.000,-3340000.000,-2906000.000
AdditionalPaidInCapital,74780000.000,74776000.000,74558000.000,74561000.000,74570000.000,74581000.000,147626000.000,140609000.000,140610000.000,140640000.000,140687000.000,140664000.000,140711000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,105000000.000,76000000.000,75000000.000,75000000.000,75000000.000,85000000.000,93000000.000
Assets,1022256000.000,1008953000.000,967984000.000,961803000.000,926574000.000,904825000.000,943676000.000,961218000.000,969017000.000,952657000.000,1000083000.000,977779000.000,975751000.000
AssetsCurrent,,,,,926574000.000,904825000.000,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,16673000.000,16034000.000,0.000,0.000,0.000,
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,,,,,,,,18700000.000,,,,11200000.000,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,2428000.000,2441000.000,,2632000.000,,,,2689000.000,
AvailableForSaleSecurities,221127000.000,236086000.000,228836000.000,246361000.000,225667000.000,181496000.000,206430000.000,171440000.000,169782000.000,160582000.000,183646000.000,165927000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,623000.000,194000.000,519000.000,613000.000,594000.000,446000.000,493000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,364000.000,1234000.000,401000.000,342000.000,539000.000,2131000.000,1468000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,222176000.000,176962000.000,206171000.000,172480000.000,169664000.000,160311000.000,183591000.000,167612000.000,157277000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,0.000,0.000,58000.000,115000.000,83000.000,149000.000,243000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,364000.000,1234000.000,401000.000,342000.000,539000.000,2131000.000,1468000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,28793000.000,2206000.000,93700000.000,158695000.000,86970000.000,81542000.000,99163000.000,134668000.000,121115000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,364000.000,1234000.000,343000.000,227000.000,456000.000,1982000.000,1225000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,26427000.000,,93700000.000,158695000.000,80866000.000,67494000.000,85751000.000,125289000.000,100718000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,2366000.000,2206000.000,0.000,0.000,6104000.000,14048000.000,13412000.000,9379000.000,20397000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,5641000.000,5488000.000,23332000.000,8173000.000,8171000.000,2720000.000,15398000.000,14585000.000,14585000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,6010000.000,5847000.000,23436000.000,8151000.000,8197000.000,2758000.000,15356000.000,13938000.000,14085000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,24475000.000,16204000.000,29998000.000,9075000.000,10625000.000,6420000.000,6033000.000,6840000.000,3784000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,24812000.000,16653000.000,30080000.000,9076000.000,10614000.000,6430000.000,6041000.000,6816000.000,3776000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,10648000.000,10572000.000,183000.000,4979000.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,9689000.000,10597000.000,185000.000,4961000.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,2006000.000,2156000.000,2108000.000,2592000.000,3939000.000,3934000.000,4311000.000,382000.000,3431000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,2017000.000,2167000.000,2113000.000,2600000.000,3947000.000,3942000.000,4321000.000,382000.000,3430000.000
AvailableForSaleSecuritiesEquitySecurities,,,,,2652000.000,2683000.000,,2790000.000,,,,3022000.000,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,225667000.000,181496000.000,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,1754000.000,1165000.000,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,1639000.000,1165000.000,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,1754000.000,1165000.000,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,115000.000,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,5245000.000,5699000.000,,,,,,,
BankOwnedLifeInsurance,,,,,,,34877000.000,35103000.000,35326000.000,35544000.000,35768000.000,35986000.000,36203000.000
Capital,,,,,57964000.000,54209000.000,,,,,,,
CapitalRequiredForCapitalAdequacy,,,,,52962000.000,51720000.000,,,,,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080,0.080,,,,,,,
CapitalToRiskWeightedAssets,,,,,0.088,0.084,,,,,,,
CashAndCashEquivalentsAtCarryingValue,45863000.000,63296000.000,69735000.000,62544000.000,48253000.000,79423000.000,45686000.000,27655000.000,23379000.000,27024000.000,44745000.000,22507000.000,31237000.000
CashSurrenderValueOfLifeInsurance,30902000.000,31158000.000,31412000.000,31655000.000,31900000.000,32146000.000,,,,,,,
CommitmentsAndContingencies,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,215000000.000,215000000.000,215000000.000,215000000.000,215000000.000,215000000.000,215000000.000
CommonStockSharesIssued,7453555.000,7453555.000,7453555.000,7453555.000,7453555.000,7453555.000,6581544.000,6581544.000,6581544.000,6581544.000,6581544.000,6581544.000,6581544.000
CommonStockValue,7454000.000,7454000.000,7454000.000,7454000.000,7454000.000,7454000.000,66000.000,66000.000,66000.000,66000.000,66000.000,66000.000,66000.000
DebtWeightedAverageInterestRate,,,,,,,,0.000,,,,0.000,
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,,,,,30000.000,,,,710000.000,
DeferredIncomeTaxAssetsNet,,,,,,,,38180000.000,37367000.000,36235000.000,35432000.000,35035000.000,34100000.000
DeferredIncomeTaxLiabilities,,,,,,,2259000.000,2045000.000,1993000.000,2094000.000,1917000.000,1835000.000,1599000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,0.000,4000.000,,,,0.000,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,232000.000,5000.000,,,,0.000,
DeferredTaxAssetsGross,,,,,35562000.000,36918000.000,40754000.000,40225000.000,39335000.000,38223000.000,37349000.000,36870000.000,35699000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,38180000.000,37342000.000,36129000.000,35432000.000,35035000.000,34100000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,20874000.000,21160000.000,35204000.000,34180000.000,33427000.000,32072000.000,30924000.000,30166000.000,29096000.000
DeferredTaxAssetsOther,,,,,,,45000.000,246000.000,249000.000,236000.000,205000.000,204000.000,180000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,178000.000,211000.000,196000.000,196000.000
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,696000.000,823000.000,854000.000,941000.000,1030000.000,1068000.000,1068000.000
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,800000.000,,,,1100000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,,,,77000.000,74000.000,196000.000,313000.000,430000.000,108000.000,277000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,130000.000,87000.000,87000.000,87000.000,117000.000,66000.000,84000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,8095000.000,8095000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,7076000.000,8177000.000,3268000.000,3342000.000,3490000.000,3473000.000,3510000.000,3465000.000,3476000.000
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,,405000.000,0.000,0.000,0.000,655000.000,379000.000
DeferredTaxAssetsValuationAllowance,,,,,35562000.000,36918000.000,38495000.000,0.000,0.000,0.000,0.000,0.000,0.000
