,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29
AccountsNotesAndLoansReceivableNetCurrent,123057000.000,109616000.000,107974000.000,131142000.000,120312000.000,120282000.000,125739000.000,112418000.000,109351000.000
AccountsPayableCurrent,88978000.000,84034000.000,85603000.000,98399000.000,115412000.000,140028000.000,113590000.000,104173000.000,108057000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,271112000.000,273494000.000,274385000.000,277500000.000,279899000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-112303000.000,-112363000.000,-201853000.000,-199738000.000,-198649000.000,-196856000.000,-234397000.000,-232167000.000,-231401000.000
AdditionalPaidInCapital,203010000.000,202659000.000,202471000.000,184451000.000,187248000.000,187456000.000,187534000.000,187515000.000,239121000.000
AllowanceForDoubtfulAccountsReceivableCurrent,8756000.000,8628000.000,10413000.000,11152000.000,10304000.000,10795000.000,11615000.000,12279000.000,12279000.000
Assets,677116000.000,639641000.000,614496000.000,622539000.000,634173000.000,645580000.000,618441000.000,596312000.000,546732000.000
AssetsCurrent,418531000.000,390289000.000,371006000.000,382879000.000,398979000.000,407385000.000,393228000.000,375227000.000,354727000.000
CashAndCashEquivalentsAtCarryingValue,35354000.000,21191000.000,25387000.000,15418000.000,19070000.000,15512000.000,11869000.000,10283000.000,8817000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,28571429.000
CommonStockSharesIssued,60614741.000,60614741.000,60614741.000,60614741.000,60614741.000,60614741.000,60614741.000,60614741.000,8659249.000
CommonStockValue,60615000.000,60615000.000,60615000.000,60615000.000,60615000.000,60615000.000,60615000.000,60615000.000,8659000.000
ContractualObligation,,,,,5789000.000,4045000.000,3221000.000,2773000.000,2447000.000
DeferredIncomeTaxLiabilities,,,,,,,28255000.000,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,2365000.000,,
DeferredTaxAssetsGross,,,,,,,256049000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-18619000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,75215000.000,79098000.000,84417000.000,88797000.000,98376000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,29373000.000,29840000.000,31642000.000,32671000.000,34472000.000
DeferredTaxAssetsOther,,,,,,,9698000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,2210000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,85987000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,36791000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,246413000.000,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,1408000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,24538000.000,,
DeferredTaxLiabilitiesNoncurrent,21590000.000,18976000.000,19330000.000,19775000.000,19954000.000,20407000.000,18002000.000,22063000.000,17866000.000
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,2309000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,0.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,102821000.000,100882000.000,185991000.000,182740000.000,179074000.000,175330000.000,213295000.000,211112000.000,208671000.000
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,,,,,-234783000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,,,,,-254319000.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,,0.041,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,9000000.000,0.000,,5000000.000,3600000.000
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,,,6250000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,154521000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,28606000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,29884000.000,,
