,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,12526000.000,10417000.000,15318000.000,11454000.000,14626000.000,10949000.000,12472000.000,11578000.000,11073000.000,11686000.000,12542000.000,10051000.000,10469000.000,12931000.000,17373000.000,15400000.000,18207000.000,24799000.000
AccountsPayableTradeCurrent,,,,,2057000.000,1659000.000,3557000.000,2011000.000,1551000.000,775000.000,1407000.000,1315000.000,1096000.000,855000.000,999000.000,1204000.000,650000.000,1409000.000
AccountsReceivableNetCurrent,10673000.000,6790000.000,6092000.000,5887000.000,5975000.000,7490000.000,7507000.000,7562000.000,6621000.000,6215000.000,6506000.000,5075000.000,5243000.000,6096000.000,12221000.000,9645000.000,10938000.000,13178000.000
AccruedLiabilitiesCurrent,,,,,2775000.000,1884000.000,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,634000.000,470000.000,518000.000,678000.000,628000.000,891000.000,456000.000,698000.000,664000.000,344000.000,262000.000,639000.000,477000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,14321000.000,13142000.000,13380000.000,13593000.000,13796000.000,14020000.000,7255000.000,7415000.000,7626000.000,7845000.000,8072000.000,8300000.000,8551000.000,8817000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,53000.000,26000.000,7000.000,,2000.000,6000.000,6000.000,3000.000,1000.000,3000.000,3000.000,53000.000,93000.000,126000.000,28000.000,44000.000,24000.000,82000.000
AdditionalPaidInCapital,,,,,,,,,,,,641524000.000,644236000.000,647183000.000,650249000.000,653539000.000,877197000.000,886140000.000
AdditionalPaidInCapitalCommonStock,446640000.000,447534000.000,448527000.000,449385000.000,450738000.000,451996000.000,453625000.000,456555000.000,487748000.000,492091000.000,559065000.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,45000.000,75000.000,115000.000,45000.000,45000.000,45000.000,0.000,,,,,,,,,,,
Assets,79947000.000,69992000.000,83375000.000,68022000.000,63891000.000,57161000.000,55486000.000,47405000.000,70695000.000,70639000.000,134207000.000,208657000.000,208624000.000,211836000.000,217133000.000,211345000.000,427740000.000,348919000.000
