,2011-03-31,2011-06-30,2011-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1379000.000,,
AllocatedShareBasedCompensationExpense,,713000.000,580000.000
AmortizationOfFinancingCostsAndDiscounts,526000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,195000.000,105000.000
AssetRetirementObligationAccretionExpense,110000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-3157000.000,,
ComprehensiveIncomeNetOfTax,1658000.000,70680000.000,102565000.000
CostsAndExpenses,39011000.000,46757000.000,59849000.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,
DeferredIncomeTaxExpenseBenefit,179000.000,8930000.000,-3822000.000
DepletionOfOilAndGasProperties,18940000.000,23531000.000,28953000.000
DepreciationAndAmortization,971000.000,1244000.000,1722000.000
DerivativeGainLossOnDerivativeNet,,33421000.000,53094000.000
EarningsPerShareBasic,0.010,0.610,0.880
EarningsPerShareDiluted,0.010,0.600,0.860
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,-782000.000,-776000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,384000.000,312000.000
GasGatheringTransportationMarketingAndProcessingRevenue,2000.000,3000.000,3000.000
GeneralAndAdministrativeExpense,3382000.000,3165000.000,3359000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1733000.000,79765000.000,98691000.000
IncomeTaxExpenseBenefit,179000.000,8930000.000,-3822000.000
IncreaseDecreaseInAccountsPayable,1589000.000,,
IncreaseDecreaseInAccountsReceivable,18176000.000,,
IncreaseDecreaseInOtherOperatingAssets,759000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,319000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,7037000.000,,
IncreaseDecreaseInRoyaltiesPayable,15974000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,2116000.000,2098000.000
InterestExpense,3378000.000,5794000.000,7472000.000
InvestmentIncomeInterest,367000.000,342000.000,240000.000
LeaseOperatingExpense,7720000.000,8724000.000,13595000.000
NetCashProvidedByUsedInFinancingActivities,-3843000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-3843000.000,,
NetCashProvidedByUsedInInvestingActivities,-65525000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-65525000.000,,
NetCashProvidedByUsedInOperatingActivities,66211000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,66211000.000,,
NetIncomeLoss,1554000.000,70835000.000,102513000.000
NonoperatingIncomeExpense,143000.000,-1518000.000,-9565000.000
OilAndGasSalesRevenue,75963000.000,93726000.000,113766000.000
OperatingIncomeLoss,1590000.000,81283000.000,108256000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,104000.000,-155000.000,52000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,0.000,,
OtherNonoperatingIncomeExpense,3154000.000,3934000.000,-2333000.000
PaymentsForRepurchaseOfCommonStock,467000.000,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,6118000.000,,
PaymentsToExploreAndDevelopOilAndGasProperties,111727000.000,,
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,51936000.000,,
ProceedsFromStockOptionsExercised,77000.000,,
ProductionTaxExpense,7698000.000,9451000.000,11483000.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,,113000.000,127000.000
Revenues,40601000.000,128040000.000,168105000.000
SalesRevenueNet,40601000.000,128040000.000,168105000.000
ShareBasedCompensation,747000.000,,
StockIssuedDuringPeriodValueNewIssues,0.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,77000.000,,
TreasuryStockValueAcquiredCostMethod,467000.000,,
UnrealizedGainLossOnDerivativesAndCommodityContracts,-36008000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,118522000.000,118524000.000,118557000.000
WeightedAverageNumberOfSharesOutstandingBasic,116359000.000,116408000.000,116459000.000
