,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccretionOfDiscount,,,,,,,,,,,208000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,-643000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,,,,,,,7158000.000
AmortizationOfFinancingCosts,,,95000.000,70000.000,66000.000,70000.000,62000.000,67000.000,66000.000,67000.000,55000.000
AmortizationOfIntangibleAssets,,,1355000.000,1421000.000,1349000.000,1083000.000,1049000.000,,,,1014000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,125000.000,122000.000,,,,,,
AssetImpairmentCharges,,,,,4500000.000,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,2000.000,-245000.000,,,,,,
BusinessExitCosts1,,,,,,,,111000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5540000.000,,,,-3668000.000,,,,-1224000.000
CommonStockDividendsPerShareDeclared,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080
ComprehensiveIncomeNetOfTax,,,850000.000,-4893000.000,577000.000,-17171000.000,-886000.000,-5820000.000,6264000.000,5713000.000,-2797000.000
CostOfGoodsAndServicesSold,71412000.000,70235000.000,75684000.000,76433000.000,71599000.000,79764000.000,73052000.000,66569000.000,67872000.000,63066000.000,65448000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,,,,0.090,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,,,,,0.089,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements,1846000.000,,,,,,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,0.000,203000.000,,,,0.000,,
Depreciation,,,3300000.000,,,,3398000.000,,,,3573000.000
DepreciationAndAmortization,,,,,,,,4680000.000,4782000.000,,4587000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,,0.000,,,,,,
