,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,265700.000,235400.000,179800.000,156800.000,160300.000,148100.000,167300.000,150100.000,76200.000,103400.000,83100.000,88100.000,33100.000,18200.000
AccountsReceivableNetCurrent,118200.000,168500.000,31800.000,63500.000,287800.000,219700.000,225800.000,149900.000,253300.000,268300.000,168200.000,413100.000,243400.000,283500.000
AccruedLiabilitiesCurrent,165900.000,116200.000,101500.000,98200.000,383000.000,398400.000,429400.000,465300.000,443000.000,455800.000,476000.000,506700.000,459900.000,406900.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,250400.000,251900.000,253300.000,254200.000,178400.000,179600.000,180800.000,173500.000,175700.000,177500.000,179400.000,181200.000,183000.000,184700.000
AdditionalPaidInCapital,12380600.000,12380600.000,12386700.000,12396900.000,12408500.000,12408500.000,12408500.000,12426600.000,12426600.000,12426600.000,12426600.000,12426600.000,12426600.000,12439800.000
AllowanceForDoubtfulAccountsReceivable,5000.000,5000.000,5000.000,5000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
Assets,250700.000,211500.000,102500.000,152000.000,396200.000,332900.000,403700.000,363800.000,344800.000,383600.000,416000.000,552200.000,558000.000,541700.000
AssetsCurrent,244100.000,206400.000,98800.000,149200.000,378100.000,316000.000,387200.000,340700.000,323900.000,364500.000,398800.000,535400.000,543000.000,527700.000
CashAndCashEquivalentsAtCarryingValue,82300.000,1400.000,22900.000,38000.000,28000.000,28600.000,103400.000,154800.000,11400.000,48400.000,132600.000,37100.000,199100.000,150100.000
CashUninsuredAmount,,,,,,,,,0.000,,,,250000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,58187378.000,58187378.000,58346466.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000
CommonStockSharesOutstanding,58187378.000,58187378.000,58346466.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000,58599016.000
CommonStockValue,,,,,586000.000,586000.000,586000.000,586000.000,586000.000,586000.000,586000.000,586000.000,586000.000,586000.000
CommonStockValueOutstanding,581900.000,581900.000,583500.000,586000.000,,,,,,,,,,
ConvertibleDebtCurrent,,,,,102900.000,104000.000,105000.000,32600.000,32800.000,33000.000,33300.000,128300.000,128300.000,95000.000
ConvertibleDebtNoncurrent,,,,,31800.000,32100.000,32300.000,95000.000,95000.000,95000.000,95000.000,,,33300.000
DebtInstrumentUnamortizedDiscount,,,,,1400.000,1200.000,900.000,,,,,,,
DeferredRevenueCurrent,75500.000,54500.000,42800.000,181000.000,93400.000,93400.000,73500.000,69300.000,112400.000,105900.000,155800.000,90200.000,106300.000,100700.000
DeferredTaxAssetsValuationAllowance,,,,,1933000.000,,,,1943000.000,,,,1926000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,,,,0.000
FurnitureAndFixturesGross,184500.000,184500.000,184500.000,184500.000,176800.000,176800.000,177600.000,176900.000,176900.000,176900.000,176900.000,178300.000,178300.000,179000.000
InventoryNet,,,,,43500.000,54500.000,36300.000,28700.000,36600.000,31200.000,62900.000,73300.000,70900.000,61100.000
InventoryRawMaterials,27400.000,24600.000,20800.000,31300.000,,,,,,,,,,
LeaseholdImprovementsGross,72500.000,72500.000,72500.000,72500.000,19700.000,19700.000,19700.000,19700.000,19700.000,19700.000,19700.000,19700.000,19700.000,19700.000
LiabilitiesAndStockholdersEquity,250700.000,211500.000,102500.000,152000.000,396200.000,332900.000,403700.000,363800.000,344800.000,383600.000,416000.000,552200.000,558000.000,541700.000
LiabilitiesCurrent,638900.000,533600.000,436900.000,541000.000,802600.000,795900.000,821200.000,750300.000,687900.000,717600.000,762700.000,823300.000,737600.000,630800.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,100000.000,,,,,,,,,
LinesOfCreditCurrent,81300.000,75000.000,68800.000,62500.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,44900.000,,,,46200.000,,,,47400.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,16300.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,48600.000,,,,16300.000,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,47400.000,,,,48600.000,,,,16300.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,46200.000,,,,47400.000,,,,48600.000,
OperatingLossCarryforwards,,,,,4601000.000,,,,4627000.000,,,,4585000.000,
PreferredStockParOrStatedValuePerShare,,,1.000,,1.000,,,,1.000,,,,1.000,
PreferredStockSharesAuthorized,,,300000.000,,300000.000,,,,300000.000,,,,300000.000,
PreferredStockSharesIssued,,,0.000,,0.000,,,,0.000,,,,0.000,
PreferredStockSharesOutstanding,,,0.000,,0.000,,,,0.000,,,,0.000,
PreferredStockValueOutstanding,,,0.000,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,16200.000,11900.000,23300.000,16400.000,18800.000,13200.000,21700.000,7300.000,22600.000,16600.000,35100.000,11900.000,29600.000,33000.000
PropertyPlantAndEquipmentGross,257000.000,257000.000,257000.000,257000.000,196500.000,196500.000,197300.000,196600.000,196600.000,196600.000,196600.000,198000.000,198000.000,198700.000
PropertyPlantAndEquipmentNet,6600.000,5100.000,3700.000,2800.000,18100.000,16900.000,16500.000,23100.000,20900.000,19100.000,17200.000,16800.000,15000.000,14000.000
