,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,61073092.000,63282992.000,70157597.000,65470573.000,72986047.000,53514927.000,52234323.000,43200002.000,33001922.000,43789630.000,50339389.000,56510321.000,64399679.000,55820675.000,68613408.000,71456983.000,73284660.000,69936200.000,83892258.000,66353774.000,79419180.000,81823157.000,71000819.000,79963630.000,77714280.000
AccountsReceivableNetCurrent,116330190.000,111859028.000,130039210.000,110389715.000,139296845.000,129948477.000,126272547.000,109579693.000,121927126.000,120187023.000,152437232.000,143046590.000,171337311.000,178281000.000,186412048.000,168008704.000,201782059.000,196059680.000,208203616.000,195969400.000,223989470.000,219442950.000,229236789.000,211591745.000,249457918.000
AccruedIncomeTaxesCurrent,,,,,,,,1582570.000,,,,13316102.000,,,,768142.000,,,,148251.000,,,,572834.000,
AccruedLiabilitiesCurrent,54265548.000,40518523.000,46590486.000,,57118552.000,52497356.000,52023258.000,,76653390.000,60094081.000,70251042.000,,102721345.000,72992648.000,74499771.000,,90417747.000,85372517.000,97737628.000,,115904024.000,87260676.000,85478444.000,,196641584.000
AccruedRoyaltiesCurrent,,,,6745877.000,,,,9889708.000,,,,9374449.000,,,,12051121.000,,,,10373152.000,,,,11932416.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,321387945.000,,,,366154545.000,,,,415420147.000,,,,468880683.000,,,,521260569.000,,,,581231305.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,10412246.000,,,,15111778.000,,,,19467441.000,,,,10868322.000,,,,829907.000,,,,2788975.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,,,-959206.000,,,,-1915834.000,,,,-1197281.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,2129957.000,,,,2458933.000,,,,2507922.000,,,,1403899.000,,,,-44909.000,,,,-2862999.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,27296826.000,24790069.000,7721795.000,,21671173.000,15112385.000,18116852.000,17570711.000,22945622.000,20786416.000,22098848.000,21975363.000,19483799.000,17517734.000,14137766.000,11313015.000,8803947.000,7139902.000,-1761626.000,-1130836.000,-1892082.000,-3475598.000,-442780.000,-1271305.000,745234.000
AdditionalPaidInCapitalCommonStock,359051014.000,368979703.000,379763990.000,395229891.000,401647926.000,410631715.000,410922622.000,418766010.000,429519108.000,444299603.000,455997100.000,478865778.000,490518149.000,501953007.000,515108023.000,553836483.000,567470322.000,575679415.000,584423871.000,596782695.000,607279154.000,638336658.000,655290470.000,683446463.000,701980783.000
AociTaxAttributableToParent,,,,,,,,,,,,,,,,,,,,,,,,,745234.000
Assets,1091912967.000,1114019908.000,1134543461.000,1176027002.000,1255147206.000,1254026027.000,1254904329.000,1265691335.000,1330132276.000,1366277015.000,1697128163.000,1764088434.000,1865052923.000,1890034079.000,1950432392.000,2022540029.000,2091435105.000,2112541030.000,2124011371.000,2148672928.000,2197312121.000,2207259206.000,2258273672.000,2309619833.000,2363292666.000
AssetsCurrent,722835545.000,725644650.000,758202570.000,752292984.000,786267964.000,776741088.000,739741466.000,744663040.000,795257475.000,855471597.000,523851649.000,601186242.000,703600975.000,733708178.000,799979786.000,856637694.000,930766861.000,955212123.000,979203221.000,984008792.000,1060145530.000,1055603901.000,1108816120.000,1154989029.000,1194557673.000
AvailableForSaleSecurities,,611421541.000,563166640.000,546963176.000,,,,592315554.000,,,,416597246.000,,,,612073392.000,,,,651261421.000,,,,773392634.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,16934512.000,14464744.000,6585055.000,,5019908.000,5454908.000,5433063.000,5209434.000,6880406.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,791701.000,1308492.000,5237521.000,,4062477.000,4114992.000,747262.000,918703.000,419421.000
AvailableForSaleSecuritiesAmortizedCost,,,,172957560.000,,,141761786.000,179388001.000,201719645.000,200724769.000,83902235.000,77055612.000,82710461.000,86193927.000,85290342.000,97923092.000,99354849.000,101584848.000,93077387.000,98427114.000,79701563.000,217452974.000,205008466.000,222624828.000,231686980.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,,,,116145.000,788268.000,240528.000,151091.000,98163.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,,,,,4062477.000,4114992.000,747262.000,918703.000,419421.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,22887686.000,,,,1886080.000,,,,19972258.000,,,,65440181.000,43494877.000,40164928.000,32882763.000,55932412.000,51845949.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,791701.000,1308492.000,5237521.000,,3946332.000,3326724.000,506734.000,767612.000,321258.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,42845635.000,,,16082527.000,,32773530.000,40309073.000,37646607.000,,8715289.000,4179684.000,8020691.000,,15894733.000,25133644.000,58061443.000,,43246027.000,34946484.000,31401343.000,55574292.000,51576425.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,,,,,,,,,248850.000,5218444.000,1481420.000,358120.000,269524.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,505390.000,,,,2180780.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,61313627.000,,,,62983636.000,,,,,,,,,,,,,,,,,
