,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,58861000.000,64606000.000,70806000.000,86324000.000,95269000.000,116987000.000,121503000.000,227543000.000,211700000.000,212800000.000,211500000.000,240451000.000,
AdjustmentForLongTermIntercompanyTransactionsGrossOfTax,,,5740000.000,,21090000.000,-2792000.000,5693000.000,1130000.000,-1255000.000,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,-21475000.000,,,,11930000.000,,,,10272000.000,,,,1097000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,14967000.000,,,,19493000.000
AllocatedShareBasedCompensationExpense,7600000.000,6800000.000,8800000.000,9500000.000,51400000.000,10900000.000,23800000.000,12688000.000,15000000.000,14600000.000,15000000.000,,
AmortizationOfFinancingCostsAndDiscounts,9952000.000,,,,5947000.000,,,,6373000.000,,,,7064000.000
AmortizationOfIntangibleAssets,55194000.000,68273000.000,70806000.000,86324000.000,95269000.000,116987000.000,121503000.000,227543000.000,211669000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,26171000.000,846252.000,800000.000,-21017252.000,,,,,,,,,
AssetImpairmentCharges,0.000,0.000,0.000,22542000.000,7000000.000,70243000.000,923607000.000,139859000.000,129625000.000,39951000.000,93504000.000,3518085000.000,203962000.000
BusinessCombinationAcquisitionRelatedCosts,45269000.000,19618000.000,6932000.000,13715000.000,34640000.000,44225000.000,-27688000.000,54073000.000,12554000.000,48171000.000,19476000.000,7400000.000,10880000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,12000.000,,,,,,-80300000.000,,,23892000.000,11600000.000,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,,,,,,,,-146500000.000,,,,
