,2012-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-11212692.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-264136.000
CostOfPropertyRepairsAndMaintenance,758778.000
DepreciationAmortizationAndAccretionNet,329807.000
DepreciationAndAmortization,587699.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,12450641.000
GainLossOnSaleOfPropertyPlantEquipment,12628877.000
GeneralAndAdministrativeExpense,1640755.000
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,130661.000
ImpairmentOfRealEstate,130661.000
IncomeLossFromContinuingOperations,-1122752.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-4409.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,-25.490
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,3503042.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,203.920
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,11327889.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-235045.000
IncreaseDecreaseInDueToAffiliates,237518.000
IncreaseDecreaseInInterestPayableNet,734380.000
IncreaseDecreaseInOtherCurrentAssets,-53541.000
IncreaseDecreaseInRestrictedCash,2636.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,74621.000
IncreaseDecreaseInSecurityDeposits,1597.000
InterestExpenseDebt,666640.000
NetCashProvidedByUsedInFinancingActivities,-551992.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-551992.000
NetCashProvidedByUsedInInvestingActivities,172659.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,172659.000
NetCashProvidedByUsedInOperatingActivities,115197.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,115197.000
NetIncomeLoss,7829256.000
NetIncomeLossAllocatedToLimitedPartners,7750963.000
NetIncomeLossAttributableToNoncontrollingInterest,3498633.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,178.430
OperatingExpenses,4986490.000
OtherIncome,188920.000
PartnersCapitalAccountDistributions,-239621.000
PaymentsOfDividendsMinorityInterest,239621.000
PaymentsToAcquireBuildings,49891.000
ProceedsFromRepaymentsOfRelatedPartyDebt,-6000.000
ProceedsFromSaleOfPropertyHeldForSale,284000.000
RealEstateInsurance,214836.000
RealEstateTaxExpense,141792.000
RepaymentsOfLongTermDebt,306371.000
Revenues,3863738.000
SalesRevenueNet,3674818.000
UtilitiesOperatingExpenseOperations,526735.000
