,2011-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,295832000.000
CostOfRevenue,41549000.000
DeferredIncomeTaxExpenseBenefit,29341000.000
DepreciationDepletionAndAmortization,7347000.000
EarningsPerShareBasic,-0.050
EarningsPerShareDiluted,-0.050
EffectOfExchangeRateOnCashAndCashEquivalents,2042000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,181000.000
GeneralAndAdministrativeExpense,31991000.000
GrossProfit,149165000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,15509000.000
IncomeTaxExpenseBenefit,33451000.000
IncreaseDecreaseInAccountsPayable,3297000.000
IncreaseDecreaseInAccountsReceivable,-82308000.000
IncreaseDecreaseInAccruedLiabilities,-56290000.000
IncreaseDecreaseInDeferredRevenue,-59195000.000
IncreaseDecreaseInOtherOperatingAssets,-13207000.000
IncreaseDecreaseInPrepaidExpense,-988000.000
LicenseCosts,1520000.000
LicensesRevenue,20387000.000
MaintenanceCosts,20819000.000
NetCashProvidedByUsedInFinancingActivities,1547000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1547000.000
NetCashProvidedByUsedInInvestingActivities,283076000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,283076000.000
NetCashProvidedByUsedInOperatingActivities,9167000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,9167000.000
NetIncomeLoss,-17942000.000
NonoperatingIncomeExpense,3956000.000
OperatingExpenses,137612000.000
OperatingIncomeLoss,11553000.000
PaymentsForProceedsFromOtherInvestingActivities,738000.000
PaymentsToAcquirePropertyPlantAndEquipment,889000.000
PaymentsToAcquireShortTermInvestments,31429000.000
ProceedsFromIssuanceOfCommonStock,1366000.000
ProceedsFromSaleOfShortTermInvestments,308785000.000
ResearchAndDevelopmentExpense,38365000.000
Revenues,190714000.000
SalesRevenueNet,190714000.000
SellingAndMarketingExpense,67256000.000
ShareBasedCompensation,6060000.000
TechnologyServicesCosts,19210000.000
TechnologyServicesRevenue,19934000.000
WeightedAverageNumberOfDilutedSharesOutstanding,352001000.000
WeightedAverageNumberOfSharesOutstandingBasic,352001000.000
