,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,289000.000,208000.000,23000.000,234000.000,288000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,2392000.000
Assets,303333000.000,307101000.000,298861000.000,306466000.000,306501000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,9011000.000,0.000,0.000,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,48169000.000
AvailableForSaleSecurities,53535000.000,63904000.000,58687000.000,59708000.000,48459000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,12366000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,10057000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,2309000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,48169000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,48459000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,345000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,262000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,345000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,83000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,635000.000
BankOwnedLifeInsurance,5869000.000,5906000.000,5941000.000,5967000.000,6044000.000
Capital,,,,,28233000.000
CapitalRequiredForCapitalAdequacy,,,,,17321000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080
CapitalRequiredToBeWellCapitalized,,,,,25981000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,0.120
CapitalToRiskWeightedAssets,,,,,0.130
CashAndCashEquivalentsAtCarryingValue,27180000.000,22168000.000,,,42768000.000
CashAndDueFromBanks,22481000.000,17168000.000,18634000.000,,
CashEquivalentsAtCarryingValue,27481000.000,22168000.000,18634000.000,30476000.000,42768000.000
CommonStockParOrStatedValuePerShare,0.000,,,,
CommonStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesIssued,,,2388225.000,2403741.000,2444161.000
CommonStockSharesOutstanding,2349501.000,2367257.000,2388225.000,2403741.000,2444161.000
CommonStockValue,43099000.000,43146000.000,43191000.000,43229000.000,43310000.000
Deposits,268112000.000,272265000.000,265881000.000,273654000.000,272379000.000
FederalFundsSold,5000000.000,5000000.000,0.000,,
FederalHomeLoanBankAdvancesLongTerm,923000.000,923000.000,923000.000,923000.000,891000.000
FederalHomeLoanBankStock,661000.000,661000.000,661000.000,661000.000,661000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,3647000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,2620000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,176435000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,20227000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment,,,,,0.000
FinancingReceivableRecordedInvestment30To59DaysPastDue,,,,,303000.000
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,,13000.000
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,,,0.000
FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,,,,,3281000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,,7021000.000
FinancingReceivableRecordedInvestmentPastDue,,,,,3597000.000
HeldToMaturitySecurities,3648000.000,3423000.000,2963000.000,2963000.000,2692000.000
HeldToMaturitySecuritiesDebtMaturitiesFairValue,,,,,2762000.000
HeldToMaturitySecuritiesDebtMaturitiesNetCarryingAmount,,,,,2692000.000
HeldToMaturitySecuritiesFairValue,,,,,2762000.000
HeldToMaturitySecuritiesUnrecognizedHoldingLoss,,,,,0.000
HeldtomaturitySecuritiesUnrecognizedHoldingGain,,,,,70000.000
ImpairedFinancingReceivableRecordedInvestment,,,,,20573000.000
ImpairedFinancingReceivableRelatedAllowance,,,,,2620000.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,,26156000.000
InterestBearingDepositLiabilities,204295000.000,206315000.000,203168000.000,201306000.000,202086000.000
InterestReceivable,1025000.000,1014000.000,1039000.000,984000.000,1238000.000
Liabilities,286922000.000,291424000.000,284201000.000,292296000.000,290646000.000
LiabilitiesAndStockholdersEquity,303333000.000,307101000.000,298861000.000,306466000.000,306501000.000
