,2011-07-02,2011-12-31,2012-05-15,2012-06-30
AccountsPayable,,,,7260000.000
AccountsPayableCurrent,10045000.000,6864000.000,,
AccountsReceivableGrossCurrent,,,,21835000.000
AccountsReceivableNet,,,,14987000.000
AccountsReceivableNetCurrent,18544000.000,15904000.000,,14987000.000
AccruedLiabilitiesCurrent,4760000.000,5472000.000,,4210000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,62085000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2964000.000,-3384000.000,,-3275000.000
AdditionalPaidInCapital,124364000.000,124992000.000,,125400000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,-6849000.000
Assets,80718000.000,69813000.000,,63790000.000
AssetsCurrent,54389000.000,45338000.000,,41162000.000
Cash,,2539000.000,,
CashAndCashEquivalentsAtCarryingValue,3720000.000,2539000.000,,2901000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,,0.010
CommonStockSharesAuthorized,75000000.000,75000000.000,,75000000.000
CommonStockSharesIssued,37311053.000,37395228.000,,
CommonStockSharesOutstanding,37311053.000,37395228.000,,37395228.000
CommonStockValue,373000.000,374000.000,,374000.000
DeferredRevenue,,,,3752000.000
DeferredRevenueCurrent,4752000.000,4473000.000,,3752000.000
DeferredTaxAssetsNet,,,,-0.000
IntangibleAssetsNetExcludingGoodwill,5411000.000,5001000.000,,4496000.000
InventoryFinishedGoods,,,,15599000.000
InventoryGross,,,,21178000.000
InventoryNet,28949000.000,25038000.000,,21178000.000
InventoryRawMaterials,,,,4343000.000
InventoryWorkInProcess,,,,1236000.000
Liabilities,,,,26035000.000
LiabilitiesAndStockholdersEquity,80718000.000,69813000.000,,63790000.000
LiabilitiesCurrent,32454000.000,30566000.000,,26035000.000
LiabilitiesNoncurrent,32521000.000,30597000.000,,
LineOfCreditFacilityAmountOutstanding,,,,10813000.000
LinesOfCreditCurrent,12897000.000,13757000.000,,10813000.000
OtherAssetsCurrent,3176000.000,1345000.000,,1580000.000
OtherAssetsNoncurrent,1117000.000,931000.000,,769000.000
OtherLiabilitiesNoncurrent,67000.000,31000.000,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,,1000000.000
PreferredStockSharesIssued,0.000,0.000,,0.000
PreferredStockValue,0.000,0.000,,
ProductWarrantyAccrual,,,,724000.000
PropertyPlantAndEquipmentGross,,,,79448000.000
PropertyPlantAndEquipmentNet,19801000.000,18543000.000,,17363000.000
RestrictedCashAndCashEquivalents,,512000.000,,516000.000
RetainedEarningsAccumulatedDeficit,-73576000.000,-82766000.000,,-84744000.000
StockholdersEquity,48197000.000,39216000.000,,37755000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,37755000.000
