,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-04-29,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsNotesAndLoansReceivableNetCurrent,10148000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,6747000000.000,7112000000.000,7093000000.000,8517000000.000,7416000000.000,7482000000.000,7085000000.000,7952000000.000,7203000000.000,6821000000.000,6263000000.000,7461000000.000,,6271000000.000,5855000000.000,6864000000.000,6314000000.000,5943000000.000,5166000000.000,6028000000.000,5302000000.000,5484000000.000,5271000000.000,6209000000.000,5324000000.000,5126000000.000
AccountsReceivableNetCurrent,,10539000000.000,9719000000.000,11179000000.000,10012000000.000,10172000000.000,9772000000.000,10667000000.000,10084000000.000,10277000000.000,9865000000.000,10465000000.000,,9902000000.000,9122000000.000,9090000000.000,8806000000.000,8632000000.000,7987000000.000,8333000000.000,8527000000.000,8782000000.000,8291000000.000,9182000000.000,8377000000.000,8401000000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,,,,,,,,,,,272000000.000,,
AccruedEnvironmentalLossContingenciesNoncurrent,,,,249000000.000,,,,216000000.000,,,,231000000.000,,,,240000000.000,,,,270000000.000,,,,262000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,26557000000.000,26887000000.000,26252000000.000,26241000000.000,26496000000.000,26293000000.000,26688000000.000,26505000000.000,26459000000.000,26196000000.000,26931000000.000,26654000000.000,,27188000000.000,28882000000.000,28263000000.000,27793000000.000,27936000000.000,18568000000.000,18615000000.000,18717000000.000,19044000000.000,19738000000.000,19303000000.000,19816000000.000,20388000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-18119000000.000,-17109000000.000,-18099000000.000,-21885000000.000,-21115000000.000,-21498000000.000,-20720000000.000,-25759000000.000,-25466000000.000,-25774000000.000,-24971000000.000,-21602000000.000,,-20369000000.000,-20978000000.000,-27875000000.000,-27842000000.000,-27432000000.000,-28155000000.000,-29607000000.000,-28998000000.000,-28604000000.000,-28164000000.000,-29398000000.000,-28710000000.000,-28189000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,305000000.000,282000000.000,256000000.000,272000000.000,264000000.000,250000000.000,255000000.000,263000000.000,258000000.000,273000000.000,291000000.000,,294000000.000,316000000.000,336000000.000,354000000.000,364000000.000,362000000.000,367000000.000,336000000.000,352000000.000,325000000.000,290000000.000,302000000.000,304000000.000
AllowanceForDoubtfulOtherReceivablesCurrent,,12000000.000,11000000.000,11000000.000,9000000.000,11000000.000,20000000.000,17000000.000,20000000.000,25000000.000,29000000.000,36000000.000,,45000000.000,46000000.000,40000000.000,41000000.000,52000000.000,53000000.000,51000000.000,55000000.000,58000000.000,48000000.000,48000000.000,38000000.000,38000000.000
AllowanceForNotesAndLoansReceivableCurrent,,286000000.000,266000000.000,311000000.000,282000000.000,271000000.000,277000000.000,288000000.000,273000000.000,279000000.000,280000000.000,308000000.000,,404000000.000,432000000.000,452000000.000,484000000.000,528000000.000,488000000.000,490000000.000,529000000.000,526000000.000,532000000.000,337000000.000,351000000.000,272000000.000
AllowanceForNotesAndLoansReceivableNoncurrent,,40000000.000,37000000.000,38000000.000,58000000.000,55000000.000,65000000.000,66000000.000,64000000.000,64000000.000,72000000.000,80000000.000,,68000000.000,87000000.000,126000000.000,125000000.000,122000000.000,121000000.000,118000000.000,154000000.000,142000000.000,116000000.000,101000000.000,99000000.000,122000000.000
AssetRetirementObligation,,,,,,,,,,,,,,,,,,,,,,,,173000000.000,,
AssetRetirementObligationsNoncurrent,,,,166000000.000,,,,127000000.000,,,,129000000.000,,,,136000000.000,,,,134000000.000,,,,142000000.000,,
Assets,112960000000.000,113474000000.000,110158000000.000,116433000000.000,115347000000.000,113832000000.000,115778000000.000,119213000000.000,117258000000.000,115153000000.000,117845000000.000,126223000000.000,,124314000000.000,118911000000.000,117532000000.000,112037000000.000,112729000000.000,108649000000.000,110495000000.000,118856000000.000,118056000000.000,115606000000.000,117470000000.000,117495000000.000,120495000000.000
AssetsCurrent,47524000000.000,46937000000.000,45373000000.000,50928000000.000,48847000000.000,47392000000.000,48141000000.000,49433000000.000,48949000000.000,47911000000.000,47533000000.000,51350000000.000,,48182000000.000,47163000000.000,49422000000.000,46316000000.000,45186000000.000,42112000000.000,42504000000.000,47623000000.000,43524000000.000,41433000000.000,43888000000.000,42889000000.000,45013000000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,2000000.000,3000000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,7000000.000,7000000.000,7000000.000,,7000000.000,7000000.000,7000000.000,6000000.000,6000000.000,6000000.000,5000000.000,5000000.000,6000000.000,6000000.000,5000000.000,5000000.000,7000000.000
