,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-2294.000
CostOfGoodsSoldDirectLabor,256974.000
EarningsPerShareBasicAndDiluted,0.000
GainLossOnDispositionOfProperty,0.000
GainLossOnSaleOfPropertyPlantEquipment,0.000
GrossProfit,211614.000
IncomeLossFromContinuingOperations,-2392.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,246.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayable,-8335.000
IncreaseDecreaseInAccountsReceivable,-8536.000
IncreaseDecreaseInOtherAccruedLiabilities,14874.000
IncreaseDecreaseInOtherCurrentAssets,4572.000
InterestAndOtherIncome,4374.000
InterestExpense,-1736.000
InterestPaid,1736.000
NetCashProvidedByUsedInFinancingActivities,-741.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-741.000
NetCashProvidedByUsedInOperatingActivities,-1553.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1553.000
NetIncomeLoss,246.000
OperatingExpenses,214005.000
OtherNonoperatingIncomeExpense,2638.000
ProfessionalFees,36545.000
ProfitLoss,246.000
RepaymentsOfLinesOfCredit,-741.000
RepaymentsOfNotesPayable,0.000
SalariesWagesAndOfficersCompensation,156380.000
SellingGeneralAndAdministrativeExpense,21080.000
TechnologyServicesRevenue,468587.000
WeightedAverageNumberOfDilutedSharesOutstanding,36341353.000
