,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,-5000000.000,-7000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,25000000.000,32000000.000,46000000.000
AllocatedShareBasedCompensationExpense,,33000000.000,46000000.000
AmortizationOfIntangibleAssets,,320000000.000,324000000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,497000000.000
BusinessAcquisitionsProFormaRevenue,,,6058000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-100000000.000,-31000000.000,265000000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,36000000.000
CommonStockDividendsPerShareCashPaid,,,0.000
CommonStockDividendsPerShareDeclared,,,0.000
ComprehensiveIncomeNetOfTax,-92000000.000,263000000.000,692000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,2000000.000,-2000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,265000000.000,690000000.000
CostOfRevenue,2237000000.000,2278000000.000,2398000000.000
CurrentFederalTaxExpenseBenefit,,8000000.000,4000000.000
CurrentForeignTaxExpenseBenefit,,113000000.000,194000000.000
CurrentIncomeTaxExpenseBenefit,,121000000.000,198000000.000
DebtConversionConvertedInstrumentSharesIssued1,,10416700.000,10416700.000
DeferredFederalIncomeTaxExpenseBenefit,,-1000000.000,3000000.000
DeferredForeignIncomeTaxExpenseBenefit,,22000000.000,-111000000.000
DeferredIncomeTaxExpenseBenefit,-124000000.000,21000000.000,-108000000.000
DeferredOtherTaxExpenseBenefit,,-40000000.000,3000000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,147000000.000,99000000.000
DefinedBenefitPlanActuarialGainLoss,,204000000.000,-23000000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,11000000.000,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,126000000.000,-63000000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.047,0.038
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.062,0.060
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.020,0.021
DefinedBenefitPlanBenefitsPaid,,69000000.000,67000000.000
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsBenefitObligation,,2000000.000,47000000.000
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets,,,36000000.000
DefinedBenefitPlanContributionsByEmployer,,64000000.000,51000000.000
DefinedBenefitPlanContributionsByPlanParticipants,,2000000.000,2000000.000
DefinedBenefitPlanCurtailments,,1000000.000,13000000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,81000000.000,83000000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,32000000.000,35000000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesPlanAssets,,27000000.000,33000000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,17000000.000
DefinedBenefitPlanInterestCost,,66000000.000,62000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,13000000.000,15000000.000
