,2013-09-25,2014-09-29,2015-06-30,2016-06-30
AccretionExpense,,,39800.000,23100.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,41800.000,27800.000
AllocatedShareBasedCompensationExpense,,,41800.000,27800.000
AssetImpairmentCharges,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-426700.000,-649300.000
ComprehensiveIncomeNetOfTax,,,-1021800.000,-1594800.000
ConvertiblePreferredStockConvertedToOtherSecurities,,,0.000,
CostOfGoodsSold,,,925700.000,606100.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,12000.000,6900.000
DepreciationDepletionAndAmortization,,,194000.000,183700.000
EarningsPerShareBasicAndDiluted,,,-0.180,-0.320
EffectiveIncomeTaxRateContinuingOperations,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-0.390,-0.390
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.050,0.050
GainLossOnSaleOfEquityInvestments,,,0.000,
GainLossOnSaleOfNotesReceivable,,,,266400.000
GeneralAndAdministrativeExpense,,,226500.000,559000.000
GrossProfit,,,-140000.000,-413200.000
IncomeTaxesPaidNet,,,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,35900.000,83700.000
IncreaseDecreaseInAccountsReceivable,,,50900.000,42000.000
IncreaseDecreaseInOtherReceivables,,,5000.000,1400.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,98200.000,117200.000
InterestIncomeExpenseNet,,,,-2700.000
InterestIncomeOperating,,,,28800.000
InterestPaidNet,,,0.000,0.000
InvestmentIncomeInterest,,,41500.000,
LeaseAndRentalExpense,,,53300.000,60500.000
LoanProcessingFee,,,29000.000,0.000
MarketableSecuritiesGainLoss,,,103200.000,0.000
MarketableSecuritiesUnrealizedGainLoss,,,-18000.000,0.000
NetCashProvidedByUsedInFinancingActivities,,,-20800.000,200000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-20800.000,200000.000
NetCashProvidedByUsedInInvestingActivities,,,261600.000,17800.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,261600.000,17800.000
NetCashProvidedByUsedInOperatingActivities,,,-667500.000,-867100.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-667500.000,-867100.000
NetIncomeLoss,,,-900600.000,-1594800.000
OperatingIncomeLoss,,,-1173800.000,-1620900.000
OtherComprehensiveIncomeLossNetOfTax,,,-121200.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,103200.000,0.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,0.000,
OtherNonoperatingIncomeExpense,,,128500.000,0.000
PaymentsToAcquireLand,,,25100.000,0.000
PaymentsToAcquireNotesReceivable,,,-115200.000,-27400.000
PaymentsToAcquirePropertyPlantAndEquipment,,,395700.000,9600.000
ProceedsFromNotesPayable,,,,200000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,542100.000,0.000
ProceedsFromSaleOfNotesReceivable,,,0.000,0.000
Revenues,,,785700.000,192900.000
SalesRevenueNet,,,785700.000,192900.000
SellingGeneralAndAdministrativeExpense,,,1033800.000,1207700.000
ShareBasedCompensation,,,73300.000,27800.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,0.620,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.020,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,1128201.000,1131401.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,2927149.000,2927149.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,,,0.180,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,,41800.000,27800.000
StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,,,,1100.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,595748.000,595748.000
StockIssuedDuringPeriodValueIssuedForServices,,,31500.000,
StockRepurchasedAndRetiredDuringPeriodValue,,,-41600.000,
StockRepurchasedDuringPeriodValue,,,20800.000,
TreasuryStockValueAcquiredCostMethod,,,-20800.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,4986400.000,4982400.000
