,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-52.000,,,,-7526.000,
CostOfRevenue,,,,,,10000.000
EarningsPerShareBasicAndDiluted,,0.000,0.000,,-0.000,0.000
FederalIncomeTaxExpenseBenefitContinuingOperations,-2052.000,,,,-6141.000,
GeneralAndAdministrativeExpense,2052.000,3167.000,4805.000,173880.000,6141.000,7457.000
GrossProfit,,,,,,2500.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2052.000,-3167.000,-4805.000,-173878.000,-6141.000,-4955.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,,,,,
IncreaseDecreaseInAccruedLiabilities,2000.000,,,,-1385.000,
NetCashProvidedByUsedInOperatingActivities,-52.000,,,,-7526.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-52.000,,,,-7526.000,
NetIncomeLoss,-2052.000,-3167.000,-4805.000,-173878.000,-6141.000,-4955.000
OtherIncome,,,,,,2.000
Revenues,,,,,,12500.000
SalesRevenueNet,,,,,,12498.000
StockholdersEquityPeriodIncreaseDecrease,,,,,-6141.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,201406000.000,201441368.000,201488957.000,-402785945.000,201965520.000,201965520.000
