,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-487000.000,,,,-363000.000,,,,-69000.000,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,610000.000,,1444000.000,255000.000,76000.000,82000.000,99000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,2950000.000,2500000.000,,2300000.000,1800000.000,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,-247000.000,-157000.000,,-666000.000,-228000.000,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,798000.000,3219000.000,,776000.000,1462000.000,2423000.000,6087000.000,1520000.000,2086000.000,819000.000,2566000.000,1478000.000
AmortizationOfDeferredLoanOriginationFeesNet,,-636000.000,,,,-612000.000,,,,-712000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,7342000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,18552000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,11210000.000,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,-348000.000,,,,0.000,,-166000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,12000.000,,,30000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,572000.000,37000.000,,,9000.000,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,1599000.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,18552000.000,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,1691000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-7671000.000,,,,-13336000.000,,,,32732000.000,,15566000.000,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,0.070,0.070,0.070
Communication,869000.000,874000.000,833000.000,881000.000,892000.000,953000.000,875000.000,888000.000,927000.000,924000.000,838000.000,840000.000,811000.000,855000.000
ComprehensiveIncomeNetOfTax,,5923000.000,1740000.000,3397000.000,3260000.000,999000.000,-8499000.000,1984000.000,-979000.000,10439000.000,4194000.000,8431000.000,-273000.000,8860000.000
DeferredIncomeTaxExpenseBenefit,,-261000.000,,,,-263000.000,,,,44000.000,,39000.000,,
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,19000.000,,236000.000,,
DepreciationAmortizationAndAccretionNet,,1547000.000,,,,1369000.000,,,,1248000.000,,2861000.000,,
DividendsCommonStock,,,,,,,,,,,,994000.000,,
DividendsPreferredStock,,20000.000,,,,20000.000,,,,20000.000,,20000.000,,
EarningsPerShareBasic,-0.410,0.190,0.190,0.140,0.250,0.260,0.280,0.330,0.340,0.350,0.390,0.400,0.290,0.340
EarningsPerShareDiluted,-0.410,0.190,0.190,0.140,0.250,0.260,0.280,0.330,0.330,0.340,0.380,0.390,0.290,0.330
EffectiveIncomeTaxRateContinuingOperations,,,0.270,0.410,,0.280,0.300,0.310,,0.270,0.310,0.310,0.350,0.360
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,0.340,,0.350,,,,,,,,
EquipmentExpense,1287000.000,1266000.000,1238000.000,1160000.000,1178000.000,1087000.000,1185000.000,1114000.000,1154000.000,1030000.000,908000.000,703000.000,751000.000,689000.000
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,521000.000,370000.000,321000.000,339000.000,354000.000,325000.000,1044000.000,306000.000,349000.000,135000.000,153000.000,1402000.000,206000.000,473000.000
FeesAndCommissionsCreditAndDebitCards,,,,,,,,,,,3828000.000,3885000.000,4115000.000,3948000.000
FeesAndCommissionsDepositorAccounts,,,,,,,,,,5570000.000,2399000.000,2037000.000,2156000.000,2247000.000
FeesAndCommissionsOther,,,,,,,,,,604000.000,,,,
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,,,,,,1228000.000,0.000
ForeclosedRealEstateExpense,975000.000,363000.000,781000.000,399000.000,-208000.000,144000.000,71000.000,54000.000,153000.000,,,,425000.000,
GainLossOnSaleOfPropertyPlantEquipment,,11000.000,,,,1000.000,,,,-1000.000,,-50000.000,,
GainLossOnSaleOfSecuritiesNet,7000.000,984000.000,12000.000,-37000.000,92000.000,30000.000,-9000.000,0.000,643000.000,11000.000,26000.000,-28000.000,444000.000,12000.000
GainLossOnSalesOfLoansNet,162000.000,229000.000,372000.000,352000.000,267000.000,413000.000,250000.000,148000.000,144000.000,136000.000,254000.000,471000.000,474000.000,99000.000
GainsLossesOnSalesOfOtherRealEstate,,,,,,-67000.000,,,,62000.000,,22000.000,,
HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,,,,,,378000.000,,,,11000.000,,138000.000,,
HeldToMaturitySecuritiesUnrecognizedHoldingGains,,,,,,,,,,605000.000,,,,
HeldToMaturitySecuritiesUnrecognizedHoldingLosses,,,,,,,,,,15327000.000,,,,
HeldtomaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLoss,,,,,,,,,,3907000.000,,,,
HeldtomaturitySecuritiesContinuousUnrealizedLossPositionAggregateLoss,,,,,,,,,,15327000.000,,,,
HeldtomaturitySecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLoss,,,,,,,,,,11420000.000,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,62367000.000,64788000.000,,57617000.000,60205000.000,61981000.000,-120841000.000,50774000.000,43500000.000,47014000.000,46728000.000,46323000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,252000.000,339000.000,,244000.000,226000.000,215000.000,114000.000,135000.000,191000.000,130000.000,124000.000,132000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,43380000.000,43122000.000,,38978000.000,40285000.000,38449000.000,-74731000.000,38810000.000,32925000.000,36655000.000,35656000.000,37405000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,,252000.000,339000.000,,244000.000,226000.000,215000.000,114000.000,135000.000,191000.000,130000.000,124000.000,132000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,,18987000.000,21666000.000,,18639000.000,19920000.000,23532000.000,-46110000.000,11964000.000,10575000.000,10359000.000,11072000.000,8918000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ImpairmentOfInvestments,0.000,649000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-9052000.000,3626000.000,3806000.000,3373000.000,5003000.000,5081000.000,5773000.000,6740000.000,6982000.000,6731000.000,8008000.000,8249000.000,6449000.000,7574000.000
IncomeTaxExpenseBenefit,-3334000.000,942000.000,1044000.000,1381000.000,1547000.000,1436000.000,1725000.000,2064000.000,2091000.000,1787000.000,2507000.000,2527000.000,2272000.000,2759000.000
IncomeTaxesPaid,,,,,,,,,,0.000,,550000.000,,
IncreaseDecreaseInOtherOperatingAssets,,-2009000.000,,,,2198000.000,,,,1612000.000,,952000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,-791000.000,,,,2213000.000,,,,227000.000,,2444000.000,,
IncreaseDecreaseInTimeDeposits,,-10660000.000,,,,-9784000.000,,,,,,,,
InformationTechnologyAndDataProcessing,3265000.000,3382000.000,3281000.000,3220000.000,3707000.000,3206000.000,3276000.000,3206000.000,3150000.000,3250000.000,3223000.000,3538000.000,3692000.000,3658000.000
