,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
IncreaseDecreaseInPrepaidExpense,,,-53590.000,,54.000,,,-30692.000,,,,-1549.000,,,
InterestAndOtherIncome,37500.000,25000.000,,,,,,,,,,,,,
InterestExpense,302107.000,416951.000,751526.000,505396.000,24993.000,124994.000,210200.000,104389.000,278411.000,108090.000,642117.000,406429.000,666133.000,701254.000,2847711.000
InterestOnConvertibleDebtNetOfTax,,,-58083.000,,0.000,,,0.000,,,,-376804.000,,,
InvestmentIncomeInterest,,,10987.000,3829.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
LossOnDerivativeInstrumentsPretax,,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,1603388.000,,57850.000,,,88441.000,,,,92829.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1603388.000,,57850.000,,,88441.000,,,,92829.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-972510.000,,10682.000,,,0.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-972510.000,,10682.000,,,0.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-660816.000,,34464.000,,,-309168.000,,,,-152680.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-660816.000,,34464.000,,,-309168.000,,,,-152680.000,,,
NetIncomeLoss,-951039.000,-1188774.000,-1385709.000,-1158149.000,-403723.000,-984374.000,-724668.000,-551451.000,-1135018.000,-706572.000,-882878.000,-643870.000,-1065880.000,-943918.000,-3430649.000
NetIncomeLossAttributableToNoncontrollingInterest,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
NonoperatingIncomeExpense,-403204.000,-586178.000,-879054.000,-702226.000,-169703.000,-418827.000,-588996.000,-208964.000,-880323.000,-471593.000,-652995.000,-456675.000,-854137.000,-764091.000,-3093193.000
OperatingExpenses,547835.000,602596.000,506655.000,455923.000,234020.000,565547.000,135672.000,342487.000,254695.000,234979.000,229883.000,187195.000,211743.000,179827.000,337456.000
OperatingIncomeLoss,-547835.000,-602596.000,-506655.000,-455923.000,-234020.000,-565547.000,-135672.000,-342487.000,-254695.000,-234979.000,-229883.000,-187195.000,-211743.000,-179827.000,-337456.000
OtherAssetImpairmentCharges,,,0.000,,0.000,,,0.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,15396.000,89414.000,-15671.000,-13237.000,-56209.000,32914.000,-3107.000,-3842.000,-10482.000,32598.000,49109.000,28705.000,6404.000,65465.000,111172.000
OtherNoncashIncomeExpense,,,0.000,,0.000,,,0.000,,,,,,,
OtherNonoperatingExpense,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
OtherNonrecurringExpense,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
OtherOperatingActivitiesCashFlowStatement,,,0.000,,0.000,,,0.000,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,0.000,,0.000,,,0.000,,,,,,,
PaymentsOfStockIssuanceCosts,,,0.000,,0.000,,,0.000,,,,,,,
PaymentsToAcquireMineralRights,,,0.000,,0.000,,,0.000,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,197495.000,,-10682.000,,,0.000,,,,,,,
ProceedsFromBankDebt,,,,,,,,,,,,584.000,,,
ProceedsFromConvertibleDebt,,,1603388.000,,0.000,,,79395.000,,,,102000.000,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,0.000,,,0.000,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,,160.000,,,
ProceedsFromMinorityShareholders,,,0.000,,0.000,,,0.000,,,,,,,
ProceedsFromNotesPayable,,,0.000,,0.000,,,0.000,,,,,,,
ProceedsFromOtherDebt,,,,,,,,0.000,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,0.000,,0.000,,,0.000,,,,,,,
ProceedsFromRelatedPartyDebt,,,0.000,,57850.000,,,9046.000,,,,,,,
ProceedsFromSaleOfOtherInvestments,,,,,0.000,,,0.000,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,0.000,,,,,,,
ProfitLoss,-951039.000,-1188774.000,-1385709.000,-1158149.000,-403723.000,-984374.000,-724668.000,-551451.000,-1135018.000,-706572.000,-882878.000,,,,
RepaymentsOfNotesPayable,,,0.000,,0.000,,,0.000,,,,,,,
RepaymentsOfRelatedPartyDebt,,,0.000,,0.000,,,0.000,,,,9915.000,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,1026656.000,,,,,,,,,406111.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,108240794.000,109861073.000,150721007.000,-189853373.000,267999611.000,267999611.000,267999611.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,267999611.000,267756754.000,274139927.000,-537474024.000,287741996.000,290937750.000,293003920.000,-578834025.000
