,2011-05-29,2012-05-27,2013-05-26,2014-05-25,2015-05-31,2016-05-29,2017-05-28
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,33900000.000,26500000.000,24300000.000,26000000.000,26400000.000,14900000.000,15600000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,17700000.000,17900000.000,13600000.000,10900000.000,18400000.000,17500000.000,27200000.000
AdvertisingExpense,340200000.000,357200000.000,409200000.000,252300000.000,,,
AmortizationOfFinancingCosts,2800000.000,6700000.000,13000000.000,13800000.000,8600000.000,3600000.000,1000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1200000.000,2600000.000,2800000.000,4200000.000,100000.000,300000.000,400000.000
AssetImpairmentCharges,4700000.000,500000.000,800000.000,18300000.000,62100000.000,5800000.000,-8400000.000
BusinessCombinationIntegrationRelatedCosts,,2900000.000,,,,,
CapitalizedComputerSoftwareAmortization,7700000.000,7800000.000,6400000.000,7000000.000,13300000.000,14900000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,,18700000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-178300000.000,0.000,17700000.000,10100000.000,437600000.000,-261100000.000,-41700000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,-7400000.000,-9800000.000,-10100000.000,-4900000.000,300000.000,200000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,2800000.000,300000.000,3400000.000,-144500000.000,1986200000.000,6300000.000,800000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-2100000.000,-500000.000,-200000.000,214700000.000,-403300000.000,-42400000.000,-18300000.000
CommonStockDividendsPerShareCashPaid,1.280,1.720,2.000,2.200,2.200,2.100,2.240
CommonStockDividendsPerShareDeclared,1.280,1.720,2.000,2.200,2.200,2.100,2.240
ComprehensiveIncomeNetOfTax,487600000.000,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,388700000.000,425700000.000,290900000.000,751000000.000,374600000.000,503200000.000
CostOfGoodsAndServicesSold,5699500000.000,6163200000.000,6661000000.000,4990500000.000,,,
CostOfGoodsAndServicesSoldDepreciationAndAmortization,295600000.000,326900000.000,373700000.000,282300000.000,,,
CostOfGoodsSoldDirectLabor,2396900000.000,2502000000.000,2698000000.000,2017600000.000,2135600000.000,2189200000.000,2265300000.000
