,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,37703000.000,52762000.000,37874000.000,36081000.000,38347000.000,41408000.000,41191000.000,37462000.000,36408000.000,36619000.000,35081000.000,32245000.000,34736000.000,31559000.000,33679000.000,25385000.000,25991000.000,27712000.000,43451000.000,31214000.000,24740000.000,32391000.000,20805000.000,13674000.000
AccountsReceivableGrossCurrent,,,,,49177000.000,51722000.000,52068000.000,50936000.000,45640000.000,42960000.000,41707000.000,37805000.000,42273000.000,44040000.000,43969000.000,41905000.000,39060000.000,43990000.000,61045000.000,38920000.000,43100000.000,56663000.000,38433000.000,49980000.000
AccountsReceivableNetCurrent,48748000.000,58805000.000,49212000.000,47272000.000,48385000.000,50930000.000,51289000.000,50467000.000,45176000.000,42496000.000,41359000.000,37547000.000,42091000.000,43860000.000,43845000.000,41716000.000,38951000.000,43881000.000,60942000.000,38813000.000,43005000.000,56572000.000,38378000.000,49925000.000
AccruedIncomeTaxesCurrent,,,,,,,318000.000,,,,508000.000,,,,,,,,,,,,,
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,,1699000.000,,,,2224000.000,,,,3047000.000,
AccruedLiabilitiesCurrent,,,,,,,9601000.000,,,,9978000.000,,,,7255000.000,,,,9404000.000,,,,7571000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-48907000.000,,,,48643000.000,,,,50722000.000,,,,45185000.000,,,,44323000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,450000.000,-210000.000,-774000.000,-601000.000,-1447000.000,-666000.000,-765000.000,-657000.000,-1413000.000,-1646000.000,-875000.000,-360000.000,-268000.000,-723000.000,-752000.000,-634000.000,-685000.000,-894000.000,-819000.000,-685000.000,-603000.000,-354000.000,-527000.000,-25000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,4995000.000,2486000.000,2494000.000,2714000.000,1945000.000,2407000.000,2169000.000,1975000.000,1718000.000,1580000.000,1731000.000,1857000.000,1894000.000,1625000.000,1175000.000,728000.000,842000.000,315000.000,-80000.000,377000.000,-435000.000,-357000.000,-1032000.000,-368000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5445000.000,2276000.000,1720000.000,2113000.000,498000.000,1741000.000,1404000.000,1318000.000,305000.000,-66000.000,856000.000,1497000.000,1626000.000,902000.000,423000.000,94000.000,157000.000,-579000.000,-899000.000,-308000.000,-1038000.000,-711000.000,-1559000.000,-393000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,779000.000,,,,348000.000,,,,124000.000,,,,103000.000,,,,55000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,792000.000,792000.000,779000.000,469000.000,464000.000,464000.000,348000.000,258000.000,182000.000,180000.000,124000.000,189000.000,109000.000,109000.000,103000.000,107000.000,95000.000,91000.000,55000.000,55000.000
Assets,253247000.000,315232000.000,294492000.000,282142000.000,282151000.000,237033000.000,232394000.000,216291000.000,210957000.000,200879000.000,176185000.000,186481000.000,180143000.000,163838000.000,160720000.000,131390000.000,127173000.000,128187000.000,167069000.000,133038000.000,137180000.000,141300000.000,128185000.000,124559000.000
AssetsCurrent,215568000.000,166810000.000,147427000.000,134949000.000,139178000.000,125454000.000,125988000.000,117720000.000,116611000.000,111075000.000,100693000.000,115899000.000,114137000.000,103171000.000,103384000.000,78684000.000,79030000.000,84240000.000,126729000.000,96355000.000,104197000.000,109554000.000,98637000.000,99798000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,,,2363000.000,,,,2458000.000,
CashAndCashEquivalentsAtCarryingValue,135632000.000,55902000.000,47770000.000,43841000.000,45852000.000,31828000.000,33182000.000,31748000.000,33926000.000,31559000.000,25482000.000,42264000.000,34606000.000,31938000.000,31242000.000,15846000.000,18549000.000,18376000.000,20764000.000,22383000.000,30926000.000,27479000.000,33087000.000,32025000.000
CommitmentsFairValueDisclosure,,,,,,,,,,,,,,273000.000,,,,,,,,,,
CommonStockNoParValue,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
CommonStockParOrStatedValuePerShare,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,24358000.000,27735000.000,27949000.000,28049000.000,28173000.000,28173000.000,,28607000.000,28755000.000,,29198000.000,,,36157000.000,29198000.000,36157000.000,36157000.000,36916000.000,29198000.000,37077000.000,38280000.000,38441000.000,38521000.000,38441000.000
CommonStockSharesOutstanding,24358000.000,27735000.000,27949000.000,28049000.000,28173000.000,28173000.000,,28607000.000,28755000.000,,29198000.000,,,36157000.000,29198000.000,36157000.000,36157000.000,36916000.000,29198000.000,37077000.000,38280000.000,38441000.000,38521000.000,38441000.000
CommonStockValue,268599000.000,299063000.000,301225000.000,302575000.000,301438000.000,302616000.000,303724000.000,305036000.000,306254000.000,307722000.000,309370000.000,331151000.000,332690000.000,333281000.000,334024000.000,334691000.000,335893000.000,337143000.000,338165000.000,338958000.000,340524000.000,338590000.000,339715000.000,340811000.000
ConvertibleLongTermNotesPayable,,,,,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,0.000,0.000,0.000,0.000,,,,,,,,,
ConvertibleNotesPayable,,,,,45000000.000,34900000.000,34900000.000,,,,18000000.000,,,,18000000.000,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,27000000.000,16919000.000,16919000.000,0.000,0.000,0.000,0.000,18000000.000,18000000.000,18000000.000,18000000.000,0.000,0.000,0.000,0.000,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.013,0.013,,0.013,,,,,,,,,,,,,,,,
DeferredCompensationLiabilityCurrent,,,,,,,1395000.000,,,,1276000.000,,,,0.000,,,,,,,,,
DeferredCostsCurrent,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,
DeferredLongTermLiabilityCharges,,,,,,,,,,,,,,,,,,,,,,,2380000.000,
DeferredRevenue,,,,,,,,,6534000.000,7625000.000,,10958000.000,12503000.000,6124000.000,,7455000.000,6570000.000,7352000.000,,6369000.000,5703000.000,6117000.000,,6496000.000
DeferredRevenueCurrent,,,,,,,,,,,,,,,,,,,23062000.000,,,,5715000.000,
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,,,,,,,,,,2906000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,4464000.000,,,,3358000.000,,,,2516000.000,,,,2109000.000,,,,1603000.000,
DeferredTaxAssetsGross,,,,,,,84410000.000,,,,94809000.000,,,,97677000.000,,,,97118000.000,,,,95753000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,556000.000,,,,144000.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsInventory,,,,,,,1734000.000,,,,2952000.000,,,,1731000.000,,,,2697000.000,,,,3631000.000,
